source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
SC2-25-4	Methylocystis sp. sc2	Not available	1	SC2-25-4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	SC2-25-4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
SC2-25-14	Methylocystis sp. sc2	Not available	1	SC2-25-14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	SC2-25-14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
SC2-25-15	Methylocystis sp. sc2	Not available	1	SC2-25-15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	SC2-25-15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
SC2-25-2	Methylocystis sp. sc2	Not available	1	SC2-25-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	SC2-25-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
SC2-25-6	Methylocystis sp. sc2	Not available	1	SC2-25-6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	SC2-25-6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
SC2-25-3	Methylocystis sp. sc2	Not available	1	SC2-25-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	SC2-25-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
Re-SC2-22-9	Methylocystis sp. sc2	Not available	1	Re-SC2-22-9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	Re-SC2-22-9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
SC2-25-13	Methylocystis sp. sc2	Not available	1	SC2-25-13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	SC2-25-13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
Re-SC2-22-12	Methylocystis sp. sc2	Not available	1	Re-SC2-22-12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	Re-SC2-22-12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
SC2-25-16	Methylocystis sp. sc2	Not available	1	SC2-25-16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	SC2-25-16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
Re-SC2-22-8	Methylocystis sp. sc2	Not available	1	Re-SC2-22-8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	Re-SC2-22-8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
Re-SC2-22-11	Methylocystis sp. sc2	Not available	1	Re-SC2-22-11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	Re-SC2-22-11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
SC2-25-18	Methylocystis sp. sc2	Not available	1	SC2-25-18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	SC2-25-18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
SC2-25-17	Methylocystis sp. sc2	Not available	1	SC2-25-17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	SC2-25-17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
Re-SC2-22-7	Methylocystis sp. sc2	Not available	1	Re-SC2-22-7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	Re-SC2-22-7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
Re-SC2-22-10	Methylocystis sp. sc2	Not available	1	Re-SC2-22-10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	Re-SC2-22-10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
