source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[individual]	characteristics[material type]	characteristics[culture medium]	characteristics[passage number]	characteristics[biorepository]	characteristics[cell line authentication]	characteristics[sample storage temperature]	characteristics[genotype]	characteristics[genetic modification]	characteristics[treatment]	characteristics[compound]	characteristics[dose]	characteristics[exposure duration]	characteristics[enrichment process]	characteristics[antibody enrichment]	characteristics[synthetic peptide]	characteristics[spiked compound]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[reduction reagent]	comment[alkylation reagent]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[acquisition date]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[genotype]	factor value[treatment]	factor value[antibody enrichment]
SCR_GFP-RAB7B_noLRRK2_20161107_r2	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	GFP-RAB7B overexpression	transfection	untreated	not applicable	not applicable	not applicable	sample enrichment	anti-GFP resin	not synthetic	not applicable	not pooled	2	run 420	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2016-11-07	20161107_EXQ00_MaSt_SA_293_GFP-Rab7b_IP-GFP_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	GFP-RAB7B overexpression	untreated	anti-GFP resin
SCR_GFP-RAB7B_noLRRK2_20161107_r3	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	GFP-RAB7B overexpression	transfection	untreated	not applicable	not applicable	not applicable	sample enrichment	anti-GFP resin	not synthetic	not applicable	not pooled	3	run 421	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2016-11-07	20161107_EXQ00_MaSt_SA_293_GFP-Rab7b_IP-GFP_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	GFP-RAB7B overexpression	untreated	anti-GFP resin
SCR_GFP-RAB9A_LRRK2-G2019S_20161124_r1	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	GFP-RAB9A overexpression and FLAG-LRRK2-G2019S overexpression	transfection	untreated	not applicable	not applicable	not applicable	sample enrichment	anti-GFP resin	not synthetic	not applicable	not pooled	1	run 422	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Asp-N;AC=MS:1001304	NT=glutamyl endopeptidase;AC=MS:1001917	not available	not available	not applicable	1	1	2016-11-27	20161124_QEp7_MaSt_SA_293_Flag_LRRK2_GFP_Rab9a_IP_GFP_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	GFP-RAB9A overexpression and FLAG-LRRK2-G2019S overexpression	untreated	anti-GFP resin
SCR_GFP-RAB9A_LRRK2-G2019S_20161124_r2	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	GFP-RAB9A overexpression and FLAG-LRRK2-G2019S overexpression	transfection	untreated	not applicable	not applicable	not applicable	sample enrichment	anti-GFP resin	not synthetic	not applicable	not pooled	2	run 423	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Asp-N;AC=MS:1001304	NT=glutamyl endopeptidase;AC=MS:1001917	not available	not available	not applicable	1	1	2016-11-27	20161124_QEp7_MaSt_SA_293_Flag_LRRK2_GFP_Rab9a_IP_GFP_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	GFP-RAB9A overexpression and FLAG-LRRK2-G2019S overexpression	untreated	anti-GFP resin
SCR_GFP-RAB9A_LRRK2-G2019S_20161124_r3	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	GFP-RAB9A overexpression and FLAG-LRRK2-G2019S overexpression	transfection	untreated	not applicable	not applicable	not applicable	sample enrichment	anti-GFP resin	not synthetic	not applicable	not pooled	3	run 424	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Asp-N;AC=MS:1001304	NT=glutamyl endopeptidase;AC=MS:1001917	not available	not available	not applicable	1	1	2016-11-27	20161124_QEp7_MaSt_SA_293_Flag_LRRK2_GFP_Rab9a_IP_GFP_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	GFP-RAB9A overexpression and FLAG-LRRK2-G2019S overexpression	untreated	anti-GFP resin
SCR_GFP-RAB9A_LRRK2-G2019S_HG_20161124_r1	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	GFP-RAB9A overexpression and FLAG-LRRK2-G2019S overexpression	transfection	HG-10-102-01	HG-10-102-01	3 uM	3 hour	sample enrichment	anti-GFP resin	not synthetic	not applicable	not pooled	1	run 425	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Asp-N;AC=MS:1001304	NT=glutamyl endopeptidase;AC=MS:1001917	not available	not available	not applicable	1	1	2016-11-27	20161124_QEp7_MaSt_SA_293_Flag_LRRK2_GFP_Rab9a_HG_IP_GFP_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	GFP-RAB9A overexpression and FLAG-LRRK2-G2019S overexpression	HG-10-102-01	anti-GFP resin
SCR_GFP-RAB9A_LRRK2-G2019S_HG_20161124_r2	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	GFP-RAB9A overexpression and FLAG-LRRK2-G2019S overexpression	transfection	HG-10-102-01	HG-10-102-01	3 uM	3 hour	sample enrichment	anti-GFP resin	not synthetic	not applicable	not pooled	2	run 426	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Asp-N;AC=MS:1001304	NT=glutamyl endopeptidase;AC=MS:1001917	not available	not available	not applicable	1	1	2016-11-27	20161124_QEp7_MaSt_SA_293_Flag_LRRK2_GFP_Rab9a_HG_IP_GFP_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	GFP-RAB9A overexpression and FLAG-LRRK2-G2019S overexpression	HG-10-102-01	anti-GFP resin
SCR_GFP-RAB9A_LRRK2-G2019S_HG_20161124_r3	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	GFP-RAB9A overexpression and FLAG-LRRK2-G2019S overexpression	transfection	HG-10-102-01	HG-10-102-01	3 uM	3 hour	sample enrichment	anti-GFP resin	not synthetic	not applicable	not pooled	3	run 427	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Asp-N;AC=MS:1001304	NT=glutamyl endopeptidase;AC=MS:1001917	not available	not available	not applicable	1	1	2016-11-27	20161124_QEp7_MaSt_SA_293_Flag_LRRK2_GFP_Rab9a_HG_IP_GFP_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	GFP-RAB9A overexpression and FLAG-LRRK2-G2019S overexpression	HG-10-102-01	anti-GFP resin
SCR_GFP-RAB9A_noLRRK2_20161125_r1	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	GFP-RAB9A overexpression	transfection	untreated	not applicable	not applicable	not applicable	sample enrichment	anti-GFP resin	not synthetic	not applicable	not pooled	1	run 428	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Asp-N;AC=MS:1001304	NT=glutamyl endopeptidase;AC=MS:1001917	not available	not available	not applicable	1	1	2016-11-27	20161125_QEp7_MaSt_SA_293_GFP_Rab9a_IP_GFP_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	GFP-RAB9A overexpression	untreated	anti-GFP resin
SCR_GFP-RAB9A_noLRRK2_20161125_r2	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	GFP-RAB9A overexpression	transfection	untreated	not applicable	not applicable	not applicable	sample enrichment	anti-GFP resin	not synthetic	not applicable	not pooled	2	run 429	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Asp-N;AC=MS:1001304	NT=glutamyl endopeptidase;AC=MS:1001917	not available	not available	not applicable	1	1	2016-11-27	20161125_QEp7_MaSt_SA_293_GFP_Rab9a_IP_GFP_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	GFP-RAB9A overexpression	untreated	anti-GFP resin
SCR_GFP-RAB9A_noLRRK2_20161125_r3	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	GFP-RAB9A overexpression	transfection	untreated	not applicable	not applicable	not applicable	sample enrichment	anti-GFP resin	not synthetic	not applicable	not pooled	3	run 430	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Asp-N;AC=MS:1001304	NT=glutamyl endopeptidase;AC=MS:1001917	not available	not available	not applicable	1	1	2016-11-27	20161125_QEp7_MaSt_SA_293_GFP_Rab9a_IP_GFP_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	GFP-RAB9A overexpression	untreated	anti-GFP resin
SCR_GFP-RAB9B_LRRK2-G2019S_20170103_r1	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	GFP-RAB9B overexpression and FLAG-LRRK2-G2019S overexpression	transfection	untreated	not applicable	not applicable	not applicable	sample enrichment	anti-GFP resin	not synthetic	not applicable	not pooled	1	run 431	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Asp-N;AC=MS:1001304	NT=glutamyl endopeptidase;AC=MS:1001917	not available	not available	not applicable	1	1	2017-01-05	20170103_QEp6_MaSt_SA_GFP-Rab9bLRRK2-GS_IP-GFP_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	GFP-RAB9B overexpression and FLAG-LRRK2-G2019S overexpression	untreated	anti-GFP resin
SCR_GFP-RAB9B_LRRK2-G2019S_20170103_r2	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	GFP-RAB9B overexpression and FLAG-LRRK2-G2019S overexpression	transfection	untreated	not applicable	not applicable	not applicable	sample enrichment	anti-GFP resin	not synthetic	not applicable	not pooled	2	run 432	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Asp-N;AC=MS:1001304	NT=glutamyl endopeptidase;AC=MS:1001917	not available	not available	not applicable	1	1	2017-01-05	20170103_QEp6_MaSt_SA_GFP-Rab9bLRRK2-GS_IP-GFP_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	GFP-RAB9B overexpression and FLAG-LRRK2-G2019S overexpression	untreated	anti-GFP resin
SCR_GFP-RAB9B_LRRK2-G2019S_20170103_r3	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	GFP-RAB9B overexpression and FLAG-LRRK2-G2019S overexpression	transfection	untreated	not applicable	not applicable	not applicable	sample enrichment	anti-GFP resin	not synthetic	not applicable	not pooled	3	run 433	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Asp-N;AC=MS:1001304	NT=glutamyl endopeptidase;AC=MS:1001917	not available	not available	not applicable	1	1	2017-01-05	20170103_QEp6_MaSt_SA_GFP-Rab9bLRRK2-GS_IP-GFP_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	GFP-RAB9B overexpression and FLAG-LRRK2-G2019S overexpression	untreated	anti-GFP resin
SCR_GFP-RAB9B_LRRK2-G2019S_HG_20170103_r1	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	GFP-RAB9B overexpression and FLAG-LRRK2-G2019S overexpression	transfection	HG-10-102-01	HG-10-102-01	3 uM	3 hour	sample enrichment	anti-GFP resin	not synthetic	not applicable	not pooled	1	run 434	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Asp-N;AC=MS:1001304	NT=glutamyl endopeptidase;AC=MS:1001917	not available	not available	not applicable	1	1	2017-01-05	20170103_QEp6_MaSt_SA_GFP-Rab9bLRRK2-GSHG_IP-GFP_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	GFP-RAB9B overexpression and FLAG-LRRK2-G2019S overexpression	HG-10-102-01	anti-GFP resin
SCR_GFP-RAB9B_LRRK2-G2019S_HG_20170103_r2	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	GFP-RAB9B overexpression and FLAG-LRRK2-G2019S overexpression	transfection	HG-10-102-01	HG-10-102-01	3 uM	3 hour	sample enrichment	anti-GFP resin	not synthetic	not applicable	not pooled	2	run 435	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Asp-N;AC=MS:1001304	NT=glutamyl endopeptidase;AC=MS:1001917	not available	not available	not applicable	1	1	2017-01-05	20170103_QEp6_MaSt_SA_GFP-Rab9bLRRK2-GSHG_IP-GFP_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	GFP-RAB9B overexpression and FLAG-LRRK2-G2019S overexpression	HG-10-102-01	anti-GFP resin
SCR_GFP-RAB9B_LRRK2-G2019S_HG_20170103_r3	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	GFP-RAB9B overexpression and FLAG-LRRK2-G2019S overexpression	transfection	HG-10-102-01	HG-10-102-01	3 uM	3 hour	sample enrichment	anti-GFP resin	not synthetic	not applicable	not pooled	3	run 436	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Asp-N;AC=MS:1001304	NT=glutamyl endopeptidase;AC=MS:1001917	not available	not available	not applicable	1	1	2017-01-05	20170103_QEp6_MaSt_SA_GFP-Rab9bLRRK2-GSHG_IP-GFP_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	GFP-RAB9B overexpression and FLAG-LRRK2-G2019S overexpression	HG-10-102-01	anti-GFP resin
