source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
OR5110722_EDG_smallSCX_3d_fr12_2	Homo sapiens	Cell culture	not applicable	not available	2	OR5110722_EDG_smallSCX_3d_fr12_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	OR5110722_EDG_smallSCX_3d_fr12_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001068/OR5110722_EDG_smallSCX_3d_fr12_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
OR5_110317_EDG_11EDEG004_9d_sSCX_fr23b	Homo sapiens	Cell culture	not applicable	not available	1	OR5_110317_EDG_11EDEG004_9d_sSCX_fr23b	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	OR5_110317_EDG_11EDEG004_9d_sSCX_fr23b.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001068/OR5_110317_EDG_11EDEG004_9d_sSCX_fr23b.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
OR5_110317_EDG_11EDEG004_9d_sSCX_fr21	Homo sapiens	Cell culture	not applicable	not available	1	OR5_110317_EDG_11EDEG004_9d_sSCX_fr21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	21	1	OR5_110317_EDG_11EDEG004_9d_sSCX_fr21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001068/OR5_110317_EDG_11EDEG004_9d_sSCX_fr21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
OR5_110317_EDG_11EDEG004_9d_sSCX_fr33	Homo sapiens	Cell culture	not applicable	not available	1	OR5_110317_EDG_11EDEG004_9d_sSCX_fr33	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	33	1	OR5_110317_EDG_11EDEG004_9d_sSCX_fr33.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001068/OR5_110317_EDG_11EDEG004_9d_sSCX_fr33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
OR5110722_MA_EDG_smallSCX_9d_fr13	Homo sapiens	Cell culture	not applicable	not available	1	OR5110722_MA_EDG_smallSCX_9d_fr13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	13	1	OR5110722_MA_EDG_smallSCX_9d_fr13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001068/OR5110722_MA_EDG_smallSCX_9d_fr13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
OR5_110317_EDG_11EDEG004_9d_sSCX_fr31	Homo sapiens	Cell culture	not applicable	not available	1	OR5_110317_EDG_11EDEG004_9d_sSCX_fr31	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	31	1	OR5_110317_EDG_11EDEG004_9d_sSCX_fr31.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001068/OR5_110317_EDG_11EDEG004_9d_sSCX_fr31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
OR5_111013_EDG_11EDEG010_sSCX_fr24	Homo sapiens	Cell culture	not applicable	not available	1	OR5_111013_EDG_11EDEG010_sSCX_fr24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	24	1	OR5_111013_EDG_11EDEG010_sSCX_fr24.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001068/OR5_111013_EDG_11EDEG010_sSCX_fr24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
OR5110722_EDG_smallSCX_3d_fr16	Homo sapiens	Cell culture	not applicable	not available	1	OR5110722_EDG_smallSCX_3d_fr16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	16	1	OR5110722_EDG_smallSCX_3d_fr16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001068/OR5110722_EDG_smallSCX_3d_fr16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
OR5_111013_EDG_11EDEG010_sSCX_fr20_2	Homo sapiens	Cell culture	not applicable	not available	2	OR5_111013_EDG_11EDEG010_sSCX_fr20_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	OR5_111013_EDG_11EDEG010_sSCX_fr20_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001068/OR5_111013_EDG_11EDEG010_sSCX_fr20_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
OR5110722_MA_EDG_smallSCX_9d_fr24	Homo sapiens	Cell culture	not applicable	not available	1	OR5110722_MA_EDG_smallSCX_9d_fr24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	24	1	OR5110722_MA_EDG_smallSCX_9d_fr24.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001068/OR5110722_MA_EDG_smallSCX_9d_fr24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
OR5_110317_EDG_11EDEG004_9d_sSCX_fr29	Homo sapiens	Cell culture	not applicable	not available	1	OR5_110317_EDG_11EDEG004_9d_sSCX_fr29	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	29	1	OR5_110317_EDG_11EDEG004_9d_sSCX_fr29.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001068/OR5_110317_EDG_11EDEG004_9d_sSCX_fr29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
OR5_110317_EDG_11EDEG004_9d_sSCX_fr31b	Homo sapiens	Cell culture	not applicable	not available	1	OR5_110317_EDG_11EDEG004_9d_sSCX_fr31b	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	OR5_110317_EDG_11EDEG004_9d_sSCX_fr31b.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001068/OR5_110317_EDG_11EDEG004_9d_sSCX_fr31b.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
OR5110722_EDG_smallSCX_9d_fr12_3	Homo sapiens	Cell culture	not applicable	not available	3	OR5110722_EDG_smallSCX_9d_fr12_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	OR5110722_EDG_smallSCX_9d_fr12_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001068/OR5110722_EDG_smallSCX_9d_fr12_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
OR5110722_MA_EDG_smallSCX_9d_fr13_2	Homo sapiens	Cell culture	not applicable	not available	2	OR5110722_MA_EDG_smallSCX_9d_fr13_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	OR5110722_MA_EDG_smallSCX_9d_fr13_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001068/OR5110722_MA_EDG_smallSCX_9d_fr13_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
OR5_111013_EDG_11EDEG010_sSCX_fr29	Homo sapiens	Cell culture	not applicable	not available	1	OR5_111013_EDG_11EDEG010_sSCX_fr29	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	29	1	OR5_111013_EDG_11EDEG010_sSCX_fr29.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001068/OR5_111013_EDG_11EDEG010_sSCX_fr29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
OR5_110317_EDG_11EDEG004_9d_sSCX_fr29b	Homo sapiens	Cell culture	not applicable	not available	1	OR5_110317_EDG_11EDEG004_9d_sSCX_fr29b	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	OR5_110317_EDG_11EDEG004_9d_sSCX_fr29b.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001068/OR5_110317_EDG_11EDEG004_9d_sSCX_fr29b.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
OR5110722_EDG_smallSCX_3d_fr24	Homo sapiens	Cell culture	not applicable	not available	1	OR5110722_EDG_smallSCX_3d_fr24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	24	1	OR5110722_EDG_smallSCX_3d_fr24.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001068/OR5110722_EDG_smallSCX_3d_fr24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
OR5110722_EDG_smallSCX_9d_fr23	Homo sapiens	Cell culture	not applicable	not available	1	OR5110722_EDG_smallSCX_9d_fr23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	23	1	OR5110722_EDG_smallSCX_9d_fr23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001068/OR5110722_EDG_smallSCX_9d_fr23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
OR5110722_EDG_smallSCX_3d_fr9_2	Homo sapiens	Cell culture	not applicable	not available	2	OR5110722_EDG_smallSCX_3d_fr9_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	OR5110722_EDG_smallSCX_3d_fr9_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001068/OR5110722_EDG_smallSCX_3d_fr9_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
OR5_110317_EDG_11EDEG004_9d_sSCX_fr19	Homo sapiens	Cell culture	not applicable	not available	1	OR5_110317_EDG_11EDEG004_9d_sSCX_fr19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	19	1	OR5_110317_EDG_11EDEG004_9d_sSCX_fr19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001068/OR5_110317_EDG_11EDEG004_9d_sSCX_fr19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
OR5_110317_EDG_11EDEG004_9d_sSCX_fr30	Homo sapiens	Cell culture	not applicable	not available	1	OR5_110317_EDG_11EDEG004_9d_sSCX_fr30	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	30	1	OR5_110317_EDG_11EDEG004_9d_sSCX_fr30.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001068/OR5_110317_EDG_11EDEG004_9d_sSCX_fr30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
OR5110722_EDG_smallSCX_3d_fr21	Homo sapiens	Cell culture	not applicable	not available	1	OR5110722_EDG_smallSCX_3d_fr21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	21	1	OR5110722_EDG_smallSCX_3d_fr21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001068/OR5110722_EDG_smallSCX_3d_fr21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
OR5_110317_EDG_11EDEG004_9d_sSCX_fr28b	Homo sapiens	Cell culture	not applicable	not available	1	OR5_110317_EDG_11EDEG004_9d_sSCX_fr28b	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	OR5_110317_EDG_11EDEG004_9d_sSCX_fr28b.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001068/OR5_110317_EDG_11EDEG004_9d_sSCX_fr28b.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
OR5_111013_EDG_11EDEG010_sSCX_fr27	Homo sapiens	Cell culture	not applicable	not available	1	OR5_111013_EDG_11EDEG010_sSCX_fr27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	27	1	OR5_111013_EDG_11EDEG010_sSCX_fr27.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001068/OR5_111013_EDG_11EDEG010_sSCX_fr27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
OR5_110317_EDG_11EDEG004_9d_sSCX_fr32b	Homo sapiens	Cell culture	not applicable	not available	1	OR5_110317_EDG_11EDEG004_9d_sSCX_fr32b	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	OR5_110317_EDG_11EDEG004_9d_sSCX_fr32b.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001068/OR5_110317_EDG_11EDEG004_9d_sSCX_fr32b.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
OR5110722_MA_EDG_smallSCX_9d_fr7	Homo sapiens	Cell culture	not applicable	not available	1	OR5110722_MA_EDG_smallSCX_9d_fr7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	7	1	OR5110722_MA_EDG_smallSCX_9d_fr7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001068/OR5110722_MA_EDG_smallSCX_9d_fr7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
OR5110722_EDG_smallSCX_3d_fr10	Homo sapiens	Cell culture	not applicable	not available	1	OR5110722_EDG_smallSCX_3d_fr10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	10	1	OR5110722_EDG_smallSCX_3d_fr10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001068/OR5110722_EDG_smallSCX_3d_fr10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
OR5110722_EDG_smallSCX_3d_fr12	Homo sapiens	Cell culture	not applicable	not available	1	OR5110722_EDG_smallSCX_3d_fr12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	12	1	OR5110722_EDG_smallSCX_3d_fr12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001068/OR5110722_EDG_smallSCX_3d_fr12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
OR5110722_EDG_smallSCX_3d_fr18_2	Homo sapiens	Cell culture	not applicable	not available	2	OR5110722_EDG_smallSCX_3d_fr18_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	OR5110722_EDG_smallSCX_3d_fr18_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001068/OR5110722_EDG_smallSCX_3d_fr18_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
OR5_111013_EDG_11EDEG010_sSCX_fr16	Homo sapiens	Cell culture	not applicable	not available	1	OR5_111013_EDG_11EDEG010_sSCX_fr16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	16	1	OR5_111013_EDG_11EDEG010_sSCX_fr16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001068/OR5_111013_EDG_11EDEG010_sSCX_fr16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
OR5110722_MA_EDG_smallSCX_9d_fr9_2	Homo sapiens	Cell culture	not applicable	not available	2	OR5110722_MA_EDG_smallSCX_9d_fr9_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	OR5110722_MA_EDG_smallSCX_9d_fr9_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001068/OR5110722_MA_EDG_smallSCX_9d_fr9_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
OR5110722_MA_EDG_smallSCX_9d_fr22	Homo sapiens	Cell culture	not applicable	not available	1	OR5110722_MA_EDG_smallSCX_9d_fr22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	22	1	OR5110722_MA_EDG_smallSCX_9d_fr22.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001068/OR5110722_MA_EDG_smallSCX_9d_fr22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
