source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
160112_Exp60_1_1	160112_Exp60_1_1	Clostridia	not available	not applicable	not available	Novel_syntrophic_populations_dominate_an_ammonia-tolerant_methanogenic_microbiome	not available	not available	not available	not available	not available	not available	1	160112_Exp60_1_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	160112_Exp60_1_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
160112_Exp60_1_10	160112_Exp60_1_10	Clostridia	not available	not applicable	not available	Novel_syntrophic_populations_dominate_an_ammonia-tolerant_methanogenic_microbiome	not available	not available	not available	not available	not available	not available	1	160112_Exp60_1_10	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	160112_Exp60_1_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
160112_Exp60_1_11	160112_Exp60_1_11	Clostridia	not available	not applicable	not available	Novel_syntrophic_populations_dominate_an_ammonia-tolerant_methanogenic_microbiome	not available	not available	not available	not available	not available	not available	1	160112_Exp60_1_11	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	160112_Exp60_1_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
160112_Exp60_1_2	160112_Exp60_1_2	Clostridia	not available	not applicable	not available	Novel_syntrophic_populations_dominate_an_ammonia-tolerant_methanogenic_microbiome	not available	not available	not available	not available	not available	not available	1	160112_Exp60_1_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	160112_Exp60_1_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
160112_Exp60_1_3	160112_Exp60_1_3	Clostridia	not available	not applicable	not available	Novel_syntrophic_populations_dominate_an_ammonia-tolerant_methanogenic_microbiome	not available	not available	not available	not available	not available	not available	1	160112_Exp60_1_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	160112_Exp60_1_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
160112_Exp60_1_4	160112_Exp60_1_4	Clostridia	not available	not applicable	not available	Novel_syntrophic_populations_dominate_an_ammonia-tolerant_methanogenic_microbiome	not available	not available	not available	not available	not available	not available	1	160112_Exp60_1_4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	160112_Exp60_1_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
160112_Exp60_1_5	160112_Exp60_1_5	Clostridia	not available	not applicable	not available	Novel_syntrophic_populations_dominate_an_ammonia-tolerant_methanogenic_microbiome	not available	not available	not available	not available	not available	not available	1	160112_Exp60_1_5	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	160112_Exp60_1_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
160112_Exp60_1_6	160112_Exp60_1_6	Clostridia	not available	not applicable	not available	Novel_syntrophic_populations_dominate_an_ammonia-tolerant_methanogenic_microbiome	not available	not available	not available	not available	not available	not available	1	160112_Exp60_1_6	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	160112_Exp60_1_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
160112_Exp60_1_7	160112_Exp60_1_7	Clostridia	not available	not applicable	not available	Novel_syntrophic_populations_dominate_an_ammonia-tolerant_methanogenic_microbiome	not available	not available	not available	not available	not available	not available	1	160112_Exp60_1_7	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	160112_Exp60_1_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
160112_Exp60_1_8	160112_Exp60_1_8	Clostridia	not available	not applicable	not available	Novel_syntrophic_populations_dominate_an_ammonia-tolerant_methanogenic_microbiome	not available	not available	not available	not available	not available	not available	1	160112_Exp60_1_8	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	160112_Exp60_1_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
