source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
171214_NAH_ziploc_40m_1x_seconddigest_2C	171214_NAH_ziploc_40m_1x_seconddigest_2C	Prochlorococcus	sea water	not applicable	not available	Divergence_in_resource_acquisition_strategies_and_drivers_of_Prochlorococcus_and_Synechococcus_abundance_in_the_subtropical_North_Atlantic_Ocean	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	171214_NAH_ziploc_40m_1x_seconddigest_2C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	171214_NAH_ziploc_40m_1x_seconddigest_2C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
171214_NAH_ziploc_40m_1x_seconddigest_3A	171214_NAH_ziploc_40m_1x_seconddigest_3A	Prochlorococcus	sea water	not applicable	not available	Divergence_in_resource_acquisition_strategies_and_drivers_of_Prochlorococcus_and_Synechococcus_abundance_in_the_subtropical_North_Atlantic_Ocean	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	171214_NAH_ziploc_40m_1x_seconddigest_3A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	171214_NAH_ziploc_40m_1x_seconddigest_3A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
171214_NAH_ziploc_40m_1x_seconddigest_4A	171214_NAH_ziploc_40m_1x_seconddigest_4A	Prochlorococcus	sea water	not applicable	not available	Divergence_in_resource_acquisition_strategies_and_drivers_of_Prochlorococcus_and_Synechococcus_abundance_in_the_subtropical_North_Atlantic_Ocean	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	171214_NAH_ziploc_40m_1x_seconddigest_4A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	171214_NAH_ziploc_40m_1x_seconddigest_4A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
171214_NAH_ziploc_40m_1x_seconddigest_5A	171214_NAH_ziploc_40m_1x_seconddigest_5A	Prochlorococcus	sea water	not applicable	not available	Divergence_in_resource_acquisition_strategies_and_drivers_of_Prochlorococcus_and_Synechococcus_abundance_in_the_subtropical_North_Atlantic_Ocean	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	171214_NAH_ziploc_40m_1x_seconddigest_5A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	171214_NAH_ziploc_40m_1x_seconddigest_5A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
171214_NAH_ziploc_40m_1x_seconddigest_5D	171214_NAH_ziploc_40m_1x_seconddigest_5D	Prochlorococcus	sea water	not applicable	not available	Divergence_in_resource_acquisition_strategies_and_drivers_of_Prochlorococcus_and_Synechococcus_abundance_in_the_subtropical_North_Atlantic_Ocean	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	171214_NAH_ziploc_40m_1x_seconddigest_5D	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	171214_NAH_ziploc_40m_1x_seconddigest_5D.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
171214_NAH_ziploc_40m_1x_seconddigest_6B	171214_NAH_ziploc_40m_1x_seconddigest_6B	Prochlorococcus	sea water	not applicable	not available	Divergence_in_resource_acquisition_strategies_and_drivers_of_Prochlorococcus_and_Synechococcus_abundance_in_the_subtropical_North_Atlantic_Ocean	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	171214_NAH_ziploc_40m_1x_seconddigest_6B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	171214_NAH_ziploc_40m_1x_seconddigest_6B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
171214_NAH_ziploc_40m_1x_seconddigest_7B	171214_NAH_ziploc_40m_1x_seconddigest_7B	Prochlorococcus	sea water	not applicable	not available	Divergence_in_resource_acquisition_strategies_and_drivers_of_Prochlorococcus_and_Synechococcus_abundance_in_the_subtropical_North_Atlantic_Ocean	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	171214_NAH_ziploc_40m_1x_seconddigest_7B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	171214_NAH_ziploc_40m_1x_seconddigest_7B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
171216_NAH_ziploc_40m_2C	171216_NAH_ziploc_40m_2C	Prochlorococcus	sea water	not applicable	not available	Divergence_in_resource_acquisition_strategies_and_drivers_of_Prochlorococcus_and_Synechococcus_abundance_in_the_subtropical_North_Atlantic_Ocean	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	171216_NAH_ziploc_40m_2C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	171216_NAH_ziploc_40m_2C.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
171216_NAH_ziploc_40m_3A	171216_NAH_ziploc_40m_3A	Prochlorococcus	sea water	not applicable	not available	Divergence_in_resource_acquisition_strategies_and_drivers_of_Prochlorococcus_and_Synechococcus_abundance_in_the_subtropical_North_Atlantic_Ocean	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	171216_NAH_ziploc_40m_3A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	171216_NAH_ziploc_40m_3A.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
171216_NAH_ziploc_40m_4A	171216_NAH_ziploc_40m_4A	Prochlorococcus	sea water	not applicable	not available	Divergence_in_resource_acquisition_strategies_and_drivers_of_Prochlorococcus_and_Synechococcus_abundance_in_the_subtropical_North_Atlantic_Ocean	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	171216_NAH_ziploc_40m_4A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	171216_NAH_ziploc_40m_4A.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
