source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[dissociation method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[genotype]
PXD077697-sample-1	Arabidopsis thaliana	not available	normal	not available	not available	ga1-13	1	run 1	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=S,T,Y	NT=dHex;AC=UNIMOD:295;MT=Variable;TA=S,T	NT=Hex;AC=UNIMOD:41;MT=Variable;TA=S,T	NT=HexNAc;AC=UNIMOD:43;MT=Variable;TA=S,T	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Data-dependent acquisition;AC=PRIDE:0000627	HCD	CID	ETD	20 NCE;25 NCE;30 NCE;35 NCE	5 ppm	20 ppm	1	1	07122024_LR_AV_RGA_ga1-13_NYC_Acetic_Orca.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	ga1-13
PXD077697-sample-2	Arabidopsis thaliana	not available	normal	not available	not available	ga1-13 cdk8-1	1	run 2	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=S,T,Y	NT=dHex;AC=UNIMOD:295;MT=Variable;TA=S,T	NT=Hex;AC=UNIMOD:41;MT=Variable;TA=S,T	NT=HexNAc;AC=UNIMOD:43;MT=Variable;TA=S,T	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Data-dependent acquisition;AC=PRIDE:0000627	HCD	CID	ETD	20 NCE;25 NCE;30 NCE;35 NCE	5 ppm	20 ppm	1	1	07132024_LR_AV_RGA_ga1-13_cdk8_Paris_Acetic_Orca.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	ga1-13 cdk8-1
PXD077697-sample-3	Arabidopsis thaliana	not available	normal	not available	not available	ga1-13	2	run 3	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=S,T,Y	NT=dHex;AC=UNIMOD:295;MT=Variable;TA=S,T	NT=Hex;AC=UNIMOD:41;MT=Variable;TA=S,T	NT=HexNAc;AC=UNIMOD:43;MT=Variable;TA=S,T	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Data-dependent acquisition;AC=PRIDE:0000627	HCD	CID	ETD	20 NCE;25 NCE;30 NCE;35 NCE	5 ppm	20 ppm	1	1	08162024_LR_AV_ga1-13_rep_Cola_Orca.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	ga1-13
PXD077697-sample-4	Arabidopsis thaliana	not available	normal	not available	not available	ga1-13 cdk8-1	2	run 4	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=S,T,Y	NT=dHex;AC=UNIMOD:295;MT=Variable;TA=S,T	NT=Hex;AC=UNIMOD:41;MT=Variable;TA=S,T	NT=HexNAc;AC=UNIMOD:43;MT=Variable;TA=S,T	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Data-dependent acquisition;AC=PRIDE:0000627	HCD	CID	ETD	20 NCE;25 NCE;30 NCE;35 NCE	5 ppm	20 ppm	1	1	08172024_LR_AV_ga1-13_cdk8_Rep2_Sprite_Orca.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	ga1-13 cdk8-1
PXD077697-sample-5	Arabidopsis thaliana	not available	normal	not available	not available	ga1-13	3	run 5	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=S,T,Y	NT=dHex;AC=UNIMOD:295;MT=Variable;TA=S,T	NT=Hex;AC=UNIMOD:41;MT=Variable;TA=S,T	NT=HexNAc;AC=UNIMOD:43;MT=Variable;TA=S,T	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Data-dependent acquisition;AC=PRIDE:0000627	HCD	CID	ETD	20 NCE;25 NCE;30 NCE;35 NCE	5 ppm	20 ppm	1	1	10172024_LR_AV_RGA_ga1-13_Cow_Acetic_Orca.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	ga1-13
PXD077697-sample-6	Arabidopsis thaliana	not available	normal	not available	not available	ga1-13 cdk8-1	3	run 6	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=S,T,Y	NT=dHex;AC=UNIMOD:295;MT=Variable;TA=S,T	NT=Hex;AC=UNIMOD:41;MT=Variable;TA=S,T	NT=HexNAc;AC=UNIMOD:43;MT=Variable;TA=S,T	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Data-dependent acquisition;AC=PRIDE:0000627	HCD	CID	ETD	20 NCE;25 NCE;30 NCE;35 NCE	5 ppm	20 ppm	1	1	10172024_LR_AV_RGA_ga1-13_cdk8_BlueJay_Acetic_Orca.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	ga1-13 cdk8-1
