source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
st12_040m_CID	st12_040m_CID	marine metagenome	sea water	not applicable	not available	Pacific_Ocean_metaproteomics_METZYME_KM1128	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	st12_040m_CID	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	st12_040m_CID.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
st12_040m_HCD	st12_040m_HCD	marine metagenome	sea water	not applicable	not available	Pacific_Ocean_metaproteomics_METZYME_KM1128	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	st12_040m_HCD	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	st12_040m_HCD.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
st12_120m_CID	st12_120m_CID	marine metagenome	sea water	not applicable	not available	Pacific_Ocean_metaproteomics_METZYME_KM1128	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	st12_120m_CID	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	st12_120m_CID.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
st12_120m_HCD	st12_120m_HCD	marine metagenome	sea water	not applicable	not available	Pacific_Ocean_metaproteomics_METZYME_KM1128	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	st12_120m_HCD	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	st12_120m_HCD.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
st12_300m_CID	st12_300m_CID	marine metagenome	sea water	not applicable	not available	Pacific_Ocean_metaproteomics_METZYME_KM1128	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	st12_300m_CID	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	st12_300m_CID.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
st12_300m_HCD	st12_300m_HCD	marine metagenome	sea water	not applicable	not available	Pacific_Ocean_metaproteomics_METZYME_KM1128	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	st12_300m_HCD	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	st12_300m_HCD.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
st1_050m_CID	st1_050m_CID	marine metagenome	sea water	not applicable	not available	Pacific_Ocean_metaproteomics_METZYME_KM1128	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	st1_050m_CID	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	st1_050m_CID.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
st1_050m_HCD	st1_050m_HCD	marine metagenome	sea water	not applicable	not available	Pacific_Ocean_metaproteomics_METZYME_KM1128	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	st1_050m_HCD	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	st1_050m_HCD.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
st1_090m_CID	st1_090m_CID	marine metagenome	sea water	not applicable	not available	Pacific_Ocean_metaproteomics_METZYME_KM1128	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	st1_090m_CID	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	st1_090m_CID.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
st1_090m_HCD	st1_090m_HCD	marine metagenome	sea water	not applicable	not available	Pacific_Ocean_metaproteomics_METZYME_KM1128	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	st1_090m_HCD	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	st1_090m_HCD.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
st1_120m_CID	st1_120m_CID	marine metagenome	sea water	not applicable	not available	Pacific_Ocean_metaproteomics_METZYME_KM1128	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	st1_120m_CID	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	st1_120m_CID.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
st1_120m_HCD	st1_120m_HCD	marine metagenome	sea water	not applicable	not available	Pacific_Ocean_metaproteomics_METZYME_KM1128	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	st1_120m_HCD	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	st1_120m_HCD.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
st1_200m_CID	st1_200m_CID	marine metagenome	sea water	not applicable	not available	Pacific_Ocean_metaproteomics_METZYME_KM1128	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	st1_200m_CID	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	st1_200m_CID.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
st1_200m_HCD	st1_200m_HCD	marine metagenome	sea water	not applicable	not available	Pacific_Ocean_metaproteomics_METZYME_KM1128	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	st1_200m_HCD	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	st1_200m_HCD.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
st1_300m_CID	st1_300m_CID	marine metagenome	sea water	not applicable	not available	Pacific_Ocean_metaproteomics_METZYME_KM1128	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	st1_300m_CID	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	st1_300m_CID.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
st1_300m_HCD	st1_300m_HCD	marine metagenome	sea water	not applicable	not available	Pacific_Ocean_metaproteomics_METZYME_KM1128	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	st1_300m_HCD	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	st1_300m_HCD.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
st1_400m_CID	st1_400m_CID	marine metagenome	sea water	not applicable	not available	Pacific_Ocean_metaproteomics_METZYME_KM1128	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	st1_400m_CID	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	st1_400m_CID.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
st1_400m_HCD	st1_400m_HCD	marine metagenome	sea water	not applicable	not available	Pacific_Ocean_metaproteomics_METZYME_KM1128	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	st1_400m_HCD	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	st1_400m_HCD.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
st1_600m_CID	st1_600m_CID	marine metagenome	sea water	not applicable	not available	Pacific_Ocean_metaproteomics_METZYME_KM1128	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	st1_600m_CID	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	st1_600m_CID.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
