source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[sdrf template]
E_Coli_Hydrogel_mou_2_01	Escherichia coli	not available	not available	2	not available	E_Coli_Hydrogel_mou_2_01	proteomic profiling by mass spectrometry	1	E_Coli_Hydrogel_mou_2_01.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.35 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
EColi_PDMS_1-5_1_02	Escherichia coli	not available	not available	1	not available	EColi_PDMS_1-5_1_02	proteomic profiling by mass spectrometry	1	EColi_PDMS_1-5_1_02.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.35 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
EColi_PDMS_1-5_3_01	Escherichia coli	not available	not available	3	not available	EColi_PDMS_1-5_3_01	proteomic profiling by mass spectrometry	1	EColi_PDMS_1-5_3_01.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.35 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
EColi_PDMS_1-80_5_01	Escherichia coli	not available	not available	5	not available	EColi_PDMS_1-80_5_01	proteomic profiling by mass spectrometry	1	EColi_PDMS_1-80_5_01.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.35 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
EColi_PDMS_1-5_4_01	Escherichia coli	not available	not available	4	not available	EColi_PDMS_1-5_4_01	proteomic profiling by mass spectrometry	1	EColi_PDMS_1-5_4_01.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.35 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
E_Coli_Hydrogel_dur_1_01	Escherichia coli	not available	not available	1	not available	E_Coli_Hydrogel_dur_1_01	proteomic profiling by mass spectrometry	1	E_Coli_Hydrogel_dur_1_01.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.35 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
EColi_PDMS_1-80_2_01	Escherichia coli	not available	not available	2	not available	EColi_PDMS_1-80_2_01	proteomic profiling by mass spectrometry	1	EColi_PDMS_1-80_2_01.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.35 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
E_Coli_Hydrogel_mou_1_01	Escherichia coli	not available	not available	1	not available	E_Coli_Hydrogel_mou_1_01	proteomic profiling by mass spectrometry	1	E_Coli_Hydrogel_mou_1_01.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.35 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
EColi_PDMS_1-5_5_01	Escherichia coli	not available	not available	5	not available	EColi_PDMS_1-5_5_01	proteomic profiling by mass spectrometry	1	EColi_PDMS_1-5_5_01.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.35 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
EColi_PDMS_1-80_4_01	Escherichia coli	not available	not available	4	not available	EColi_PDMS_1-80_4_01	proteomic profiling by mass spectrometry	1	EColi_PDMS_1-80_4_01.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.35 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
