source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
FL20190914_26_CM20-5	Escherichia coli	not available	1	FL20190914_26_CM20-5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	FL20190914_26_CM20-5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
FL20190914_33_CM21-3	Escherichia coli	not available	1	FL20190914_33_CM21-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	FL20190914_33_CM21-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
FL20190914_36_CM21-5	Escherichia coli	not available	1	FL20190914_36_CM21-5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	FL20190914_36_CM21-5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
FL20190914_22_CM20-2	Escherichia coli	not available	1	FL20190914_22_CM20-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	FL20190914_22_CM20-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
FL20190914_27_CM20-6	Escherichia coli	not available	1	FL20190914_27_CM20-6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	FL20190914_27_CM20-6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
FL20190914_31_CM21-1	Escherichia coli	not available	1	FL20190914_31_CM21-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	FL20190914_31_CM21-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
FL20190914_38_CM21-7	Escherichia coli	not available	1	FL20190914_38_CM21-7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	FL20190914_38_CM21-7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
FL20190914_29_CM20-8	Escherichia coli	not available	1	FL20190914_29_CM20-8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	FL20190914_29_CM20-8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
FL20190914_34_CM21-4	Escherichia coli	not available	1	FL20190914_34_CM21-4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	FL20190914_34_CM21-4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
FL20190914_23_CM20-3	Escherichia coli	not available	1	FL20190914_23_CM20-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	FL20190914_23_CM20-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
