source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fractionation method]	comment[reduction reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20130514_QE2_UPLC2_CHS_SA_HDAC6wt_Tubacin_KO_4	homo sapiens	not available	not applicable	not available	antibody enrichment	4	20130514_QE2_UPLC2_CHS_SA_HDAC6wt_Tubacin_KO_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20130514_QE2_UPLC2_CHS_SA_HDAC6wt_Tubacin_KO_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20130514_QE2_UPLC2_CHS_SA_HDAC6wt_Tubacin_KO_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120323_QE4_CHS_QC_SA_SAHA_04	homo sapiens	not available	not applicable	not available	antibody enrichment	4	20120323_QE4_CHS_QC_SA_SAHA_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120323_QE4_CHS_QC_SA_SAHA_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120323_QE4_CHS_QC_SA_SAHA_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120419_QE4_CHS_SA_NaButyrate_01	homo sapiens	not available	not applicable	not available	antibody enrichment	1	20120419_QE4_CHS_SA_NaButyrate_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120419_QE4_CHS_SA_NaButyrate_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120419_QE4_CHS_SA_NaButyrate_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20130731_QE2_UPLC3_CHS_SA_HDAC6_Bufexamac_KO_01	homo sapiens	not available	not applicable	not available	antibody enrichment	1	20130731_QE2_UPLC3_CHS_SA_HDAC6_Bufexamac_KO_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20130731_QE2_UPLC3_CHS_SA_HDAC6_Bufexamac_KO_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20130731_QE2_UPLC3_CHS_SA_HDAC6_Bufexamac_KO_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120216_QE2_CHS_Hela_NAM_1	homo sapiens	not available	not applicable	not available	antibody enrichment	1	20120216_QE2_CHS_Hela_NAM_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120216_QE2_CHS_Hela_NAM_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120216_QE2_CHS_Hela_NAM_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20110103_VELOS3_BTW_SA_MV4-11_NA_AcK_SCX_pH65	homo sapiens	not available	not applicable	not available	antibody enrichment	1	20110103_VELOS3_BTW_SA_MV4-11_NA_AcK_SCX_pH65	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20110103_VELOS3_BTW_SA_MV4-11_NA_AcK_SCX_pH65.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20110103_VELOS3_BTW_SA_MV4-11_NA_AcK_SCX_pH65.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20110103_VELOS3_BTW_SA_MV4-11_NA_AcK_SCX_pH70	homo sapiens	not available	not applicable	not available	antibody enrichment	1	20110103_VELOS3_BTW_SA_MV4-11_NA_AcK_SCX_pH70	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20110103_VELOS3_BTW_SA_MV4-11_NA_AcK_SCX_pH70.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20110103_VELOS3_BTW_SA_MV4-11_NA_AcK_SCX_pH70.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20101209_Velos2_PB_SA_MV4-11_NA_ACKIP_OFFGEL_10	homo sapiens	not available	not applicable	not available	antibody enrichment	10	20101209_Velos2_PB_SA_MV4-11_NA_ACKIP_OFFGEL_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20101209_Velos2_PB_SA_MV4-11_NA_ACKIP_OFFGEL_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20101209_Velos2_PB_SA_MV4-11_NA_ACKIP_OFFGEL_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120419_QE4_CHS_SA_NaButyrate_04	homo sapiens	not available	not applicable	not available	antibody enrichment	4	20120419_QE4_CHS_SA_NaButyrate_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120419_QE4_CHS_SA_NaButyrate_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120419_QE4_CHS_SA_NaButyrate_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20131126_QE4_UPLC3_CHS_SA_SIRT6NAMKO_04	homo sapiens	not available	not applicable	not available	antibody enrichment	4	20131126_QE4_UPLC3_CHS_SA_SIRT6NAMKO_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20131126_QE4_UPLC3_CHS_SA_SIRT6NAMKO_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20131126_QE4_UPLC3_CHS_SA_SIRT6NAMKO_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120703_QE6_LC4_CHS_Bufexamaclow_proteome_04	homo sapiens	not available	not applicable	not available	antibody enrichment	4	20120703_QE6_LC4_CHS_Bufexamaclow_proteome_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120703_QE6_LC4_CHS_Bufexamaclow_proteome_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120703_QE6_LC4_CHS_Bufexamaclow_proteome_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20140723_QE2_UPLC2_CHS_SA_ACK_Hela_EX527_200nm_04	homo sapiens	not available	not applicable	not available	antibody enrichment	4	20140723_QE2_UPLC2_CHS_SA_ACK_Hela_EX527_200nm_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20140723_QE2_UPLC2_CHS_SA_ACK_Hela_EX527_200nm_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20140723_QE2_UPLC2_CHS_SA_ACK_Hela_EX527_200nm_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120628_QE3_LC1_CHS_tubacinreproack_03	homo sapiens	not available	not applicable	not available	antibody enrichment	3	20120628_QE3_LC1_CHS_tubacinreproack_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120628_QE3_LC1_CHS_tubacinreproack_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120628_QE3_LC1_CHS_tubacinreproack_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20130613_QE2_UPLC2_CHS_SA_SIRT2_Sirtinol_KO_3	homo sapiens	not available	not applicable	not available	antibody enrichment	3	20130613_QE2_UPLC2_CHS_SA_SIRT2_Sirtinol_KO_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20130613_QE2_UPLC2_CHS_SA_SIRT2_Sirtinol_KO_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20130613_QE2_UPLC2_CHS_SA_SIRT2_Sirtinol_KO_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120525_QE3_LC2_CHS_SA_NaButacet3rd_04	homo sapiens	not available	not applicable	not available	antibody enrichment	4	20120525_QE3_LC2_CHS_SA_NaButacet3rd_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120525_QE3_LC2_CHS_SA_NaButacet3rd_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120525_QE3_LC2_CHS_SA_NaButacet3rd_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120131_QE6_CHS_SA_NAM_01	homo sapiens	not available	not applicable	not available	antibody enrichment	1	20120131_QE6_CHS_SA_NAM_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120131_QE6_CHS_SA_NAM_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120131_QE6_CHS_SA_NAM_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120316_QE6_CHS_SA_Apicidin_04	homo sapiens	not available	not applicable	not available	antibody enrichment	4	20120316_QE6_CHS_SA_Apicidin_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120316_QE6_CHS_SA_Apicidin_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120316_QE6_CHS_SA_Apicidin_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120216_QE2_CHS_Hela_MGCD_4	homo sapiens	not available	not applicable	not available	antibody enrichment	4	20120216_QE2_CHS_Hela_MGCD_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120216_QE2_CHS_Hela_MGCD_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120216_QE2_CHS_Hela_MGCD_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20101209_Velos2_PB_SA_MV4-11_NA_ACKIP_OFFGEL_07	homo sapiens	not available	not applicable	not available	antibody enrichment	7	20101209_Velos2_PB_SA_MV4-11_NA_ACKIP_OFFGEL_07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20101209_Velos2_PB_SA_MV4-11_NA_ACKIP_OFFGEL_07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20101209_Velos2_PB_SA_MV4-11_NA_ACKIP_OFFGEL_07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20101209_Velos2_PB_SA_MV4-11_NA_ACKIP_OFFGEL_03	homo sapiens	not available	not applicable	not available	antibody enrichment	3	20101209_Velos2_PB_SA_MV4-11_NA_ACKIP_OFFGEL_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20101209_Velos2_PB_SA_MV4-11_NA_ACKIP_OFFGEL_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20101209_Velos2_PB_SA_MV4-11_NA_ACKIP_OFFGEL_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120510_QE2_LC4_CHS_SA_Tubacin03_120512115705	homo sapiens	not available	not applicable	not available	antibody enrichment	1	20120510_QE2_LC4_CHS_SA_Tubacin03_120512115705	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120510_QE2_LC4_CHS_SA_Tubacin03_120512115705.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120510_QE2_LC4_CHS_SA_Tubacin03_120512115705.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120330_QE3_CHS_SA_MS275_04	homo sapiens	not available	not applicable	not available	antibody enrichment	4	20120330_QE3_CHS_SA_MS275_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120330_QE3_CHS_SA_MS275_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120330_QE3_CHS_SA_MS275_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120322_QE3_CHS_SA_Valproate_03	homo sapiens	not available	not applicable	not available	antibody enrichment	3	20120322_QE3_CHS_SA_Valproate_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120322_QE3_CHS_SA_Valproate_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120322_QE3_CHS_SA_Valproate_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120628_QE3_LC1_CHS_tubacinreproack_01	homo sapiens	not available	not applicable	not available	antibody enrichment	1	20120628_QE3_LC1_CHS_tubacinreproack_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120628_QE3_LC1_CHS_tubacinreproack_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120628_QE3_LC1_CHS_tubacinreproack_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120316_QE6_CHS_SA_CI994_01	homo sapiens	not available	not applicable	not available	antibody enrichment	1	20120316_QE6_CHS_SA_CI994_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120316_QE6_CHS_SA_CI994_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120316_QE6_CHS_SA_CI994_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
