source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[developmental stage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
PRIDE_Exp_Complete_Ac_25422.pride	zea mays	serum	not applicable	not available	enrichment of phosphorylated protein	4 weeks	1	PRIDE_Exp_Complete_Ac_25422.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	PRIDE_Exp_Complete_Ac_25422.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_25422.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	serum
PRIDE_Exp_Complete_Ac_25676.pride	zea mays	serum	not applicable	not available	enrichment of phosphorylated protein	4 weeks	1	PRIDE_Exp_Complete_Ac_25676.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	PRIDE_Exp_Complete_Ac_25676.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_25676.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	serum
PRIDE_Exp_Complete_Ac_25262.pride	zea mays	serum	not applicable	not available	enrichment of phosphorylated protein	4 weeks	1	PRIDE_Exp_Complete_Ac_25262.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	PRIDE_Exp_Complete_Ac_25262.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_25262.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	serum
PRIDE_Exp_Complete_Ac_26135.pride	zea mays	serum	not applicable	not available	enrichment of phosphorylated protein	4 weeks	1	PRIDE_Exp_Complete_Ac_26135.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	PRIDE_Exp_Complete_Ac_26135.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_26135.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	serum
PRIDE_Exp_Complete_Ac_26246.pride	zea mays	serum	not applicable	not available	enrichment of phosphorylated protein	4 weeks	1	PRIDE_Exp_Complete_Ac_26246.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	PRIDE_Exp_Complete_Ac_26246.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_26246.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	serum
PRIDE_Exp_Complete_Ac_25455.pride	zea mays	serum	not applicable	not available	enrichment of phosphorylated protein	4 weeks	1	PRIDE_Exp_Complete_Ac_25455.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	PRIDE_Exp_Complete_Ac_25455.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_25455.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	serum
PRIDE_Exp_Complete_Ac_25015.pride	zea mays	serum	not applicable	not available	enrichment of phosphorylated protein	4 weeks	1	PRIDE_Exp_Complete_Ac_25015.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	PRIDE_Exp_Complete_Ac_25015.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_25015.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	serum
PRIDE_Exp_Complete_Ac_25241.pride	zea mays	serum	not applicable	not available	enrichment of phosphorylated protein	4 weeks	1	PRIDE_Exp_Complete_Ac_25241.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	PRIDE_Exp_Complete_Ac_25241.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_25241.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	serum
PRIDE_Exp_Complete_Ac_26412.pride	zea mays	serum	not applicable	not available	enrichment of phosphorylated protein	4 weeks	1	PRIDE_Exp_Complete_Ac_26412.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	PRIDE_Exp_Complete_Ac_26412.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_26412.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	serum
PRIDE_Exp_Complete_Ac_26020.pride	zea mays	serum	not applicable	not available	enrichment of phosphorylated protein	4 weeks	1	PRIDE_Exp_Complete_Ac_26020.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	PRIDE_Exp_Complete_Ac_26020.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_26020.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	serum
PRIDE_Exp_Complete_Ac_24934.pride	zea mays	serum	not applicable	not available	enrichment of phosphorylated protein	4 weeks	1	PRIDE_Exp_Complete_Ac_24934.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	PRIDE_Exp_Complete_Ac_24934.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_24934.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	serum
PRIDE_Exp_Complete_Ac_26114.pride	zea mays	serum	not applicable	not available	enrichment of phosphorylated protein	4 weeks	1	PRIDE_Exp_Complete_Ac_26114.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	PRIDE_Exp_Complete_Ac_26114.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_26114.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	serum
PRIDE_Exp_Complete_Ac_26067.pride	zea mays	serum	not applicable	not available	enrichment of phosphorylated protein	4 weeks	1	PRIDE_Exp_Complete_Ac_26067.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	PRIDE_Exp_Complete_Ac_26067.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_26067.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	serum
PRIDE_Exp_Complete_Ac_25529.pride	zea mays	serum	not applicable	not available	enrichment of phosphorylated protein	4 weeks	1	PRIDE_Exp_Complete_Ac_25529.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	PRIDE_Exp_Complete_Ac_25529.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_25529.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	serum
PRIDE_Exp_Complete_Ac_25058.pride	zea mays	serum	not applicable	not available	enrichment of phosphorylated protein	4 weeks	1	PRIDE_Exp_Complete_Ac_25058.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	PRIDE_Exp_Complete_Ac_25058.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_25058.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	serum
PRIDE_Exp_Complete_Ac_24925.pride	zea mays	serum	not applicable	not available	enrichment of phosphorylated protein	4 weeks	1	PRIDE_Exp_Complete_Ac_24925.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	PRIDE_Exp_Complete_Ac_24925.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_24925.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	serum
PRIDE_Exp_Complete_Ac_26244.pride	zea mays	serum	not applicable	not available	enrichment of phosphorylated protein	4 weeks	1	PRIDE_Exp_Complete_Ac_26244.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	PRIDE_Exp_Complete_Ac_26244.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_26244.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	serum
PRIDE_Exp_Complete_Ac_26495.pride	zea mays	serum	not applicable	not available	enrichment of phosphorylated protein	4 weeks	1	PRIDE_Exp_Complete_Ac_26495.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	PRIDE_Exp_Complete_Ac_26495.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_26495.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	serum
PRIDE_Exp_Complete_Ac_25714.pride	zea mays	serum	not applicable	not available	enrichment of phosphorylated protein	4 weeks	1	PRIDE_Exp_Complete_Ac_25714.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	PRIDE_Exp_Complete_Ac_25714.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_25714.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	serum
PRIDE_Exp_Complete_Ac_25756.pride	zea mays	serum	not applicable	not available	enrichment of phosphorylated protein	4 weeks	1	PRIDE_Exp_Complete_Ac_25756.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	PRIDE_Exp_Complete_Ac_25756.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_25756.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	serum
PRIDE_Exp_Complete_Ac_24972.pride	zea mays	serum	not applicable	not available	enrichment of phosphorylated protein	4 weeks	1	PRIDE_Exp_Complete_Ac_24972.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	PRIDE_Exp_Complete_Ac_24972.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_24972.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	serum
PRIDE_Exp_Complete_Ac_26036.pride	zea mays	serum	not applicable	not available	enrichment of phosphorylated protein	4 weeks	1	PRIDE_Exp_Complete_Ac_26036.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	PRIDE_Exp_Complete_Ac_26036.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_26036.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	serum
PRIDE_Exp_Complete_Ac_25784.pride	zea mays	serum	not applicable	not available	enrichment of phosphorylated protein	4 weeks	1	PRIDE_Exp_Complete_Ac_25784.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	PRIDE_Exp_Complete_Ac_25784.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_25784.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	serum
PRIDE_Exp_Complete_Ac_26050.pride	zea mays	serum	not applicable	not available	enrichment of phosphorylated protein	4 weeks	1	PRIDE_Exp_Complete_Ac_26050.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	PRIDE_Exp_Complete_Ac_26050.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_26050.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	serum
PRIDE_Exp_Complete_Ac_25194.pride	zea mays	serum	not applicable	not available	enrichment of phosphorylated protein	4 weeks	1	PRIDE_Exp_Complete_Ac_25194.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	PRIDE_Exp_Complete_Ac_25194.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_25194.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	serum
