source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
40042_e07254_MB013_tAlaMistrans_01_7A_20220312_2ul	Saccharomyces cerevisiae	not available	not available	1	40042_e07254_MB013_tAlaMistrans_01_7A_20220312_2ul	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	40042_e07254_MB013_tAlaMistrans_01_7A_20220312_2ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
40043_e07255_MB013_tAlaMistrans_02_7B_20220312_2ul	Saccharomyces cerevisiae	not available	not available	1	40043_e07255_MB013_tAlaMistrans_02_7B_20220312_2ul	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	40043_e07255_MB013_tAlaMistrans_02_7B_20220312_2ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
40046_e07256_MB013_tAlaMistrans_03_7C_20220312_2ul	Saccharomyces cerevisiae	not available	not available	1	40046_e07256_MB013_tAlaMistrans_03_7C_20220312_2ul	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	40046_e07256_MB013_tAlaMistrans_03_7C_20220312_2ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
40047_e07257_MB013_tAlaMistrans_04_7D_20220312_2ul	Saccharomyces cerevisiae	not available	not available	1	40047_e07257_MB013_tAlaMistrans_04_7D_20220312_2ul	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	40047_e07257_MB013_tAlaMistrans_04_7D_20220312_2ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
40051_e07260_MB013_tAlaMistrans_06_9B_20220312_2ul	Saccharomyces cerevisiae	not available	not available	1	40051_e07260_MB013_tAlaMistrans_06_9B_20220312_2ul	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	40051_e07260_MB013_tAlaMistrans_06_9B_20220312_2ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
40055_e07262_MB013_tAlaMistrans_08_9D_20220312_2ul	Saccharomyces cerevisiae	not available	not available	1	40055_e07262_MB013_tAlaMistrans_08_9D_20220312_2ul	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	40055_e07262_MB013_tAlaMistrans_08_9D_20220312_2ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
40056_e07264_MB013_tAlaMistrans_09_10A_20220312_2ul	Saccharomyces cerevisiae	not available	not available	1	40056_e07264_MB013_tAlaMistrans_09_10A_20220312_2ul	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	40056_e07264_MB013_tAlaMistrans_09_10A_20220312_2ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
40057_e07265_MB013_tAlaMistrans_10_10B_20220312_2ul	Saccharomyces cerevisiae	not available	not available	1	40057_e07265_MB013_tAlaMistrans_10_10B_20220312_2ul	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	40057_e07265_MB013_tAlaMistrans_10_10B_20220312_2ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
40060_e07267_MB013_tAlaMistrans_12_10D_20220312_2ul	Saccharomyces cerevisiae	not available	not available	1	40060_e07267_MB013_tAlaMistrans_12_10D_20220312_2ul	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	40060_e07267_MB013_tAlaMistrans_12_10D_20220312_2ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
40061_e07269_MB013_tAlaMistrans_13_11A_20220312_2ul	Saccharomyces cerevisiae	not available	not available	1	40061_e07269_MB013_tAlaMistrans_13_11A_20220312_2ul	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	40061_e07269_MB013_tAlaMistrans_13_11A_20220312_2ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
