source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
21Apr2016_ES_YC_rapidIT_dynex_30s	Saccharomyces cerevisiae	not available	not available	1	21Apr2016_ES_YC_rapidIT_dynex_30s	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	21Apr2016_ES_YC_rapidIT_dynex_30s.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
21Apr2016_ES_YC_rapidIT_dynex_5s	Saccharomyces cerevisiae	not available	not available	1	21Apr2016_ES_YC_rapidIT_dynex_5s	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	21Apr2016_ES_YC_rapidIT_dynex_5s.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
21Apr2016_ES_YC_turbo_dynex_15s	Saccharomyces cerevisiae	not available	not available	1	21Apr2016_ES_YC_turbo_dynex_15s	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	21Apr2016_ES_YC_turbo_dynex_15s.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
21Apr2016_ES_YC_turbo_dynex_30s	Saccharomyces cerevisiae	not available	not available	1	21Apr2016_ES_YC_turbo_dynex_30s	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	21Apr2016_ES_YC_turbo_dynex_30s.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
21Apr2016_ES_YC_turbo_dynex_5s	Saccharomyces cerevisiae	not available	not available	1	21Apr2016_ES_YC_turbo_dynex_5s	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	21Apr2016_ES_YC_turbo_dynex_5s.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
2Nov2015_ES_1p7um_30cm_IT_rapid	Saccharomyces cerevisiae	not available	not available	1	2Nov2015_ES_1p7um_30cm_IT_rapid	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	2Nov2015_ES_1p7um_30cm_IT_rapid.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
2Nov2015_ES_1p7um_30cm_IT_turbo	Saccharomyces cerevisiae	not available	not available	1	2Nov2015_ES_1p7um_30cm_IT_turbo	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	2Nov2015_ES_1p7um_30cm_IT_turbo.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
2Nov2015_ES_1p7um_30cm_OT_15K	Saccharomyces cerevisiae	not available	not available	1	2Nov2015_ES_1p7um_30cm_OT_15K	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	2Nov2015_ES_1p7um_30cm_OT_15K.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
2Nov2015_ES_1p7um_30cm_OT_30K	Saccharomyces cerevisiae	not available	not available	1	2Nov2015_ES_1p7um_30cm_OT_30K	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	2Nov2015_ES_1p7um_30cm_OT_30K.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
2Nov2015_ES_1p7um_30cm_OT_60K	Saccharomyces cerevisiae	not available	not available	1	2Nov2015_ES_1p7um_30cm_OT_60K	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	2Nov2015_ES_1p7um_30cm_OT_60K.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
3Nov2015_ES_1p7um_10cm_IT_rapid	Saccharomyces cerevisiae	not available	not available	1	3Nov2015_ES_1p7um_10cm_IT_rapid	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	3Nov2015_ES_1p7um_10cm_IT_rapid.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
3Nov2015_ES_1p7um_10cm_IT_turbo	Saccharomyces cerevisiae	not available	not available	1	3Nov2015_ES_1p7um_10cm_IT_turbo	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	3Nov2015_ES_1p7um_10cm_IT_turbo.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
3Nov2015_ES_1p7um_10cm_OT_15K	Saccharomyces cerevisiae	not available	not available	1	3Nov2015_ES_1p7um_10cm_OT_15K	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	3Nov2015_ES_1p7um_10cm_OT_15K.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
3Nov2015_ES_1p7um_10cm_OT_30K	Saccharomyces cerevisiae	not available	not available	1	3Nov2015_ES_1p7um_10cm_OT_30K	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	3Nov2015_ES_1p7um_10cm_OT_30K.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
3Nov2015_ES_1p7um_10cm_OT_60K	Saccharomyces cerevisiae	not available	not available	1	3Nov2015_ES_1p7um_10cm_OT_60K	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	3Nov2015_ES_1p7um_10cm_OT_60K.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
3Nov2015_ES_3p5um_20cm_IT_rapid	Saccharomyces cerevisiae	not available	not available	1	3Nov2015_ES_3p5um_20cm_IT_rapid	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	3Nov2015_ES_3p5um_20cm_IT_rapid.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
3Nov2015_ES_3p5um_20cm_IT_turbo	Saccharomyces cerevisiae	not available	not available	1	3Nov2015_ES_3p5um_20cm_IT_turbo	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	3Nov2015_ES_3p5um_20cm_IT_turbo.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
3Nov2015_ES_3p5um_20cm_OT_15K	Saccharomyces cerevisiae	not available	not available	1	3Nov2015_ES_3p5um_20cm_OT_15K	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	3Nov2015_ES_3p5um_20cm_OT_15K.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
3Nov2015_ES_3p5um_20cm_OT_30K	Saccharomyces cerevisiae	not available	not available	1	3Nov2015_ES_3p5um_20cm_OT_30K	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	3Nov2015_ES_3p5um_20cm_OT_30K.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
3Nov2015_ES_3p5um_20cm_OT_60K	Saccharomyces cerevisiae	not available	not available	1	3Nov2015_ES_3p5um_20cm_OT_60K	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	3Nov2015_ES_3p5um_20cm_OT_60K.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
4Nov2015_ES_5um_10cm_IT_rapid	Saccharomyces cerevisiae	not available	not available	1	4Nov2015_ES_5um_10cm_IT_rapid	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	4Nov2015_ES_5um_10cm_IT_rapid.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
4Nov2015_ES_5um_10cm_IT_turbo	Saccharomyces cerevisiae	not available	not available	1	4Nov2015_ES_5um_10cm_IT_turbo	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	4Nov2015_ES_5um_10cm_IT_turbo.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
4Nov2015_ES_5um_10cm_OT_15K	Saccharomyces cerevisiae	not available	not available	1	4Nov2015_ES_5um_10cm_OT_15K	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	4Nov2015_ES_5um_10cm_OT_15K.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
4Nov2015_ES_5um_10cm_OT_30K	Saccharomyces cerevisiae	not available	not available	1	4Nov2015_ES_5um_10cm_OT_30K	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	4Nov2015_ES_5um_10cm_OT_30K.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
4Nov2015_ES_5um_10cm_OT_60K	Saccharomyces cerevisiae	not available	not available	1	4Nov2015_ES_5um_10cm_OT_60K	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	1	1	4Nov2015_ES_5um_10cm_OT_60K.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
