source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[cell type]	characteristics[biological replicate]	material type	characteristics[developmental stage]	characteristics[strain or breed]	assay name	technology type	comment[sdrf version]	comment[sdrf template]	comment[proteomics data acquisition method]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[file uri]	comment[data file]
IPX0001289001-Sample 100	homo sapiens	stomach	stomach carcinoma	not available	not available	not available	1	tissue	not available	not available	run 596	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	https://download.iprox.cn/IPX0001289000/IPX0001289001/Exp017010_84396_Human_Gastric_Cancer_24T_sRP_25per_F2.raw	Exp017010_84396_Human_Gastric_Cancer_24T_sRP_25per_F2.raw
IPX0001289001-Sample 100	homo sapiens	stomach	stomach carcinoma	not available	not available	not available	1	tissue	not available	not available	run 597	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	https://download.iprox.cn/IPX0001289000/IPX0001289001/Exp017010_84396_Human_Gastric_Cancer_24T_sRP_25per_F3.raw	Exp017010_84396_Human_Gastric_Cancer_24T_sRP_25per_F3.raw
IPX0001289001-Sample 100	homo sapiens	stomach	stomach carcinoma	not available	not available	not available	1	tissue	not available	not available	run 598	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	4	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	https://download.iprox.cn/IPX0001289000/IPX0001289001/Exp017010_84396_Human_Gastric_Cancer_24T_sRP_25per_F4.raw	Exp017010_84396_Human_Gastric_Cancer_24T_sRP_25per_F4.raw
IPX0001289001-Sample 100	homo sapiens	stomach	stomach carcinoma	not available	not available	not available	1	tissue	not available	not available	run 599	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	5	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	https://download.iprox.cn/IPX0001289000/IPX0001289001/Exp017010_84396_Human_Gastric_Cancer_24T_sRP_25per_F5.raw	Exp017010_84396_Human_Gastric_Cancer_24T_sRP_25per_F5.raw
IPX0001289001-Sample 100	homo sapiens	stomach	stomach carcinoma	not available	not available	not available	1	tissue	not available	not available	run 600	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	6	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	https://download.iprox.cn/IPX0001289000/IPX0001289001/Exp017010_84396_Human_Gastric_Cancer_24T_sRP_25per_F6.raw	Exp017010_84396_Human_Gastric_Cancer_24T_sRP_25per_F6.raw
IPX0001289001-Sample 101	homo sapiens	stomach	stomach carcinoma	not available	not available	not available	1	tissue	not available	not available	run 601	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	https://download.iprox.cn/IPX0001289000/IPX0001289001/Exp017011_84397_Human_Gastric_Cancer_24P_sRP_25per_F1.raw	Exp017011_84397_Human_Gastric_Cancer_24P_sRP_25per_F1.raw
IPX0001289001-Sample 101	homo sapiens	stomach	stomach carcinoma	not available	not available	not available	1	tissue	not available	not available	run 602	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	https://download.iprox.cn/IPX0001289000/IPX0001289001/Exp017011_84397_Human_Gastric_Cancer_24P_sRP_25per_F2.raw	Exp017011_84397_Human_Gastric_Cancer_24P_sRP_25per_F2.raw
IPX0001289001-Sample 101	homo sapiens	stomach	stomach carcinoma	not available	not available	not available	1	tissue	not available	not available	run 603	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	https://download.iprox.cn/IPX0001289000/IPX0001289001/Exp017011_84397_Human_Gastric_Cancer_24P_sRP_25per_F3.raw	Exp017011_84397_Human_Gastric_Cancer_24P_sRP_25per_F3.raw
IPX0001289001-Sample 101	homo sapiens	stomach	stomach carcinoma	not available	not available	not available	1	tissue	not available	not available	run 604	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	4	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	https://download.iprox.cn/IPX0001289000/IPX0001289001/Exp017011_84397_Human_Gastric_Cancer_24P_sRP_25per_F4.raw	Exp017011_84397_Human_Gastric_Cancer_24P_sRP_25per_F4.raw
IPX0001289001-Sample 101	homo sapiens	stomach	stomach carcinoma	not available	not available	not available	1	tissue	not available	not available	run 605	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	5	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	https://download.iprox.cn/IPX0001289000/IPX0001289001/Exp017011_84397_Human_Gastric_Cancer_24P_sRP_25per_F5.raw	Exp017011_84397_Human_Gastric_Cancer_24P_sRP_25per_F5.raw
IPX0001289001-Sample 101	homo sapiens	stomach	stomach carcinoma	not available	not available	not available	1	tissue	not available	not available	run 606	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	6	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	https://download.iprox.cn/IPX0001289000/IPX0001289001/Exp017011_84397_Human_Gastric_Cancer_24P_sRP_25per_F6.raw	Exp017011_84397_Human_Gastric_Cancer_24P_sRP_25per_F6.raw
IPX0001289001-Sample 102	homo sapiens	stomach	stomach carcinoma	not available	not available	not available	1	tissue	not available	not available	run 607	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	https://download.iprox.cn/IPX0001289000/IPX0001289001/Exp017014_84435_Human_Gastric_Cancer_27T_sRP_25per_F1.raw	Exp017014_84435_Human_Gastric_Cancer_27T_sRP_25per_F1.raw
IPX0001289001-Sample 102	homo sapiens	stomach	stomach carcinoma	not available	not available	not available	1	tissue	not available	not available	run 608	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	https://download.iprox.cn/IPX0001289000/IPX0001289001/Exp017014_84435_Human_Gastric_Cancer_27T_sRP_25per_F2.raw	Exp017014_84435_Human_Gastric_Cancer_27T_sRP_25per_F2.raw
IPX0001289001-Sample 102	homo sapiens	stomach	stomach carcinoma	not available	not available	not available	1	tissue	not available	not available	run 609	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	https://download.iprox.cn/IPX0001289000/IPX0001289001/Exp017014_84435_Human_Gastric_Cancer_27T_sRP_25per_F3.raw	Exp017014_84435_Human_Gastric_Cancer_27T_sRP_25per_F3.raw
IPX0001289001-Sample 102	homo sapiens	stomach	stomach carcinoma	not available	not available	not available	1	tissue	not available	not available	run 610	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	4	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	https://download.iprox.cn/IPX0001289000/IPX0001289001/Exp017014_84435_Human_Gastric_Cancer_27T_sRP_25per_F4.raw	Exp017014_84435_Human_Gastric_Cancer_27T_sRP_25per_F4.raw
IPX0001289001-Sample 102	homo sapiens	stomach	stomach carcinoma	not available	not available	not available	1	tissue	not available	not available	run 611	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	5	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	https://download.iprox.cn/IPX0001289000/IPX0001289001/Exp017014_84435_Human_Gastric_Cancer_27T_sRP_25per_F5.raw	Exp017014_84435_Human_Gastric_Cancer_27T_sRP_25per_F5.raw
IPX0001289001-Sample 102	homo sapiens	stomach	stomach carcinoma	not available	not available	not available	1	tissue	not available	not available	run 612	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	6	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	https://download.iprox.cn/IPX0001289000/IPX0001289001/Exp017014_84435_Human_Gastric_Cancer_27T_sRP_25per_F6.raw	Exp017014_84435_Human_Gastric_Cancer_27T_sRP_25per_F6.raw
IPX0001289001-Sample 103	homo sapiens	stomach	stomach carcinoma	not available	not available	not available	1	tissue	not available	not available	run 613	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	https://download.iprox.cn/IPX0001289000/IPX0001289001/Exp017015_84436_Human_Gastric_Cancer_27P_sRP_25per_F1.raw	Exp017015_84436_Human_Gastric_Cancer_27P_sRP_25per_F1.raw
IPX0001289001-Sample 103	homo sapiens	stomach	stomach carcinoma	not available	not available	not available	1	tissue	not available	not available	run 614	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	https://download.iprox.cn/IPX0001289000/IPX0001289001/Exp017015_84436_Human_Gastric_Cancer_27P_sRP_25per_F2.raw	Exp017015_84436_Human_Gastric_Cancer_27P_sRP_25per_F2.raw
IPX0001289001-Sample 103	homo sapiens	stomach	stomach carcinoma	not available	not available	not available	1	tissue	not available	not available	run 615	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	https://download.iprox.cn/IPX0001289000/IPX0001289001/Exp017015_84436_Human_Gastric_Cancer_27P_sRP_25per_F3.raw	Exp017015_84436_Human_Gastric_Cancer_27P_sRP_25per_F3.raw
IPX0001289001-Sample 103	homo sapiens	stomach	stomach carcinoma	not available	not available	not available	1	tissue	not available	not available	run 616	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	4	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	https://download.iprox.cn/IPX0001289000/IPX0001289001/Exp017015_84436_Human_Gastric_Cancer_27P_sRP_25per_F4.raw	Exp017015_84436_Human_Gastric_Cancer_27P_sRP_25per_F4.raw
IPX0001289001-Sample 103	homo sapiens	stomach	stomach carcinoma	not available	not available	not available	1	tissue	not available	not available	run 617	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	5	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	https://download.iprox.cn/IPX0001289000/IPX0001289001/Exp017015_84436_Human_Gastric_Cancer_27P_sRP_25per_F5.raw	Exp017015_84436_Human_Gastric_Cancer_27P_sRP_25per_F5.raw
IPX0001289001-Sample 103	homo sapiens	stomach	stomach carcinoma	not available	not available	not available	1	tissue	not available	not available	run 618	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	6	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	https://download.iprox.cn/IPX0001289000/IPX0001289001/Exp017015_84436_Human_Gastric_Cancer_27P_sRP_25per_F6.raw	Exp017015_84436_Human_Gastric_Cancer_27P_sRP_25per_F6.raw
IPX0001289001-Sample 104	homo sapiens	stomach	stomach carcinoma	not available	not available	not available	1	tissue	not available	not available	run 619	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	https://download.iprox.cn/IPX0001289000/IPX0001289001/Exp017016_84439_Human_Gastric_Cancer_29T_sRP_25per_F1.raw	Exp017016_84439_Human_Gastric_Cancer_29T_sRP_25per_F1.raw
IPX0001289001-Sample 104	homo sapiens	stomach	stomach carcinoma	not available	not available	not available	1	tissue	not available	not available	run 620	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	https://download.iprox.cn/IPX0001289000/IPX0001289001/Exp017016_84439_Human_Gastric_Cancer_29T_sRP_25per_F2.raw	Exp017016_84439_Human_Gastric_Cancer_29T_sRP_25per_F2.raw
IPX0001289001-Sample 104	homo sapiens	stomach	stomach carcinoma	not available	not available	not available	1	tissue	not available	not available	run 621	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	https://download.iprox.cn/IPX0001289000/IPX0001289001/Exp017016_84439_Human_Gastric_Cancer_29T_sRP_25per_F3.raw	Exp017016_84439_Human_Gastric_Cancer_29T_sRP_25per_F3.raw
IPX0001289001-Sample 104	homo sapiens	stomach	stomach carcinoma	not available	not available	not available	1	tissue	not available	not available	run 622	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	4	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	https://download.iprox.cn/IPX0001289000/IPX0001289001/Exp017016_84439_Human_Gastric_Cancer_29T_sRP_25per_F4.raw	Exp017016_84439_Human_Gastric_Cancer_29T_sRP_25per_F4.raw
IPX0001289001-Sample 104	homo sapiens	stomach	stomach carcinoma	not available	not available	not available	1	tissue	not available	not available	run 623	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	5	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	https://download.iprox.cn/IPX0001289000/IPX0001289001/Exp017016_84439_Human_Gastric_Cancer_29T_sRP_25per_F5.raw	Exp017016_84439_Human_Gastric_Cancer_29T_sRP_25per_F5.raw
IPX0001289001-Sample 104	homo sapiens	stomach	stomach carcinoma	not available	not available	not available	1	tissue	not available	not available	run 624	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	6	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	https://download.iprox.cn/IPX0001289000/IPX0001289001/Exp017016_84439_Human_Gastric_Cancer_29T_sRP_25per_F6.raw	Exp017016_84439_Human_Gastric_Cancer_29T_sRP_25per_F6.raw
IPX0001289001-Sample 105	homo sapiens	stomach	stomach carcinoma	not available	not available	not available	1	tissue	not available	not available	run 625	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	https://download.iprox.cn/IPX0001289000/IPX0001289001/Exp017017_84440_Human_Gastric_Cancer_29P_sRP_25per_F1.raw	Exp017017_84440_Human_Gastric_Cancer_29P_sRP_25per_F1.raw
IPX0001289001-Sample 105	homo sapiens	stomach	stomach carcinoma	not available	not available	not available	1	tissue	not available	not available	run 626	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	https://download.iprox.cn/IPX0001289000/IPX0001289001/Exp017017_84440_Human_Gastric_Cancer_29P_sRP_25per_F2.raw	Exp017017_84440_Human_Gastric_Cancer_29P_sRP_25per_F2.raw
