source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]
Sample_1	Escherichia coli	cell	not available	1	not available	Assay_1	proteomic profiling by mass spectrometry	1	iBAQ_5.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available
Sample_2	Escherichia coli	cell	not available	1	not available	Assay_2	proteomic profiling by mass spectrometry	1	iBAQ_13.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=HCD	not available	not available	not available
Sample_3	Escherichia coli	cell	not available	1	not available	Assay_3	proteomic profiling by mass spectrometry	1	iBAQ_16.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=HCD	not available	not available	not available
Sample_4	Escherichia coli	cell	not available	1	not available	Assay_4	proteomic profiling by mass spectrometry	1	iBAQ_21.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	4	NT=HCD	not available	not available	not available
Sample_5	Escherichia coli	cell	not available	1	not available	Assay_5	proteomic profiling by mass spectrometry	1	iBAQ_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	5	NT=HCD	not available	not available	not available
Sample_6	Escherichia coli	cell	not available	1	not available	Assay_6	proteomic profiling by mass spectrometry	1	iBAQ_7.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	6	NT=HCD	not available	not available	not available
Sample_7	Escherichia coli	cell	not available	1	not available	Assay_7	proteomic profiling by mass spectrometry	1	iBAQ_8.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	7	NT=HCD	not available	not available	not available
Sample_8	Escherichia coli	cell	not available	1	not available	Assay_8	proteomic profiling by mass spectrometry	1	iBAQ_15.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	8	NT=HCD	not available	not available	not available
Sample_9	Escherichia coli	cell	not available	1	not available	Assay_9	proteomic profiling by mass spectrometry	1	iBAQ_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	9	NT=HCD	not available	not available	not available
Sample_10	Escherichia coli	cell	not available	1	not available	Assay_10	proteomic profiling by mass spectrometry	1	iBAQ_17.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	10	NT=HCD	not available	not available	not available
Sample_11	Escherichia coli	cell	not available	1	not available	Assay_11	proteomic profiling by mass spectrometry	1	iBAQ_23.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	11	NT=HCD	not available	not available	not available
Sample_12	Escherichia coli	cell	not available	1	not available	Assay_12	proteomic profiling by mass spectrometry	1	iBAQ_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	12	NT=HCD	not available	not available	not available
Sample_13	Escherichia coli	cell	not available	1	not available	Assay_13	proteomic profiling by mass spectrometry	1	iBAQ_4.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	13	NT=HCD	not available	not available	not available
