source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
McOnly-R3	Acanthamoeba castellanii	not available	1	McOnly-R3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Ascend;AC=MS:1003356	NT=Trypsin;AC=MS:1001251	1	1	McOnly-R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
McWithZv-R2	Acanthamoeba castellanii	not available	1	McWithZv-R2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Ascend;AC=MS:1003356	NT=Trypsin;AC=MS:1001251	1	1	McWithZv-R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
McOnly-R2	Acanthamoeba castellanii	not available	1	McOnly-R2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Ascend;AC=MS:1003356	NT=Trypsin;AC=MS:1001251	1	1	McOnly-R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
McWithZv-R1	Acanthamoeba castellanii	not available	1	McWithZv-R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Ascend;AC=MS:1003356	NT=Trypsin;AC=MS:1001251	1	1	McWithZv-R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
McWithZv-R3	Acanthamoeba castellanii	not available	1	McWithZv-R3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Ascend;AC=MS:1003356	NT=Trypsin;AC=MS:1001251	1	1	McWithZv-R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
McOnly-R1	Acanthamoeba castellanii	not available	1	McOnly-R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Ascend;AC=MS:1003356	NT=Trypsin;AC=MS:1001251	1	1	McOnly-R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
