source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[material type]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[ancestry category]	characteristics[biological replicate]	characteristics[bait]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[bait]
BAZ1B_IP_S1	Homo sapiens	kidney	normal	not available	293T	CVCL_0063	HEK293T	cell	not available	female	fetus	not available	1	BAZ1B	run 1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S;MT=Variable	NT=Met-loss;AC=UNIMOD:765;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.60 Da	1	1	B1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BAZ1B
BAZ1B_IP_S1	Homo sapiens	kidney	normal	not available	293T	CVCL_0063	HEK293T	cell	not available	female	fetus	not available	1	BAZ1B	run 2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S;MT=Variable	NT=Met-loss;AC=UNIMOD:765;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.60 Da	1	2	B1_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BAZ1B
BAZ1B_IP_S2	Homo sapiens	kidney	normal	not available	293T	CVCL_0063	HEK293T	cell	not available	female	fetus	not available	2	BAZ1B	run 3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S;MT=Variable	NT=Met-loss;AC=UNIMOD:765;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.60 Da	1	1	B2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BAZ1B
BAZ1B_IP_S2	Homo sapiens	kidney	normal	not available	293T	CVCL_0063	HEK293T	cell	not available	female	fetus	not available	2	BAZ1B	run 4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S;MT=Variable	NT=Met-loss;AC=UNIMOD:765;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.60 Da	1	2	B2_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BAZ1B
ATAD5_IP_S1	Homo sapiens	kidney	normal	not available	293T	CVCL_0063	HEK293T	cell	not available	female	fetus	not available	1	ATAD5	run 5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S;MT=Variable	NT=Met-loss;AC=UNIMOD:765;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.60 Da	1	1	1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	ATAD5
ATAD5_IP_S1	Homo sapiens	kidney	normal	not available	293T	CVCL_0063	HEK293T	cell	not available	female	fetus	not available	1	ATAD5	run 6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S;MT=Variable	NT=Met-loss;AC=UNIMOD:765;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.60 Da	1	2	1_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	ATAD5
ATAD5_IP_S2	Homo sapiens	kidney	normal	not available	293T	CVCL_0063	HEK293T	cell	not available	female	fetus	not available	2	ATAD5	run 7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S;MT=Variable	NT=Met-loss;AC=UNIMOD:765;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.60 Da	1	1	2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	ATAD5
ATAD5_IP_S2	Homo sapiens	kidney	normal	not available	293T	CVCL_0063	HEK293T	cell	not available	female	fetus	not available	2	ATAD5	run 8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S;MT=Variable	NT=Met-loss;AC=UNIMOD:765;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.60 Da	1	2	2_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	ATAD5
