source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20151027_CM1E2d56col_WTsep_unenr1_10	20151027_CM1E2d56col_WTsep_unenr1_10	Human gut metagenome	feces	not applicable	not available	Metaproteomics_of_colonic_microbiota_unveils_discrete_protein_functions_among_colitic_mice_and_control_groups	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20151027_CM1E2d56col_WTsep_unenr1_10	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20151027_CM1E2d56col_WTsep_unenr1_10.ms2	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20151027_CM1E2d56col_WTsep_unenr1_11	20151027_CM1E2d56col_WTsep_unenr1_11	Human gut metagenome	feces	not applicable	not available	Metaproteomics_of_colonic_microbiota_unveils_discrete_protein_functions_among_colitic_mice_and_control_groups	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20151027_CM1E2d56col_WTsep_unenr1_11	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20151027_CM1E2d56col_WTsep_unenr1_11.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20151027_CM1E2d56col_WTsep_unenr1_2	20151027_CM1E2d56col_WTsep_unenr1_2	Human gut metagenome	feces	not applicable	not available	Metaproteomics_of_colonic_microbiota_unveils_discrete_protein_functions_among_colitic_mice_and_control_groups	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20151027_CM1E2d56col_WTsep_unenr1_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20151027_CM1E2d56col_WTsep_unenr1_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20151027_CM1E2d56col_WTsep_unenr1_4	20151027_CM1E2d56col_WTsep_unenr1_4	Human gut metagenome	feces	not applicable	not available	Metaproteomics_of_colonic_microbiota_unveils_discrete_protein_functions_among_colitic_mice_and_control_groups	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20151027_CM1E2d56col_WTsep_unenr1_4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20151027_CM1E2d56col_WTsep_unenr1_4.ms2	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20151027_CM1E2d56col_WTsep_unenr1_4.sqt	20151027_CM1E2d56col_WTsep_unenr1_4.sqt	Human gut metagenome	feces	not applicable	not available	Metaproteomics_of_colonic_microbiota_unveils_discrete_protein_functions_among_colitic_mice_and_control_groups	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20151027_CM1E2d56col_WTsep_unenr1_4.sqt	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20151027_CM1E2d56col_WTsep_unenr1_4.sqt	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20151027_CM1E2d56col_WTsep_unenr1_5	20151027_CM1E2d56col_WTsep_unenr1_5	Human gut metagenome	feces	not applicable	not available	Metaproteomics_of_colonic_microbiota_unveils_discrete_protein_functions_among_colitic_mice_and_control_groups	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20151027_CM1E2d56col_WTsep_unenr1_5	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20151027_CM1E2d56col_WTsep_unenr1_5.ms2	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20151027_CM1E2d56col_WTsep_unenr1_5.sqt	20151027_CM1E2d56col_WTsep_unenr1_5.sqt	Human gut metagenome	feces	not applicable	not available	Metaproteomics_of_colonic_microbiota_unveils_discrete_protein_functions_among_colitic_mice_and_control_groups	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20151027_CM1E2d56col_WTsep_unenr1_5.sqt	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20151027_CM1E2d56col_WTsep_unenr1_5.sqt	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20151027_CM1E2d56col_WTsep_unenr1_7	20151027_CM1E2d56col_WTsep_unenr1_7	Human gut metagenome	feces	not applicable	not available	Metaproteomics_of_colonic_microbiota_unveils_discrete_protein_functions_among_colitic_mice_and_control_groups	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20151027_CM1E2d56col_WTsep_unenr1_7	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20151027_CM1E2d56col_WTsep_unenr1_7.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20151027_CM1E2d56col_WTsep_unenr1_8	20151027_CM1E2d56col_WTsep_unenr1_8	Human gut metagenome	feces	not applicable	not available	Metaproteomics_of_colonic_microbiota_unveils_discrete_protein_functions_among_colitic_mice_and_control_groups	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20151027_CM1E2d56col_WTsep_unenr1_8	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20151027_CM1E2d56col_WTsep_unenr1_8.ms2	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20151027_CM1E2d56col_WTsep_unenr1_9	20151027_CM1E2d56col_WTsep_unenr1_9	Human gut metagenome	feces	not applicable	not available	Metaproteomics_of_colonic_microbiota_unveils_discrete_protein_functions_among_colitic_mice_and_control_groups	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20151027_CM1E2d56col_WTsep_unenr1_9	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20151027_CM1E2d56col_WTsep_unenr1_9.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
