source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Animal03_ingel_nonprec_4ul_01	Animal03_ingel_nonprec_4ul_01	Bos taurus	Saliva	not applicable	not available	A_streamlined_high-throughput_metaproteomic_workflow_for_functional_analysis_of_the_rumen_microbiome	Saliva	Saliva	not available	not available	not available	not available	1	Animal03_ingel_nonprec_4ul_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Animal03_ingel_nonprec_4ul_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
Animal03_ingel_nonprec_4ul_02.msf	Animal03_ingel_nonprec_4ul_02.msf	Bos taurus	Saliva	not applicable	not available	A_streamlined_high-throughput_metaproteomic_workflow_for_functional_analysis_of_the_rumen_microbiome	Saliva	Saliva	not available	not available	not available	not available	1	Animal03_ingel_nonprec_4ul_02.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Animal03_ingel_nonprec_4ul_02.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
Animal03_ingel_prec_4ul_01	Animal03_ingel_prec_4ul_01	Bos taurus	Saliva	not applicable	not available	A_streamlined_high-throughput_metaproteomic_workflow_for_functional_analysis_of_the_rumen_microbiome	Saliva	Saliva	not available	not available	not available	not available	1	Animal03_ingel_prec_4ul_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Animal03_ingel_prec_4ul_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
Animal03_ingel_prec_4ul_02.msf	Animal03_ingel_prec_4ul_02.msf	Bos taurus	Saliva	not applicable	not available	A_streamlined_high-throughput_metaproteomic_workflow_for_functional_analysis_of_the_rumen_microbiome	Saliva	Saliva	not available	not available	not available	not available	1	Animal03_ingel_prec_4ul_02.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Animal03_ingel_prec_4ul_02.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
Animal03_ingel_prec_4ul_03.msf	Animal03_ingel_prec_4ul_03.msf	Bos taurus	Saliva	not applicable	not available	A_streamlined_high-throughput_metaproteomic_workflow_for_functional_analysis_of_the_rumen_microbiome	Saliva	Saliva	not available	not available	not available	not available	1	Animal03_ingel_prec_4ul_03.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Animal03_ingel_prec_4ul_03.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
Animal03_insol_prec_4ul_02	Animal03_insol_prec_4ul_02	Bos taurus	Saliva	not applicable	not available	A_streamlined_high-throughput_metaproteomic_workflow_for_functional_analysis_of_the_rumen_microbiome	Saliva	Saliva	not available	not available	not available	not available	1	Animal03_insol_prec_4ul_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Animal03_insol_prec_4ul_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
Animal03_insol_prec_4ul_03	Animal03_insol_prec_4ul_03	Bos taurus	Saliva	not applicable	not available	A_streamlined_high-throughput_metaproteomic_workflow_for_functional_analysis_of_the_rumen_microbiome	Saliva	Saliva	not available	not available	not available	not available	1	Animal03_insol_prec_4ul_03	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Animal03_insol_prec_4ul_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
Animal04_ingel_nonprec_4ul_02.msf	Animal04_ingel_nonprec_4ul_02.msf	Bos taurus	Saliva	not applicable	not available	A_streamlined_high-throughput_metaproteomic_workflow_for_functional_analysis_of_the_rumen_microbiome	Saliva	Saliva	not available	not available	not available	not available	1	Animal04_ingel_nonprec_4ul_02.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Animal04_ingel_nonprec_4ul_02.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
Animal04_ingel_nonprec_4ul_02	Animal04_ingel_nonprec_4ul_02	Bos taurus	Saliva	not applicable	not available	A_streamlined_high-throughput_metaproteomic_workflow_for_functional_analysis_of_the_rumen_microbiome	Saliva	Saliva	not available	not available	not available	not available	1	Animal04_ingel_nonprec_4ul_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Animal04_ingel_nonprec_4ul_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
Animal04_ingel_prec_4ul_03.msf	Animal04_ingel_prec_4ul_03.msf	Bos taurus	Saliva	not applicable	not available	A_streamlined_high-throughput_metaproteomic_workflow_for_functional_analysis_of_the_rumen_microbiome	Saliva	Saliva	not available	not available	not available	not available	1	Animal04_ingel_prec_4ul_03.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Animal04_ingel_prec_4ul_03.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
