source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
PRIDE_Exp_Complete_Ac_9166.pride	Arabidopsis thaliana	Shoot	not applicable	not available	1	PRIDE_Exp_Complete_Ac_9166.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	PRIDE_Exp_Complete_Ac_9166.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2009/07/PRD000096/generated/PRIDE_Exp_Complete_Ac_9166.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Shoot
PRIDE_Exp_Complete_Ac_9170.pride	Arabidopsis thaliana	Shoot	not applicable	not available	1	PRIDE_Exp_Complete_Ac_9170.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	PRIDE_Exp_Complete_Ac_9170.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2009/07/PRD000096/generated/PRIDE_Exp_Complete_Ac_9170.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Shoot
PRIDE_Exp_Complete_Ac_9173.pride	Arabidopsis thaliana	Shoot	not applicable	not available	1	PRIDE_Exp_Complete_Ac_9173.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	PRIDE_Exp_Complete_Ac_9173.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2009/07/PRD000096/generated/PRIDE_Exp_Complete_Ac_9173.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Shoot
PRIDE_Exp_Complete_Ac_9167.pride	Arabidopsis thaliana	Shoot	not applicable	not available	1	PRIDE_Exp_Complete_Ac_9167.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	PRIDE_Exp_Complete_Ac_9167.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2009/07/PRD000096/generated/PRIDE_Exp_Complete_Ac_9167.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Shoot
PRIDE_Exp_Complete_Ac_9174.pride	Arabidopsis thaliana	Shoot	not applicable	not available	1	PRIDE_Exp_Complete_Ac_9174.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	PRIDE_Exp_Complete_Ac_9174.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2009/07/PRD000096/generated/PRIDE_Exp_Complete_Ac_9174.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Shoot
PRIDE_Exp_Complete_Ac_9164.pride	Arabidopsis thaliana	Shoot	not applicable	not available	1	PRIDE_Exp_Complete_Ac_9164.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	PRIDE_Exp_Complete_Ac_9164.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2009/07/PRD000096/generated/PRIDE_Exp_Complete_Ac_9164.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Shoot
PRIDE_Exp_Complete_Ac_9171.pride	Arabidopsis thaliana	Shoot	not applicable	not available	1	PRIDE_Exp_Complete_Ac_9171.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	PRIDE_Exp_Complete_Ac_9171.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2009/07/PRD000096/generated/PRIDE_Exp_Complete_Ac_9171.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Shoot
PRIDE_Exp_Complete_Ac_9168.pride	Arabidopsis thaliana	Shoot	not applicable	not available	1	PRIDE_Exp_Complete_Ac_9168.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	PRIDE_Exp_Complete_Ac_9168.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2009/07/PRD000096/generated/PRIDE_Exp_Complete_Ac_9168.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Shoot
PRIDE_Exp_Complete_Ac_9176.pride	Arabidopsis thaliana	Shoot	not applicable	not available	1	PRIDE_Exp_Complete_Ac_9176.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	PRIDE_Exp_Complete_Ac_9176.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2009/07/PRD000096/generated/PRIDE_Exp_Complete_Ac_9176.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Shoot
PRIDE_Exp_Complete_Ac_9169.pride	Arabidopsis thaliana	Shoot	not applicable	not available	1	PRIDE_Exp_Complete_Ac_9169.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	PRIDE_Exp_Complete_Ac_9169.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2009/07/PRD000096/generated/PRIDE_Exp_Complete_Ac_9169.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Shoot
