source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
2014_Sept_08_BeringSea29.pep.xml	2014_Sept_08_BeringSea29.pep.xml	Marine metagenome	not available	not applicable	not available	Functional_Response_of_Polar_Bacterial_Communities_under_Variable_Organic_Inputs_Revealed_with_Metaproteomic_16S_rRNA_and_Organic_Compositional_Analysis	not available	not available	not available	not available	not available	not available	1	2014_Sept_08_BeringSea29.pep.xml	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_Sept_08_BeringSea29.pep.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
2014_Sept_08_BeringSea29	2014_Sept_08_BeringSea29	Marine metagenome	not available	not applicable	not available	Functional_Response_of_Polar_Bacterial_Communities_under_Variable_Organic_Inputs_Revealed_with_Metaproteomic_16S_rRNA_and_Organic_Compositional_Analysis	not available	not available	not available	not available	not available	not available	1	2014_Sept_08_BeringSea29	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_Sept_08_BeringSea29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
2014_Sept_08_BeringSea30.pep.xml	2014_Sept_08_BeringSea30.pep.xml	Marine metagenome	not available	not applicable	not available	Functional_Response_of_Polar_Bacterial_Communities_under_Variable_Organic_Inputs_Revealed_with_Metaproteomic_16S_rRNA_and_Organic_Compositional_Analysis	not available	not available	not available	not available	not available	not available	1	2014_Sept_08_BeringSea30.pep.xml	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_Sept_08_BeringSea30.pep.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
2014_Sept_08_BeringSea30	2014_Sept_08_BeringSea30	Marine metagenome	not available	not applicable	not available	Functional_Response_of_Polar_Bacterial_Communities_under_Variable_Organic_Inputs_Revealed_with_Metaproteomic_16S_rRNA_and_Organic_Compositional_Analysis	not available	not available	not available	not available	not available	not available	1	2014_Sept_08_BeringSea30	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_Sept_08_BeringSea30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
2014_Sept_08_BeringSea32.pep.xml	2014_Sept_08_BeringSea32.pep.xml	Marine metagenome	not available	not applicable	not available	Functional_Response_of_Polar_Bacterial_Communities_under_Variable_Organic_Inputs_Revealed_with_Metaproteomic_16S_rRNA_and_Organic_Compositional_Analysis	not available	not available	not available	not available	not available	not available	1	2014_Sept_08_BeringSea32.pep.xml	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_Sept_08_BeringSea32.pep.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
2014_Sept_08_BeringSea32	2014_Sept_08_BeringSea32	Marine metagenome	not available	not applicable	not available	Functional_Response_of_Polar_Bacterial_Communities_under_Variable_Organic_Inputs_Revealed_with_Metaproteomic_16S_rRNA_and_Organic_Compositional_Analysis	not available	not available	not available	not available	not available	not available	1	2014_Sept_08_BeringSea32	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_Sept_08_BeringSea32.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
2014_Sept_08_BeringSea33.pep.xml	2014_Sept_08_BeringSea33.pep.xml	Marine metagenome	not available	not applicable	not available	Functional_Response_of_Polar_Bacterial_Communities_under_Variable_Organic_Inputs_Revealed_with_Metaproteomic_16S_rRNA_and_Organic_Compositional_Analysis	not available	not available	not available	not available	not available	not available	1	2014_Sept_08_BeringSea33.pep.xml	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_Sept_08_BeringSea33.pep.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
2014_Sept_08_BeringSea33	2014_Sept_08_BeringSea33	Marine metagenome	not available	not applicable	not available	Functional_Response_of_Polar_Bacterial_Communities_under_Variable_Organic_Inputs_Revealed_with_Metaproteomic_16S_rRNA_and_Organic_Compositional_Analysis	not available	not available	not available	not available	not available	not available	1	2014_Sept_08_BeringSea33	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_Sept_08_BeringSea33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
2014_Sept_08_BeringSea36.pep.xml	2014_Sept_08_BeringSea36.pep.xml	Marine metagenome	not available	not applicable	not available	Functional_Response_of_Polar_Bacterial_Communities_under_Variable_Organic_Inputs_Revealed_with_Metaproteomic_16S_rRNA_and_Organic_Compositional_Analysis	not available	not available	not available	not available	not available	not available	1	2014_Sept_08_BeringSea36.pep.xml	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_Sept_08_BeringSea36.pep.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
2014_Sept_08_BeringSea36	2014_Sept_08_BeringSea36	Marine metagenome	not available	not applicable	not available	Functional_Response_of_Polar_Bacterial_Communities_under_Variable_Organic_Inputs_Revealed_with_Metaproteomic_16S_rRNA_and_Organic_Compositional_Analysis	not available	not available	not available	not available	not available	not available	1	2014_Sept_08_BeringSea36	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_Sept_08_BeringSea36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
