source name	characteristics[organism]	characteristics[organism part]	characteristics[sampling site]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[material type]	characteristics[amount of starting material]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[amount of starting material]	factor value[DIA window scheme]	factor value[MS2 scan setting]
2020MK003_EVBO_004_02_40X10_NORMAL_1ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1 ng	1	2020MK003_EVBO_004_02_40X10_NORMAL_1ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	2	2020MK003_EVBO_004_02_40X10_NORMAL_1ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_004_02_40X10_NORMAL_1ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	1 ng	40x10	ion trap Normal
2020MK003_EVBO_004_03_40X10_NORMAL_1ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1 ng	1	2020MK003_EVBO_004_03_40X10_NORMAL_1ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	3	2020MK003_EVBO_004_03_40X10_NORMAL_1ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_004_03_40X10_NORMAL_1ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	1 ng	40x10	ion trap Normal
2020MK003_EVBO_007_01_40X10_TURBO_10ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	10 ng	1	2020MK003_EVBO_007_01_40X10_TURBO_10ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	1	2020MK003_EVBO_007_01_40X10_TURBO_10ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_007_01_40X10_TURBO_10ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	10 ng	40x10	ion trap TURBO
2020MK003_EVBO_008_01_40X10_TURBO_100ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	100 ng	1	2020MK003_EVBO_008_01_40X10_TURBO_100ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	1	2020MK003_EVBO_008_01_40X10_TURBO_100ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_008_01_40X10_TURBO_100ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	100 ng	40x10	ion trap TURBO
2020MK003_EVBO_009_01_40X10_TURBO_1ug	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1 ug	1	2020MK003_EVBO_009_01_40X10_TURBO_1ug	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	1	2020MK003_EVBO_009_01_40X10_TURBO_1ug.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_009_01_40X10_TURBO_1ug.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	1 ug	40x10	ion trap TURBO
2020MK003_EVBO_010_01_100X4_TURBO_1ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1 ng	1	2020MK003_EVBO_010_01_100X4_TURBO_1ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	1	2020MK003_EVBO_010_01_100X4_TURBO_1ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_010_01_100X4_TURBO_1ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	1 ng	100x4	ion trap TURBO
2020MK003_EVBO_010_02_100X4_TURBO_1ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1 ng	1	2020MK003_EVBO_010_02_100X4_TURBO_1ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	2	2020MK003_EVBO_010_02_100X4_TURBO_1ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_010_02_100X4_TURBO_1ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	1 ng	100x4	ion trap TURBO
2020MK003_EVBO_010_03_100X4_TURBO_1ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1 ng	1	2020MK003_EVBO_010_03_100X4_TURBO_1ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	3	2020MK003_EVBO_010_03_100X4_TURBO_1ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_010_03_100X4_TURBO_1ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	1 ng	100x4	ion trap TURBO
2020MK003_EVBO_011_01_100X4_TURBO_10ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	10 ng	1	2020MK003_EVBO_011_01_100X4_TURBO_10ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	1	2020MK003_EVBO_011_01_100X4_TURBO_10ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_011_01_100X4_TURBO_10ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	10 ng	100x4	ion trap TURBO
2020MK003_EVBO_012_01_100X4_TURBO_100ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	100 ng	1	2020MK003_EVBO_012_01_100X4_TURBO_100ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	1	2020MK003_EVBO_012_01_100X4_TURBO_100ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_012_01_100X4_TURBO_100ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	100 ng	100x4	ion trap TURBO
2020MK003_EVBO_013_01_100X4_TURBO_1ug	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1 ug	1	2020MK003_EVBO_013_01_100X4_TURBO_1ug	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	1	2020MK003_EVBO_013_01_100X4_TURBO_1ug.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_013_01_100X4_TURBO_1ug.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	1 ug	100x4	ion trap TURBO
2020MK003_EVBO_014_01_40X10_RAPID_10ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	10 ng	1	2020MK003_EVBO_014_01_40X10_RAPID_10ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	1	2020MK003_EVBO_014_01_40X10_RAPID_10ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_014_01_40X10_RAPID_10ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	10 ng	40x10	ion trap RAPID
2020MK003_EVBO_015_01_40X10_RAPID_100ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	100 ng	1	2020MK003_EVBO_015_01_40X10_RAPID_100ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	1	2020MK003_EVBO_015_01_40X10_RAPID_100ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_015_01_40X10_RAPID_100ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	100 ng	40x10	ion trap RAPID
2020MK003_EVBO_016_01_40X10_RAPID_1ug	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1 ug	1	2020MK003_EVBO_016_01_40X10_RAPID_1ug	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	1	2020MK003_EVBO_016_01_40X10_RAPID_1ug.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_016_01_40X10_RAPID_1ug.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	1 ug	40x10	ion trap RAPID
2020MK003_EVBO_017_01_100X4_RAPID_1ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1 ng	1	2020MK003_EVBO_017_01_100X4_RAPID_1ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	1	2020MK003_EVBO_017_01_100X4_RAPID_1ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_017_01_100X4_RAPID_1ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	1 ng	100x4	ion trap RAPID
2020MK003_EVBO_017_02_100X4_RAPID_1ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1 ng	1	2020MK003_EVBO_017_02_100X4_RAPID_1ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	2	2020MK003_EVBO_017_02_100X4_RAPID_1ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_017_02_100X4_RAPID_1ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	1 ng	100x4	ion trap RAPID
2020MK003_EVBO_017_03_100X4_RAPID_1ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1 ng	1	2020MK003_EVBO_017_03_100X4_RAPID_1ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	3	2020MK003_EVBO_017_03_100X4_RAPID_1ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_017_03_100X4_RAPID_1ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	1 ng	100x4	ion trap RAPID
2020MK003_EVBO_018_01_100X4_RAPID_10ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	10 ng	1	2020MK003_EVBO_018_01_100X4_RAPID_10ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	1	2020MK003_EVBO_018_01_100X4_RAPID_10ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_018_01_100X4_RAPID_10ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	10 ng	100x4	ion trap RAPID
2020MK003_EVBO_019_01_100X4_RAPID_100ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	100 ng	1	2020MK003_EVBO_019_01_100X4_RAPID_100ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	1	2020MK003_EVBO_019_01_100X4_RAPID_100ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_019_01_100X4_RAPID_100ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	100 ng	100x4	ion trap RAPID
2020MK003_EVBO_020_01_100X4_RAPID_1ug	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1 ug	1	2020MK003_EVBO_020_01_100X4_RAPID_1ug	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	1	2020MK003_EVBO_020_01_100X4_RAPID_1ug.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_020_01_100X4_RAPID_1ug.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	1 ug	100x4	ion trap RAPID
2020MK003_EVBO_021_01_40X10_NORMAL_10ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	10 ng	1	2020MK003_EVBO_021_01_40X10_NORMAL_10ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	1	2020MK003_EVBO_021_01_40X10_NORMAL_10ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_021_01_40X10_NORMAL_10ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	10 ng	40x10	ion trap Normal
2020MK003_EVBO_022_01_40X10_NORMAL_100ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	100 ng	1	2020MK003_EVBO_022_01_40X10_NORMAL_100ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	1	2020MK003_EVBO_022_01_40X10_NORMAL_100ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_022_01_40X10_NORMAL_100ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	100 ng	40x10	ion trap Normal
2020MK003_EVBO_023_01_40X10_NORMAL_1ug	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1 ug	1	2020MK003_EVBO_023_01_40X10_NORMAL_1ug	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	1	2020MK003_EVBO_023_01_40X10_NORMAL_1ug.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_023_01_40X10_NORMAL_1ug.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	1 ug	40x10	ion trap Normal
