source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Sample5_50kDa_pulldown	Escherichia coli	NT=whole organism	not available	1	not available	Sample5_50kDa_pulldown	proteomic profiling by mass spectrometry	1	Sample5_50kDa_pulldown.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample4_70kDa_pulldown_control	Escherichia coli	NT=whole organism	not available	1	not available	Sample4_70kDa_pulldown_control	proteomic profiling by mass spectrometry	1	Sample4_70kDa_pulldown_control.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample3_70kDa_pulldown	Escherichia coli	NT=whole organism	not available	1	not available	Sample3_70kDa_pulldown	proteomic profiling by mass spectrometry	1	Sample3_70kDa_pulldown.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample1_80kDa_pulldown	Escherichia coli	NT=whole organism	not available	1	not available	Sample1_80kDa_pulldown	proteomic profiling by mass spectrometry	1	Sample1_80kDa_pulldown.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample2_80kDa_pulldown_control	Escherichia coli	NT=whole organism	not available	1	not available	Sample2_80kDa_pulldown_control	proteomic profiling by mass spectrometry	1	Sample2_80kDa_pulldown_control.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample6_50kDa_pulldown_control	Escherichia coli	NT=whole organism	not available	1	not available	Sample6_50kDa_pulldown_control	proteomic profiling by mass spectrometry	1	Sample6_50kDa_pulldown_control.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
SECphi27_pulldown	Escherichia coli	NT=whole organism	not available	1	not available	SECphi27_pulldown	proteomic profiling by mass spectrometry	1	SECphi27_pulldown.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
SECphi4_pulldown	Escherichia coli	NT=whole organism	not available	1	not available	SECphi4_pulldown	proteomic profiling by mass spectrometry	1	SECphi4_pulldown.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
SECphi4_pulldown_control	Escherichia coli	NT=whole organism	not available	1	not available	SECphi4_pulldown_control	proteomic profiling by mass spectrometry	1	SECphi4_pulldown_control.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
SECphi27_pulldown_control	Escherichia coli	NT=whole organism	not available	1	not available	SECphi27_pulldown_control	proteomic profiling by mass spectrometry	1	SECphi27_pulldown_control.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
