source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Ecoli-1	Escherichia coli	not available	not available	1	not available	not available	not available	not available	Proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	LipoylationEcoli-1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
RAW-1	Mus musculus	not available	not available	1	not available	not available	not available	not available	Proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	LipoylationRAW-1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
RAW-2	Mus musculus	not available	not available	2	not available	not available	not available	not available	Proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	LipoylationRAW-2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Ecoli-3	Escherichia coli	not available	not available	3	not available	not available	not available	not available	Proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	LipoylationEcoli-3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Ecoli-2	Escherichia coli	not available	not available	2	not available	not available	not available	not available	Proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	LipoylationEcoli-2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
RAW-3	Mus musculus	not available	not available	3	not available	not available	not available	not available	Proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	LipoylationRAW-3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
