source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[treatment]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[dissociation method]	comment[proteomics data acquisition method]	comment[dia method]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[treatment]
HeLa_40cellpool_1	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	pooled	cellenONE	not applicable	40	1	run 81	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	2	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_40Cells_40SPD_2Th3ms_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_40cellpool_2	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	pooled	cellenONE	not applicable	40	2	run 82	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	2	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_40Cells_40SPD_2Th3ms_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_40cellpool_3	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	pooled	cellenONE	not applicable	40	3	run 83	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	2	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_40Cells_40SPD_2Th3ms_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_40cellpool_4	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	pooled	cellenONE	not applicable	40	4	run 84	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	2	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_40Cells_40SPD_2Th3ms_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_40cellpool_5	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	pooled	cellenONE	not applicable	40	5	run 85	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_40Cells_40SPD_4Th6ms_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_40cellpool_6	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	pooled	cellenONE	not applicable	40	6	run 86	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_40Cells_40SPD_4Th6ms_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_40cellpool_7	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	pooled	cellenONE	not applicable	40	7	run 87	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_40Cells_40SPD_4Th6ms_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_40cellpool_8	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	pooled	cellenONE	not applicable	40	8	run 88	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_40Cells_40SPD_4Th6ms_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_40cellpool_9	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	pooled	cellenONE	not applicable	40	9	run 89	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	8	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_40Cells_40SPD_8Th12ms_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_40cellpool_10	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	pooled	cellenONE	not applicable	40	10	run 90	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	8	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_40Cells_40SPD_8Th12ms_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_40cellpool_11	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	pooled	cellenONE	not applicable	40	11	run 91	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	8	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_40Cells_40SPD_8Th12ms_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_40cellpool_12	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	pooled	cellenONE	not applicable	40	12	run 92	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	8	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_40Cells_40SPD_8Th12ms_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_1	Homo sapiens	colon	epithelial cell	colon carcinoma	HCT116	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_1	1	1	run 93	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_2	Homo sapiens	colon	epithelial cell	colon carcinoma	HCT116	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_2	1	2	run 94	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_3	Homo sapiens	colon	epithelial cell	colon carcinoma	HCT116	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_3	1	3	run 95	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_4	Homo sapiens	colon	epithelial cell	colon carcinoma	HCT116	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_4	1	4	run 96	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_5	Homo sapiens	colon	epithelial cell	colon carcinoma	HCT116	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_5	1	5	run 97	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_6	Homo sapiens	colon	epithelial cell	colon carcinoma	HCT116	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_6	1	6	run 98	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_7	Homo sapiens	colon	epithelial cell	colon carcinoma	HCT116	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_7	1	7	run 99	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_8	Homo sapiens	colon	epithelial cell	colon carcinoma	HCT116	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_8	1	8	run 100	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_9	Homo sapiens	colon	epithelial cell	colon carcinoma	HCT116	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_9	1	9	run 101	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_10	Homo sapiens	colon	epithelial cell	colon carcinoma	HCT116	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_10	1	10	run 102	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_11	Homo sapiens	colon	epithelial cell	colon carcinoma	HCT116	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_11	1	11	run 103	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_12	Homo sapiens	colon	epithelial cell	colon carcinoma	HCT116	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_12	1	12	run 104	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_13	Homo sapiens	colon	epithelial cell	colon carcinoma	HCT116	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_13	1	13	run 105	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_14	Homo sapiens	colon	epithelial cell	colon carcinoma	HCT116	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_14	1	14	run 106	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_15	Homo sapiens	colon	epithelial cell	colon carcinoma	HCT116	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_15	1	15	run 107	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HCT116_spheroid_control_16	Homo sapiens	colon	epithelial cell	colon carcinoma	HCT116	CVCL_0291	HCT 116	48Y	male	not available	not applicable	single cell	cellenONE	HCT116_spheroid_control_16	1	16	run 108	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Control_80SPD_4Th6ms_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
