source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[FILL]
2018_05_03_bML1	Homo sapiens	Cell culture	FILL:disease	FILL:biological replicate	2018_05_03_bML1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	FILL:cleavage agent details	1	1	2018_05_03_bML1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
2018_05_03_bML10	Homo sapiens	Cell culture	FILL:disease	FILL:biological replicate	2018_05_03_bML10	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	FILL:cleavage agent details	1	1	2018_05_03_bML10.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
2018_05_03_bML11	Homo sapiens	Cell culture	FILL:disease	FILL:biological replicate	2018_05_03_bML11	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	FILL:cleavage agent details	1	1	2018_05_03_bML11.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
2018_05_03_bML2	Homo sapiens	Cell culture	FILL:disease	FILL:biological replicate	2018_05_03_bML2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	FILL:cleavage agent details	1	1	2018_05_03_bML2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
2018_05_03_bML3	Homo sapiens	Cell culture	FILL:disease	FILL:biological replicate	2018_05_03_bML3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	FILL:cleavage agent details	1	1	2018_05_03_bML3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
2018_05_03_bML4	Homo sapiens	Cell culture	FILL:disease	FILL:biological replicate	2018_05_03_bML4	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	FILL:cleavage agent details	1	1	2018_05_03_bML4.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
2018_05_03_bML5	Homo sapiens	Cell culture	FILL:disease	FILL:biological replicate	2018_05_03_bML5	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	FILL:cleavage agent details	1	1	2018_05_03_bML5.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
2018_05_03_bML6	Homo sapiens	Cell culture	FILL:disease	FILL:biological replicate	2018_05_03_bML6	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	FILL:cleavage agent details	1	1	2018_05_03_bML6.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
2018_05_03_bML7	Homo sapiens	Cell culture	FILL:disease	FILL:biological replicate	2018_05_03_bML7	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	FILL:cleavage agent details	1	1	2018_05_03_bML7.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
2018_05_03_bML8	Homo sapiens	Cell culture	FILL:disease	FILL:biological replicate	2018_05_03_bML8	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	FILL:cleavage agent details	1	1	2018_05_03_bML8.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
2018_05_03_bML9	Homo sapiens	Cell culture	FILL:disease	FILL:biological replicate	2018_05_03_bML9	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	FILL:cleavage agent details	1	1	2018_05_03_bML9.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
