source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
102214_SC_HEK293_25ug_HCD_FTMS_MS2_01	102214_SC_HEK293_25ug_HCD_FTMS_MS2_01	Homo sapiens	Early embryonic cell	not applicable	not available	HEK293_searched_with_UniProt_Human_and_ComPIL	Early embryonic cell	Early embryonic cell	not available	not available	not available	not available	1	102214_SC_HEK293_25ug_HCD_FTMS_MS2_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	102214_SC_HEK293_25ug_HCD_FTMS_MS2_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Early embryonic cell
102214_SC_HEK293_25ug_HCD_FTMS_MS2_01_ComPIL.sqt	102214_SC_HEK293_25ug_HCD_FTMS_MS2_01_ComPIL.sqt	Homo sapiens	Early embryonic cell	not applicable	not available	HEK293_searched_with_UniProt_Human_and_ComPIL	Early embryonic cell	Early embryonic cell	not available	not available	not available	not available	1	102214_SC_HEK293_25ug_HCD_FTMS_MS2_01_ComPIL.sqt	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	102214_SC_HEK293_25ug_HCD_FTMS_MS2_01_ComPIL.sqt	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Early embryonic cell
102214_SC_HEK293_25ug_HCD_FTMS_MS2_01_humanDB.sqt	102214_SC_HEK293_25ug_HCD_FTMS_MS2_01_humanDB.sqt	Homo sapiens	Early embryonic cell	not applicable	not available	HEK293_searched_with_UniProt_Human_and_ComPIL	Early embryonic cell	Early embryonic cell	not available	not available	not available	not available	1	102214_SC_HEK293_25ug_HCD_FTMS_MS2_01_humanDB.sqt	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	102214_SC_HEK293_25ug_HCD_FTMS_MS2_01_humanDB.sqt	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Early embryonic cell
102214_SC_HEK293_25ug_HCD_FTMS_MS2_02	102214_SC_HEK293_25ug_HCD_FTMS_MS2_02	Homo sapiens	Early embryonic cell	not applicable	not available	HEK293_searched_with_UniProt_Human_and_ComPIL	Early embryonic cell	Early embryonic cell	not available	not available	not available	not available	1	102214_SC_HEK293_25ug_HCD_FTMS_MS2_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	102214_SC_HEK293_25ug_HCD_FTMS_MS2_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Early embryonic cell
102214_SC_HEK293_25ug_HCD_FTMS_MS2_02_ComPIL.sqt	102214_SC_HEK293_25ug_HCD_FTMS_MS2_02_ComPIL.sqt	Homo sapiens	Early embryonic cell	not applicable	not available	HEK293_searched_with_UniProt_Human_and_ComPIL	Early embryonic cell	Early embryonic cell	not available	not available	not available	not available	1	102214_SC_HEK293_25ug_HCD_FTMS_MS2_02_ComPIL.sqt	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	102214_SC_HEK293_25ug_HCD_FTMS_MS2_02_ComPIL.sqt	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Early embryonic cell
102214_SC_HEK293_25ug_HCD_FTMS_MS2_02_humanDB.sqt	102214_SC_HEK293_25ug_HCD_FTMS_MS2_02_humanDB.sqt	Homo sapiens	Early embryonic cell	not applicable	not available	HEK293_searched_with_UniProt_Human_and_ComPIL	Early embryonic cell	Early embryonic cell	not available	not available	not available	not available	1	102214_SC_HEK293_25ug_HCD_FTMS_MS2_02_humanDB.sqt	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	102214_SC_HEK293_25ug_HCD_FTMS_MS2_02_humanDB.sqt	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Early embryonic cell
102214_SC_HEK293_25ug_HCD_FTMS_MS2_03	102214_SC_HEK293_25ug_HCD_FTMS_MS2_03	Homo sapiens	Early embryonic cell	not applicable	not available	HEK293_searched_with_UniProt_Human_and_ComPIL	Early embryonic cell	Early embryonic cell	not available	not available	not available	not available	1	102214_SC_HEK293_25ug_HCD_FTMS_MS2_03	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	102214_SC_HEK293_25ug_HCD_FTMS_MS2_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Early embryonic cell
102214_SC_HEK293_25ug_HCD_FTMS_MS2_03_ComPIL.sqt	102214_SC_HEK293_25ug_HCD_FTMS_MS2_03_ComPIL.sqt	Homo sapiens	Early embryonic cell	not applicable	not available	HEK293_searched_with_UniProt_Human_and_ComPIL	Early embryonic cell	Early embryonic cell	not available	not available	not available	not available	1	102214_SC_HEK293_25ug_HCD_FTMS_MS2_03_ComPIL.sqt	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	102214_SC_HEK293_25ug_HCD_FTMS_MS2_03_ComPIL.sqt	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Early embryonic cell
102214_SC_HEK293_25ug_HCD_FTMS_MS2_03_humanDB.sqt	102214_SC_HEK293_25ug_HCD_FTMS_MS2_03_humanDB.sqt	Homo sapiens	Early embryonic cell	not applicable	not available	HEK293_searched_with_UniProt_Human_and_ComPIL	Early embryonic cell	Early embryonic cell	not available	not available	not available	not available	1	102214_SC_HEK293_25ug_HCD_FTMS_MS2_03_humanDB.sqt	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	102214_SC_HEK293_25ug_HCD_FTMS_MS2_03_humanDB.sqt	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Early embryonic cell
102214_SC_HEK293_25ug_HCD_FTMS_MS2_04	102214_SC_HEK293_25ug_HCD_FTMS_MS2_04	Homo sapiens	Early embryonic cell	not applicable	not available	HEK293_searched_with_UniProt_Human_and_ComPIL	Early embryonic cell	Early embryonic cell	not available	not available	not available	not available	1	102214_SC_HEK293_25ug_HCD_FTMS_MS2_04	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	102214_SC_HEK293_25ug_HCD_FTMS_MS2_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Early embryonic cell
