source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
SLPV02_BRD3_I14_01	SLPV02_BRD3_I14_01	metagenome	not available	not applicable	not available	Metaproteomic_analysis_of_mouse_gut_microbiota_in_the_early_life_taxonomic_functional_and_quantitative_analysis_to_evaluate_breastfeeding_modulation	not available	not available	not available	not available	not available	not available	1	SLPV02_BRD3_I14_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	SLPV02_BRD3_I14_01.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SLPV02_BRD3_I14_01_MGFPeaklist	SLPV02_BRD3_I14_01_MGFPeaklist	metagenome	not available	not applicable	not available	Metaproteomic_analysis_of_mouse_gut_microbiota_in_the_early_life_taxonomic_functional_and_quantitative_analysis_to_evaluate_breastfeeding_modulation	not available	not available	not available	not available	not available	not available	1	SLPV02_BRD3_I14_01_MGFPeaklist	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	SLPV02_BRD3_I14_01_MGFPeaklist.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SLPV02_BRD3_I14_02	SLPV02_BRD3_I14_02	metagenome	not available	not applicable	not available	Metaproteomic_analysis_of_mouse_gut_microbiota_in_the_early_life_taxonomic_functional_and_quantitative_analysis_to_evaluate_breastfeeding_modulation	not available	not available	not available	not available	not available	not available	1	SLPV02_BRD3_I14_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	SLPV02_BRD3_I14_02.wiff.scan	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SLPV02_BRD3_I14_02_MGFPeaklist	SLPV02_BRD3_I14_02_MGFPeaklist	metagenome	not available	not applicable	not available	Metaproteomic_analysis_of_mouse_gut_microbiota_in_the_early_life_taxonomic_functional_and_quantitative_analysis_to_evaluate_breastfeeding_modulation	not available	not available	not available	not available	not available	not available	1	SLPV02_BRD3_I14_02_MGFPeaklist	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	SLPV02_BRD3_I14_02_MGFPeaklist.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SLPV02_BRD3_I14_04	SLPV02_BRD3_I14_04	metagenome	not available	not applicable	not available	Metaproteomic_analysis_of_mouse_gut_microbiota_in_the_early_life_taxonomic_functional_and_quantitative_analysis_to_evaluate_breastfeeding_modulation	not available	not available	not available	not available	not available	not available	1	SLPV02_BRD3_I14_04	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	SLPV02_BRD3_I14_04.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SLPV02_BRD3_I14_04_MGFPeaklist	SLPV02_BRD3_I14_04_MGFPeaklist	metagenome	not available	not applicable	not available	Metaproteomic_analysis_of_mouse_gut_microbiota_in_the_early_life_taxonomic_functional_and_quantitative_analysis_to_evaluate_breastfeeding_modulation	not available	not available	not available	not available	not available	not available	1	SLPV02_BRD3_I14_04_MGFPeaklist	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	SLPV02_BRD3_I14_04_MGFPeaklist.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SLPV02_BRD3_I15_01	SLPV02_BRD3_I15_01	metagenome	not available	not applicable	not available	Metaproteomic_analysis_of_mouse_gut_microbiota_in_the_early_life_taxonomic_functional_and_quantitative_analysis_to_evaluate_breastfeeding_modulation	not available	not available	not available	not available	not available	not available	1	SLPV02_BRD3_I15_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	SLPV02_BRD3_I15_01.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SLPV02_BRD3_I15_01_MGFPeaklist	SLPV02_BRD3_I15_01_MGFPeaklist	metagenome	not available	not applicable	not available	Metaproteomic_analysis_of_mouse_gut_microbiota_in_the_early_life_taxonomic_functional_and_quantitative_analysis_to_evaluate_breastfeeding_modulation	not available	not available	not available	not available	not available	not available	1	SLPV02_BRD3_I15_01_MGFPeaklist	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	SLPV02_BRD3_I15_01_MGFPeaklist.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SLPV02_BRD3_I15_02	SLPV02_BRD3_I15_02	metagenome	not available	not applicable	not available	Metaproteomic_analysis_of_mouse_gut_microbiota_in_the_early_life_taxonomic_functional_and_quantitative_analysis_to_evaluate_breastfeeding_modulation	not available	not available	not available	not available	not available	not available	1	SLPV02_BRD3_I15_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	SLPV02_BRD3_I15_02.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SLPV02_BRD3_I15_02_MGFPeaklist	SLPV02_BRD3_I15_02_MGFPeaklist	metagenome	not available	not applicable	not available	Metaproteomic_analysis_of_mouse_gut_microbiota_in_the_early_life_taxonomic_functional_and_quantitative_analysis_to_evaluate_breastfeeding_modulation	not available	not available	not available	not available	not available	not available	1	SLPV02_BRD3_I15_02_MGFPeaklist	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	SLPV02_BRD3_I15_02_MGFPeaklist.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
