source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
210526_0977_097_S01_03	210526_0977_097_S01_03	Marine plankton environmental sample	sea water	not applicable	not available	Short-term_acidification_promotes_diverse_iron_acquisition_and_conservation_mechanisms_in_upwelling-associated_phytoplankton	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210526_0977_097_S01_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	210526_0977_097_S01_03.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
210526_0977_097_S02_04	210526_0977_097_S02_04	Marine plankton environmental sample	sea water	not applicable	not available	Short-term_acidification_promotes_diverse_iron_acquisition_and_conservation_mechanisms_in_upwelling-associated_phytoplankton	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210526_0977_097_S02_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	210526_0977_097_S02_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
210526_0977_097_S03_07	210526_0977_097_S03_07	Marine plankton environmental sample	sea water	not applicable	not available	Short-term_acidification_promotes_diverse_iron_acquisition_and_conservation_mechanisms_in_upwelling-associated_phytoplankton	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210526_0977_097_S03_07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	210526_0977_097_S03_07.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
210526_0977_097_S03_08	210526_0977_097_S03_08	Marine plankton environmental sample	sea water	not applicable	not available	Short-term_acidification_promotes_diverse_iron_acquisition_and_conservation_mechanisms_in_upwelling-associated_phytoplankton	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210526_0977_097_S03_08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	210526_0977_097_S03_08.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
210526_0977_097_S04_10	210526_0977_097_S04_10	Marine plankton environmental sample	sea water	not applicable	not available	Short-term_acidification_promotes_diverse_iron_acquisition_and_conservation_mechanisms_in_upwelling-associated_phytoplankton	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210526_0977_097_S04_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	210526_0977_097_S04_10.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
210526_0977_097_S04_11	210526_0977_097_S04_11	Marine plankton environmental sample	sea water	not applicable	not available	Short-term_acidification_promotes_diverse_iron_acquisition_and_conservation_mechanisms_in_upwelling-associated_phytoplankton	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210526_0977_097_S04_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	210526_0977_097_S04_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
210526_0977_097_S05_14	210526_0977_097_S05_14	Marine plankton environmental sample	sea water	not applicable	not available	Short-term_acidification_promotes_diverse_iron_acquisition_and_conservation_mechanisms_in_upwelling-associated_phytoplankton	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210526_0977_097_S05_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	210526_0977_097_S05_14.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
210526_0977_097_S07_20	210526_0977_097_S07_20	Marine plankton environmental sample	sea water	not applicable	not available	Short-term_acidification_promotes_diverse_iron_acquisition_and_conservation_mechanisms_in_upwelling-associated_phytoplankton	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210526_0977_097_S07_20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	210526_0977_097_S07_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
210526_0977_097_S08_22	210526_0977_097_S08_22	Marine plankton environmental sample	sea water	not applicable	not available	Short-term_acidification_promotes_diverse_iron_acquisition_and_conservation_mechanisms_in_upwelling-associated_phytoplankton	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210526_0977_097_S08_22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	210526_0977_097_S08_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
210526_0977_097_S09_25	210526_0977_097_S09_25	Marine plankton environmental sample	sea water	not applicable	not available	Short-term_acidification_promotes_diverse_iron_acquisition_and_conservation_mechanisms_in_upwelling-associated_phytoplankton	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210526_0977_097_S09_25	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	210526_0977_097_S09_25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
