source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
PrfaK08ri	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfaK08ri	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfaK08ri.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfaK08ri.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfaK03ri	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfaK03ri	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfaK03ri.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfaK03ri.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfAgelL10ri	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfAgelL10ri	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfAgelL10ri.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfAgelL10ri.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfAgelK18ri	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfAgelK18ri	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfAgelK18ri.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfAgelK18ri.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfAstarBHI07	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfAstarBHI07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfAstarBHI07.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfAstarBHI07.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfAgelK04	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfAgelK04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfAgelK04.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfAgelK04.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfaL10ri	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfaL10ri	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfaL10ri.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfaL10ri.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfAgelL06ri	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfAgelL06ri	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfAgelL06ri.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfAgelL06ri.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfaL04	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfaL04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfaL04.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfaL04.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfAstarBHIrepli02ri	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfAstarBHIrepli02ri	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfAstarBHIrepli02ri.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfAstarBHIrepli02ri.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfAstarBHIrepli05ri	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfAstarBHIrepli05ri	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfAstarBHIrepli05ri.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfAstarBHIrepli05ri.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfAstarBHIrepli04ri	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfAstarBHIrepli04ri	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfAstarBHIrepli04ri.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfAstarBHIrepli04ri.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfAgelL14	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfAgelL14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfAgelL14.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfAgelL14.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfAstarBHI03ri	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfAstarBHI03ri	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfAstarBHI03ri.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfAstarBHI03ri.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfAgelL09	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfAgelL09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfAgelL09.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfAgelL09.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfaK01	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfaK01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfaK01.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfaK01.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfAgelL19ri	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfAgelL19ri	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfAgelL19ri.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfAgelL19ri.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfAgelK07	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfAgelK07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfAgelK07.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfAgelK07.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfAstarBHIrepli09	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfAstarBHIrepli09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfAstarBHIrepli09.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfAstarBHIrepli09.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfAgelL02	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfAgelL02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfAgelL02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfAgelL02.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfAgelK10ri	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfAgelK10ri	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfAgelK10ri.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfAgelK10ri.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfaK04	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfaK04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfaK04.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfaK04.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfaL03ri	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfaL03ri	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfaL03ri.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfaL03ri.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfAgelK11	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfAgelK11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfAgelK11.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfAgelK11.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfaL02ri	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfaL02ri	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfaL02ri.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfaL02ri.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfaK09	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfaK09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfaK09.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfaK09.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfaK07	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfaK07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfaK07.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfaK07.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfAstarBHIrepli03ri	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfAstarBHIrepli03ri	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfAstarBHIrepli03ri.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfAstarBHIrepli03ri.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfaK05	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfaK05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfaK05.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfaK05.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfaK02	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfaK02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfaK02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfaK02.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfaK09ri	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfaK09ri	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfaK09ri.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfaK09ri.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfaL10	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfaL10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfaL10.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfaL10.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfAgelL07ri	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfAgelL07ri	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfAgelL07ri.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfAgelL07ri.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfAgelK11ri	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfAgelK11ri	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfAgelK11ri.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfAgelK11ri.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfAgelL12ri	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfAgelL12ri	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfAgelL12ri.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfAgelL12ri.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfAgelK08	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfAgelK08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfAgelK08.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfAgelK08.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfAstarBHIrepli01ri	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfAstarBHIrepli01ri	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfAstarBHIrepli01ri.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfAstarBHIrepli01ri.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfAgelL03	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfAgelL03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfAgelL03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfAgelL03.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfAstarBHI08	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfAstarBHI08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfAstarBHI08.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfAstarBHI08.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfAgelL03ri	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfAgelL03ri	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfAgelL03ri.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfAgelL03ri.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfAstarBHI10	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfAstarBHI10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfAstarBHI10.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfAstarBHI10.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfAgelK14ri	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfAgelK14ri	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfAgelK14ri.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfAgelK14ri.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfAgelL21ri	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfAgelL21ri	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfAgelL21ri.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfAgelL21ri.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfAgelK10	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfAgelK10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfAgelK10.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfAgelK10.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfAgelL04ri	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfAgelL04ri	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfAgelL04ri.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfAgelL04ri.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfaL07ri	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfaL07ri	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfaL07ri.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfaL07ri.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfAstarBHIrepli08ri	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfAstarBHIrepli08ri	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfAstarBHIrepli08ri.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfAstarBHIrepli08ri.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PrfAstarBHI08ri	Listeria monocytogenes egd-e	not available	not applicable	not available	1	PrfAstarBHI08ri	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	PrfAstarBHI08ri.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001108/PrfAstarBHI08ri.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
