source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[phenotype]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	factor value[phenotype]
keratinocyte_1	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=keratinocyte;AC=CL:0000312	not available	keratinocyte	1	run_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	500 ppm	1	1	20171215_RT_Col0038_Ctrl1_01.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	keratinocyte
keratinocyte_2	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=keratinocyte;AC=CL:0000312	not available	keratinocyte	2	run_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	500 ppm	1	1	20171215_RT_Col0038_Ctrl1_02.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	keratinocyte
keratinocyte_3	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=keratinocyte;AC=CL:0000312	not available	keratinocyte	3	run_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	500 ppm	1	1	20171215_RT_Col0038_Ctrl1_03.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	keratinocyte
keratinocyte_4	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=keratinocyte;AC=CL:0000312	not available	keratinocyte	4	run_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	500 ppm	1	1	20171215_RT_Col0038_Ctrl1_04.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	keratinocyte
keratinocyte_5	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=keratinocyte;AC=CL:0000312	not available	keratinocyte	5	run_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	500 ppm	1	1	20171215_RT_Col0038_Ctrl1_05.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	keratinocyte
keratinocyte_6	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=keratinocyte;AC=CL:0000312	not available	keratinocyte	6	run_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	500 ppm	1	1	20171215_RT_Col0038_Ctrl1_06.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	keratinocyte
keratinocyte_7	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=keratinocyte;AC=CL:0000312	not available	keratinocyte	7	run_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	500 ppm	1	1	20171215_RT_Col0038_Ctrl1_07.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	keratinocyte
keratinocyte_8	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=keratinocyte;AC=CL:0000312	not available	keratinocyte	8	run_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	500 ppm	1	1	20171215_RT_Col0038_Ctrl1_08.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	keratinocyte
keratinocyte_9	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=keratinocyte;AC=CL:0000312	not available	keratinocyte	9	run_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	500 ppm	1	1	20171215_RT_Col0038_Ctrl1_09.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	keratinocyte
keratinocyte_10	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=keratinocyte;AC=CL:0000312	not available	keratinocyte	10	run_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	500 ppm	1	1	20171215_RT_Col0038_Ctrl1_10.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	keratinocyte
