source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
D2_SEATS_DCM_A_DOM_9.21	D2_SEATS_DCM_A_DOM_9.21	Marine sediment bacterium isa-3146	sea water	not applicable	not available	Metaproteomic_analysis_of_viral_concentrates_reveals_vertical_shift_of_viral_community_and_microbial_metabolism_in_the_ocean	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	D2_SEATS_DCM_A_DOM_9.21	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	D2_SEATS_DCM_A_DOM_9.21.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
D6_SEATS_DCM_B_DOM_9.22	D6_SEATS_DCM_B_DOM_9.22	Marine sediment bacterium isa-3146	sea water	not applicable	not available	Metaproteomic_analysis_of_viral_concentrates_reveals_vertical_shift_of_viral_community_and_microbial_metabolism_in_the_ocean	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	D6_SEATS_DCM_B_DOM_9.22	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	D6_SEATS_DCM_B_DOM_9.22.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
P1301230009_1	P1301230009_1	Marine sediment bacterium isa-3146	sea water	not applicable	not available	Metaproteomic_analysis_of_viral_concentrates_reveals_vertical_shift_of_viral_community_and_microbial_metabolism_in_the_ocean	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	P1301230009_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	P1301230009_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
P1301230009_10	P1301230009_10	Marine sediment bacterium isa-3146	sea water	not applicable	not available	Metaproteomic_analysis_of_viral_concentrates_reveals_vertical_shift_of_viral_community_and_microbial_metabolism_in_the_ocean	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	P1301230009_10	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	P1301230009_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
P1301230009_2	P1301230009_2	Marine sediment bacterium isa-3146	sea water	not applicable	not available	Metaproteomic_analysis_of_viral_concentrates_reveals_vertical_shift_of_viral_community_and_microbial_metabolism_in_the_ocean	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	P1301230009_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	P1301230009_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
P1301230009_3	P1301230009_3	Marine sediment bacterium isa-3146	sea water	not applicable	not available	Metaproteomic_analysis_of_viral_concentrates_reveals_vertical_shift_of_viral_community_and_microbial_metabolism_in_the_ocean	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	P1301230009_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	P1301230009_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
P1301230009_4	P1301230009_4	Marine sediment bacterium isa-3146	sea water	not applicable	not available	Metaproteomic_analysis_of_viral_concentrates_reveals_vertical_shift_of_viral_community_and_microbial_metabolism_in_the_ocean	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	P1301230009_4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	P1301230009_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
P1301230009_5	P1301230009_5	Marine sediment bacterium isa-3146	sea water	not applicable	not available	Metaproteomic_analysis_of_viral_concentrates_reveals_vertical_shift_of_viral_community_and_microbial_metabolism_in_the_ocean	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	P1301230009_5	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	P1301230009_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
P1301230009_6	P1301230009_6	Marine sediment bacterium isa-3146	sea water	not applicable	not available	Metaproteomic_analysis_of_viral_concentrates_reveals_vertical_shift_of_viral_community_and_microbial_metabolism_in_the_ocean	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	P1301230009_6	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	P1301230009_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
P1301230009_7	P1301230009_7	Marine sediment bacterium isa-3146	sea water	not applicable	not available	Metaproteomic_analysis_of_viral_concentrates_reveals_vertical_shift_of_viral_community_and_microbial_metabolism_in_the_ocean	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	P1301230009_7	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	P1301230009_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
P1301230009_8	P1301230009_8	Marine sediment bacterium isa-3146	sea water	not applicable	not available	Metaproteomic_analysis_of_viral_concentrates_reveals_vertical_shift_of_viral_community_and_microbial_metabolism_in_the_ocean	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	P1301230009_8	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	P1301230009_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
