source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Athaliana_sproutsWWC_04a_02182017	Arabidopsis thaliana	Sprout	1	Athaliana_sproutsWWC_04a_02182017	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Athaliana_sproutsWWC_04a_02182017.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Sprout
A_thaliana_sprouts_SEC_34a_02112017	Arabidopsis thaliana	Sprout	1	A_thaliana_sprouts_SEC_34a_02112017	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	A_thaliana_sprouts_SEC_34a_02112017.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Sprout
A_thaliana_sprouts_SEC_49a_02092017	Arabidopsis thaliana	Sprout	1	A_thaliana_sprouts_SEC_49a_02092017	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	A_thaliana_sprouts_SEC_49a_02092017.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Sprout
A_thaliana_sprouts_SEC_12a_02112017	Arabidopsis thaliana	Sprout	1	A_thaliana_sprouts_SEC_12a_02112017	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	A_thaliana_sprouts_SEC_12a_02112017.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Sprout
A_thaliana_sprouts_SEC_24a_02122017	Arabidopsis thaliana	Sprout	1	A_thaliana_sprouts_SEC_24a_02122017	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	A_thaliana_sprouts_SEC_24a_02122017.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Sprout
A_thaliana_sprouts_SEC_44a_02112017	Arabidopsis thaliana	Sprout	1	A_thaliana_sprouts_SEC_44a_02112017	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	A_thaliana_sprouts_SEC_44a_02112017.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Sprout
Athaliana_sproutsWWC_20a_02192017	Arabidopsis thaliana	Sprout	1	Athaliana_sproutsWWC_20a_02192017	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Athaliana_sproutsWWC_20a_02192017.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Sprout
Athaliana_sproutsWWC_30a_02192017	Arabidopsis thaliana	Sprout	1	Athaliana_sproutsWWC_30a_02192017	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Athaliana_sproutsWWC_30a_02192017.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Sprout
A_thaliana_sprouts_SEC_38a_02092017	Arabidopsis thaliana	Sprout	1	A_thaliana_sprouts_SEC_38a_02092017	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	A_thaliana_sprouts_SEC_38a_02092017.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Sprout
A_thaliana_sprouts_SEC_07a_02102017	Arabidopsis thaliana	Sprout	1	A_thaliana_sprouts_SEC_07a_02102017	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	A_thaliana_sprouts_SEC_07a_02102017.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Sprout
