source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
allSpectra.HCD.ITMS.iso_163.apl	allSpectra.HCD.ITMS.iso_163.apl	Betainfluenzavirus	Blood	not applicable	not available	A_proteomics-based_method_for_identifying_antigens_within_immune_complexes	Blood	Blood	not available	not available	not available	not available	1	allSpectra.HCD.ITMS.iso_163.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	allSpectra.HCD.ITMS.iso_163.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood
allSpectra.HCD.ITMS.iso_188.apl	allSpectra.HCD.ITMS.iso_188.apl	Betainfluenzavirus	Blood	not applicable	not available	A_proteomics-based_method_for_identifying_antigens_within_immune_complexes	Blood	Blood	not available	not available	not available	not available	1	allSpectra.HCD.ITMS.iso_188.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	allSpectra.HCD.ITMS.iso_188.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood
allSpectra.HCD.ITMS.iso_215.apl	allSpectra.HCD.ITMS.iso_215.apl	Betainfluenzavirus	Blood	not applicable	not available	A_proteomics-based_method_for_identifying_antigens_within_immune_complexes	Blood	Blood	not available	not available	not available	not available	1	allSpectra.HCD.ITMS.iso_215.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	allSpectra.HCD.ITMS.iso_215.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood
allSpectra.HCD.ITMS.iso_228.apl	allSpectra.HCD.ITMS.iso_228.apl	Betainfluenzavirus	Blood	not applicable	not available	A_proteomics-based_method_for_identifying_antigens_within_immune_complexes	Blood	Blood	not available	not available	not available	not available	1	allSpectra.HCD.ITMS.iso_228.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	allSpectra.HCD.ITMS.iso_228.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood
allSpectra.HCD.ITMS.iso_240.apl	allSpectra.HCD.ITMS.iso_240.apl	Betainfluenzavirus	Blood	not applicable	not available	A_proteomics-based_method_for_identifying_antigens_within_immune_complexes	Blood	Blood	not available	not available	not available	not available	1	allSpectra.HCD.ITMS.iso_240.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	allSpectra.HCD.ITMS.iso_240.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood
allSpectra.HCD.ITMS.iso_246.apl	allSpectra.HCD.ITMS.iso_246.apl	Betainfluenzavirus	Blood	not applicable	not available	A_proteomics-based_method_for_identifying_antigens_within_immune_complexes	Blood	Blood	not available	not available	not available	not available	1	allSpectra.HCD.ITMS.iso_246.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	allSpectra.HCD.ITMS.iso_246.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood
allSpectra.HCD.ITMS.iso_256.apl	allSpectra.HCD.ITMS.iso_256.apl	Betainfluenzavirus	Blood	not applicable	not available	A_proteomics-based_method_for_identifying_antigens_within_immune_complexes	Blood	Blood	not available	not available	not available	not available	1	allSpectra.HCD.ITMS.iso_256.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	allSpectra.HCD.ITMS.iso_256.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood
allSpectra.HCD.ITMS.iso_308.apl	allSpectra.HCD.ITMS.iso_308.apl	Betainfluenzavirus	Blood	not applicable	not available	A_proteomics-based_method_for_identifying_antigens_within_immune_complexes	Blood	Blood	not available	not available	not available	not available	1	allSpectra.HCD.ITMS.iso_308.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	allSpectra.HCD.ITMS.iso_308.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood
allSpectra.HCD.ITMS.iso_316.apl	allSpectra.HCD.ITMS.iso_316.apl	Betainfluenzavirus	Blood	not applicable	not available	A_proteomics-based_method_for_identifying_antigens_within_immune_complexes	Blood	Blood	not available	not available	not available	not available	1	allSpectra.HCD.ITMS.iso_316.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	allSpectra.HCD.ITMS.iso_316.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood
allSpectra.HCD.ITMS.iso_33.apl	allSpectra.HCD.ITMS.iso_33.apl	Betainfluenzavirus	Blood	not applicable	not available	A_proteomics-based_method_for_identifying_antigens_within_immune_complexes	Blood	Blood	not available	not available	not available	not available	1	allSpectra.HCD.ITMS.iso_33.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	allSpectra.HCD.ITMS.iso_33.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood
allSpectra.HCD.ITMS.iso_337.apl	allSpectra.HCD.ITMS.iso_337.apl	Betainfluenzavirus	Blood	not applicable	not available	A_proteomics-based_method_for_identifying_antigens_within_immune_complexes	Blood	Blood	not available	not available	not available	not available	1	allSpectra.HCD.ITMS.iso_337.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	allSpectra.HCD.ITMS.iso_337.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood
allSpectra.HCD.ITMS.iso_40.apl	allSpectra.HCD.ITMS.iso_40.apl	Betainfluenzavirus	Blood	not applicable	not available	A_proteomics-based_method_for_identifying_antigens_within_immune_complexes	Blood	Blood	not available	not available	not available	not available	1	allSpectra.HCD.ITMS.iso_40.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	allSpectra.HCD.ITMS.iso_40.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood
allSpectra.HCD.ITMS.iso_444.apl	allSpectra.HCD.ITMS.iso_444.apl	Betainfluenzavirus	Blood	not applicable	not available	A_proteomics-based_method_for_identifying_antigens_within_immune_complexes	Blood	Blood	not available	not available	not available	not available	1	allSpectra.HCD.ITMS.iso_444.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	allSpectra.HCD.ITMS.iso_444.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood
allSpectra.HCD.ITMS.iso_459.apl	allSpectra.HCD.ITMS.iso_459.apl	Betainfluenzavirus	Blood	not applicable	not available	A_proteomics-based_method_for_identifying_antigens_within_immune_complexes	Blood	Blood	not available	not available	not available	not available	1	allSpectra.HCD.ITMS.iso_459.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	allSpectra.HCD.ITMS.iso_459.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood
allSpectra.HCD.ITMS.iso_466.apl	allSpectra.HCD.ITMS.iso_466.apl	Betainfluenzavirus	Blood	not applicable	not available	A_proteomics-based_method_for_identifying_antigens_within_immune_complexes	Blood	Blood	not available	not available	not available	not available	1	allSpectra.HCD.ITMS.iso_466.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	allSpectra.HCD.ITMS.iso_466.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood
allSpectra.HCD.ITMS.iso_471.apl	allSpectra.HCD.ITMS.iso_471.apl	Betainfluenzavirus	Blood	not applicable	not available	A_proteomics-based_method_for_identifying_antigens_within_immune_complexes	Blood	Blood	not available	not available	not available	not available	1	allSpectra.HCD.ITMS.iso_471.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	allSpectra.HCD.ITMS.iso_471.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood
allSpectra.HCD.ITMS.iso_474.apl	allSpectra.HCD.ITMS.iso_474.apl	Betainfluenzavirus	Blood	not applicable	not available	A_proteomics-based_method_for_identifying_antigens_within_immune_complexes	Blood	Blood	not available	not available	not available	not available	1	allSpectra.HCD.ITMS.iso_474.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	allSpectra.HCD.ITMS.iso_474.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood
allSpectra.HCD.ITMS.iso_48.apl	allSpectra.HCD.ITMS.iso_48.apl	Betainfluenzavirus	Blood	not applicable	not available	A_proteomics-based_method_for_identifying_antigens_within_immune_complexes	Blood	Blood	not available	not available	not available	not available	1	allSpectra.HCD.ITMS.iso_48.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	allSpectra.HCD.ITMS.iso_48.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood
allSpectra.HCD.ITMS.iso_49.apl	allSpectra.HCD.ITMS.iso_49.apl	Betainfluenzavirus	Blood	not applicable	not available	A_proteomics-based_method_for_identifying_antigens_within_immune_complexes	Blood	Blood	not available	not available	not available	not available	1	allSpectra.HCD.ITMS.iso_49.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	allSpectra.HCD.ITMS.iso_49.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood
allSpectra.HCD.ITMS.iso_500.apl	allSpectra.HCD.ITMS.iso_500.apl	Betainfluenzavirus	Blood	not applicable	not available	A_proteomics-based_method_for_identifying_antigens_within_immune_complexes	Blood	Blood	not available	not available	not available	not available	1	allSpectra.HCD.ITMS.iso_500.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	allSpectra.HCD.ITMS.iso_500.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood
allSpectra.HCD.ITMS.iso_501.apl	allSpectra.HCD.ITMS.iso_501.apl	Betainfluenzavirus	Blood	not applicable	not available	A_proteomics-based_method_for_identifying_antigens_within_immune_complexes	Blood	Blood	not available	not available	not available	not available	1	allSpectra.HCD.ITMS.iso_501.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	allSpectra.HCD.ITMS.iso_501.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood
