source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[sdrf template]
Sample1	Escherichia coli	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	0313.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample2	Escherichia coli	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	Data012036.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample3	Escherichia coli	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	0214.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample4	Escherichia coli	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	Data012016.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	4	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample5	Escherichia coli	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	Data01204.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	5	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample6	Escherichia coli	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	Data012024.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	6	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample7	Escherichia coli	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	Data012020.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	7	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample8	Escherichia coli	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	Data012028.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	8	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample9	Escherichia coli	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	Data012032.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	9	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample10	Escherichia coli	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	Data012012.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	10	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
