source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
MP_HK_PS_05102019_GW_HPF2_02_06_DDA01	MP_HK_PS_05102019_GW_HPF2_02_06_DDA01	Wastewater metagenome	wastewater	not applicable	not available	A_deep_comparative_metaproteomic_study_on_the_complex_wastewater_treatment_microbiome	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	MP_HK_PS_05102019_GW_HPF2_02_06_DDA01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	MP_HK_PS_05102019_GW_HPF2_02_06_DDA01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
MP_HK_PS_05102019_GW_HPF2_02_06_DDA02	MP_HK_PS_05102019_GW_HPF2_02_06_DDA02	Wastewater metagenome	wastewater	not applicable	not available	A_deep_comparative_metaproteomic_study_on_the_complex_wastewater_treatment_microbiome	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	MP_HK_PS_05102019_GW_HPF2_02_06_DDA02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	MP_HK_PS_05102019_GW_HPF2_02_06_DDA02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
MP_HK_PS_05102019_GW_HPF2_03_07_DDA01	MP_HK_PS_05102019_GW_HPF2_03_07_DDA01	Wastewater metagenome	wastewater	not applicable	not available	A_deep_comparative_metaproteomic_study_on_the_complex_wastewater_treatment_microbiome	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	MP_HK_PS_05102019_GW_HPF2_03_07_DDA01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	MP_HK_PS_05102019_GW_HPF2_03_07_DDA01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
MP_HK_PS_05102019_GW_HPF2_03_07_DDA02	MP_HK_PS_05102019_GW_HPF2_03_07_DDA02	Wastewater metagenome	wastewater	not applicable	not available	A_deep_comparative_metaproteomic_study_on_the_complex_wastewater_treatment_microbiome	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	MP_HK_PS_05102019_GW_HPF2_03_07_DDA02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	MP_HK_PS_05102019_GW_HPF2_03_07_DDA02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
MP_HK_PS_05102019_GW_HPF2_04_08_DDA01	MP_HK_PS_05102019_GW_HPF2_04_08_DDA01	Wastewater metagenome	wastewater	not applicable	not available	A_deep_comparative_metaproteomic_study_on_the_complex_wastewater_treatment_microbiome	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	MP_HK_PS_05102019_GW_HPF2_04_08_DDA01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	MP_HK_PS_05102019_GW_HPF2_04_08_DDA01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
MP_HK_PS_05102019_GW_HPF2_04_08_DDA02	MP_HK_PS_05102019_GW_HPF2_04_08_DDA02	Wastewater metagenome	wastewater	not applicable	not available	A_deep_comparative_metaproteomic_study_on_the_complex_wastewater_treatment_microbiome	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	MP_HK_PS_05102019_GW_HPF2_04_08_DDA02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	MP_HK_PS_05102019_GW_HPF2_04_08_DDA02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
MP_HK_PS_05102019_GW_HPF2_05_DDA01	MP_HK_PS_05102019_GW_HPF2_05_DDA01	Wastewater metagenome	wastewater	not applicable	not available	A_deep_comparative_metaproteomic_study_on_the_complex_wastewater_treatment_microbiome	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	MP_HK_PS_05102019_GW_HPF2_05_DDA01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	MP_HK_PS_05102019_GW_HPF2_05_DDA01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
MP_HK_PS_05102019_GW_HPF2_05_DDA02	MP_HK_PS_05102019_GW_HPF2_05_DDA02	Wastewater metagenome	wastewater	not applicable	not available	A_deep_comparative_metaproteomic_study_on_the_complex_wastewater_treatment_microbiome	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	MP_HK_PS_05102019_GW_HPF2_05_DDA02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	MP_HK_PS_05102019_GW_HPF2_05_DDA02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
MP_HK_PS_12102019_Gr_HPF2_02_06_DDA01	MP_HK_PS_12102019_Gr_HPF2_02_06_DDA01	Wastewater metagenome	wastewater	not applicable	not available	A_deep_comparative_metaproteomic_study_on_the_complex_wastewater_treatment_microbiome	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	MP_HK_PS_12102019_Gr_HPF2_02_06_DDA01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	MP_HK_PS_12102019_Gr_HPF2_02_06_DDA01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
MP_HK_PS_12102019_Gr_HPF2_02_06_DDA02	MP_HK_PS_12102019_Gr_HPF2_02_06_DDA02	Wastewater metagenome	wastewater	not applicable	not available	A_deep_comparative_metaproteomic_study_on_the_complex_wastewater_treatment_microbiome	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	MP_HK_PS_12102019_Gr_HPF2_02_06_DDA02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	MP_HK_PS_12102019_Gr_HPF2_02_06_DDA02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
