source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[individual]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Ecoli_1_Escherichia_coli_1	Escherichia coli	not available	not available	1	not available	not applicable	not available	not available	not available	Proteomics_Ecoli_1	proteomic profiling by mass spectrometry	1	TGR_02645_1p4.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=lys-c;AC=MS:1001309	NT=TMT	1	not applicable	20 ppm	0.02 Da	not available	NT=ms-proteomics;VV=v1.1.0
Hsapiens_1_Homo_sapiens_1	Homo sapiens	not available	not available	1	not available	not applicable	not available	not available	not available	Proteomics_Hsapiens_1	proteomic profiling by mass spectrometry	1	g0736_TMT1_FullAGCrange_30kRP.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=lys-c;AC=MS:1001309	NT=TMT	1	not applicable	20 ppm	0.02 Da	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_2_Escherichia_coli_2	Escherichia coli	not available	not available	2	not available	not applicable	not available	not available	not available	Proteomics_Ecoli_2	proteomic profiling by mass spectrometry	1	TGR_02607.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=lys-c;AC=MS:1001309	NT=TMT	2	not applicable	20 ppm	0.02 Da	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_3_Escherichia_coli_3	Escherichia coli	not available	not available	3	not available	not applicable	not available	not available	not available	Proteomics_Ecoli_3	proteomic profiling by mass spectrometry	1	TGR_02603.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=lys-c;AC=MS:1001309	NT=TMT	3	not applicable	20 ppm	0.02 Da	not available	NT=ms-proteomics;VV=v1.1.0
Hsapiens_2_Homo_sapiens_2	Homo sapiens	not available	not available	2	not available	not applicable	not available	not available	not available	Proteomics_Hsapiens_2	proteomic profiling by mass spectrometry	1	g0737_TMT1_FullAGCrange_60kRP.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=lys-c;AC=MS:1001309	NT=TMT	2	not applicable	20 ppm	0.02 Da	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_4_Escherichia_coli_4	Escherichia coli	not available	not available	4	not available	not applicable	not available	not available	not available	Proteomics_Ecoli_4	proteomic profiling by mass spectrometry	1	TGR_02605.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=lys-c;AC=MS:1001309	NT=TMT	4	not applicable	20 ppm	0.02 Da	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_5_Escherichia_coli_5	Escherichia coli	not available	not available	5	not available	not applicable	not available	not available	not available	Proteomics_Ecoli_5	proteomic profiling by mass spectrometry	1	TGR_02606.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=lys-c;AC=MS:1001309	NT=TMT	5	not applicable	20 ppm	0.02 Da	not available	NT=ms-proteomics;VV=v1.1.0
Hsapiens_3_Homo_sapiens_3	Homo sapiens	not available	not available	3	not available	not applicable	not available	not available	not available	Proteomics_Hsapiens_3	proteomic profiling by mass spectrometry	1	g0735_TMT1_FullAGCrange_15kRP.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=lys-c;AC=MS:1001309	NT=TMT	3	not applicable	20 ppm	0.02 Da	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_6_Escherichia_coli_6	Escherichia coli	not available	not available	6	not available	not applicable	not available	not available	not available	Proteomics_Ecoli_6	proteomic profiling by mass spectrometry	1	TGR_02647_1p2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=lys-c;AC=MS:1001309	NT=TMT	6	not applicable	20 ppm	0.02 Da	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_7_Escherichia_coli_7	Escherichia coli	not available	not available	7	not available	not applicable	not available	not available	not available	Proteomics_Ecoli_7	proteomic profiling by mass spectrometry	1	TGR_02604.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=lys-c;AC=MS:1001309	NT=TMT	7	not applicable	20 ppm	0.02 Da	not available	NT=ms-proteomics;VV=v1.1.0
