source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[growth condition]	characteristics[treatment]	characteristics[material type]	characteristics[sample type]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[treatment]
prep1_22C	Malus domestica	shoot system	not applicable	normal	not available	not available	in vitro microshoots	22 C control growth temperature	organism part	study sample	pooled	1	FASP 20180309 1K_GB1_01_5875	proteomic profiling by mass spectrometry	NT=maXis 4G;AC=MS:1002279	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	FASP 20180309 1K_GB1_01_5875.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	22 C control growth temperature
prep1_4C	Malus domestica	shoot system	not applicable	normal	not available	not available	in vitro microshoots	4 C growth temperature	organism part	study sample	pooled	1	FASP 20180309 1S_GB2_01_5877	proteomic profiling by mass spectrometry	NT=maXis 4G;AC=MS:1002279	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	FASP 20180309 1S_GB2_01_5877.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	4 C growth temperature
prep2_22C	Malus domestica	shoot system	not applicable	normal	not available	not available	in vitro microshoots	22 C control growth temperature	organism part	study sample	pooled	2	FASP 18-03-08 2K_GD2_01_5961	proteomic profiling by mass spectrometry	NT=maXis 4G;AC=MS:1002279	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	FASP 18-03-08 2K_GD2_01_5961.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	22 C control growth temperature
prep2_4C	Malus domestica	shoot system	not applicable	normal	not available	not available	in vitro microshoots	4 C growth temperature	organism part	study sample	pooled	2	FASP 18-03-08 2S_GE2_01_5963	proteomic profiling by mass spectrometry	NT=maXis 4G;AC=MS:1002279	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	FASP 18-03-08 2S_GE2_01_5963.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	4 C growth temperature
prep4_22C	Malus domestica	shoot system	not applicable	normal	not available	not available	in vitro microshoots	22 C control growth temperature	organism part	study sample	pooled	4	FASP 20180309 4K_GB7_01_5907	proteomic profiling by mass spectrometry	NT=maXis 4G;AC=MS:1002279	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	FASP 20180309 4K_GB7_01_5907.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	22 C control growth temperature
prep4_4C	Malus domestica	shoot system	not applicable	normal	not available	not available	in vitro microshoots	4 C growth temperature	organism part	study sample	pooled	4	FASP 20180309 4S_GB8_01_5909	proteomic profiling by mass spectrometry	NT=maXis 4G;AC=MS:1002279	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	FASP 20180309 4S_GB8_01_5909.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	4 C growth temperature
prep7_22C	Malus domestica	shoot system	not applicable	normal	not available	not available	in vitro microshoots	22 C control growth temperature	organism part	study sample	pooled	7	FASP 18-03-08 7K_GD7_01_5965	proteomic profiling by mass spectrometry	NT=maXis 4G;AC=MS:1002279	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	FASP 18-03-08 7K_GD7_01_5965.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	22 C control growth temperature
prep7_4C	Malus domestica	shoot system	not applicable	normal	not available	not available	in vitro microshoots	4 C growth temperature	organism part	study sample	pooled	7	FASP 18-03-08 7S_GE7_01_5967	proteomic profiling by mass spectrometry	NT=maXis 4G;AC=MS:1002279	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	FASP 18-03-08 7S_GE7_01_5967.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	4 C growth temperature
