source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[material type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	assay name	technology type	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[proteomics data acquisition method]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[disease]
MHCC97H sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	MHCC97H	CVCL_4973	MHCC-97H	not available	not available	run 69	proteomic profiling by mass spectrometry	6	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	MHCC97H_R1_F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
MHCC97H sample 2	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	2	cell line	MHCC97H	CVCL_4973	MHCC-97H	not available	not available	run 70	proteomic profiling by mass spectrometry	1	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	MHCC97H_R2_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
MHCC97H sample 2	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	2	cell line	MHCC97H	CVCL_4973	MHCC-97H	not available	not available	run 71	proteomic profiling by mass spectrometry	6	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	MHCC97H_R2_F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
MHCC97H sample 3	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	3	cell line	MHCC97H	CVCL_4973	MHCC-97H	not available	not available	run 72	proteomic profiling by mass spectrometry	1	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	MHCC97H_R3_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
MHCC97H sample 3	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	3	cell line	MHCC97H	CVCL_4973	MHCC-97H	not available	not available	run 73	proteomic profiling by mass spectrometry	2	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	MHCC97H_R3_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
MHCC97H sample 3	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	3	cell line	MHCC97H	CVCL_4973	MHCC-97H	not available	not available	run 74	proteomic profiling by mass spectrometry	3	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	MHCC97H_R3_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
MHCC97H sample 3	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	3	cell line	MHCC97H	CVCL_4973	MHCC-97H	not available	not available	run 75	proteomic profiling by mass spectrometry	5	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	MHCC97H_R3_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HCCLM3 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HCCLM3	CVCL_6832	HCC-LM3	not available	not available	run 76	proteomic profiling by mass spectrometry	2	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HCCLM3_R1_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HCCLM3 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HCCLM3	CVCL_6832	HCC-LM3	not available	not available	run 77	proteomic profiling by mass spectrometry	4	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HCCLM3_R1_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HCCLM3 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HCCLM3	CVCL_6832	HCC-LM3	not available	not available	run 78	proteomic profiling by mass spectrometry	5	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HCCLM3_R1_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HCCLM3 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HCCLM3	CVCL_6832	HCC-LM3	not available	not available	run 79	proteomic profiling by mass spectrometry	6	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HCCLM3_R1_F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HCCLM3 sample 2	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	2	cell line	HCCLM3	CVCL_6832	HCC-LM3	not available	not available	run 80	proteomic profiling by mass spectrometry	1	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HCCLM3_R2_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HCCLM3 sample 2	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	2	cell line	HCCLM3	CVCL_6832	HCC-LM3	not available	not available	run 81	proteomic profiling by mass spectrometry	2	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HCCLM3_R2_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HCCLM3 sample 2	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	2	cell line	HCCLM3	CVCL_6832	HCC-LM3	not available	not available	run 82	proteomic profiling by mass spectrometry	3	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HCCLM3_R2_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HCCLM3 sample 2	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	2	cell line	HCCLM3	CVCL_6832	HCC-LM3	not available	not available	run 83	proteomic profiling by mass spectrometry	4	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HCCLM3_R2_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HCCLM3 sample 2	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	2	cell line	HCCLM3	CVCL_6832	HCC-LM3	not available	not available	run 84	proteomic profiling by mass spectrometry	5	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HCCLM3_R2_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HCCLM3 sample 3	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	3	cell line	HCCLM3	CVCL_6832	HCC-LM3	not available	not available	run 85	proteomic profiling by mass spectrometry	1	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HCCLM3_R3_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HCCLM3 sample 3	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	3	cell line	HCCLM3	CVCL_6832	HCC-LM3	not available	not available	run 86	proteomic profiling by mass spectrometry	3	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HCCLM3_R3_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HCCLM3 sample 3	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	3	cell line	HCCLM3	CVCL_6832	HCC-LM3	not available	not available	run 87	proteomic profiling by mass spectrometry	4	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HCCLM3_R3_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HCCLM3 sample 3	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	3	cell line	HCCLM3	CVCL_6832	HCC-LM3	not available	not available	run 88	proteomic profiling by mass spectrometry	6	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HCCLM3_R3_F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HCCLM6 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HCCLM6	CVCL_4979	HCC-LM6	not available	not available	run 89	proteomic profiling by mass spectrometry	1	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HCCLM6_R1_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HCCLM6 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HCCLM6	CVCL_4979	HCC-LM6	not available	not available	run 90	proteomic profiling by mass spectrometry	2	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HCCLM6_R1_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HCCLM6 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HCCLM6	CVCL_4979	HCC-LM6	not available	not available	run 91	proteomic profiling by mass spectrometry	6	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HCCLM6_R1_F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HCCLM6 sample 2	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	2	cell line	HCCLM6	CVCL_4979	HCC-LM6	not available	not available	run 92	proteomic profiling by mass spectrometry	1	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HCCLM6_R2_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HCCLM6 sample 2	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	2	cell line	HCCLM6	CVCL_4979	HCC-LM6	not available	not available	run 93	proteomic profiling by mass spectrometry	2	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HCCLM6_R2_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HCCLM6 sample 2	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	2	cell line	HCCLM6	CVCL_4979	HCC-LM6	not available	not available	run 94	proteomic profiling by mass spectrometry	3	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HCCLM6_R2_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HCCLM6 sample 2	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	2	cell line	HCCLM6	CVCL_4979	HCC-LM6	not available	not available	run 95	proteomic profiling by mass spectrometry	4	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HCCLM6_R2_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HCCLM6 sample 2	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	2	cell line	HCCLM6	CVCL_4979	HCC-LM6	not available	not available	run 96	proteomic profiling by mass spectrometry	5	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HCCLM6_R2_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HCCLM6 sample 3	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	3	cell line	HCCLM6	CVCL_4979	HCC-LM6	not available	not available	run 97	proteomic profiling by mass spectrometry	1	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HCCLM6_R3_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HCCLM6 sample 3	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	3	cell line	HCCLM6	CVCL_4979	HCC-LM6	not available	not available	run 98	proteomic profiling by mass spectrometry	4	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HCCLM6_R3_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HCCLM6 sample 3	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	3	cell line	HCCLM6	CVCL_4979	HCC-LM6	not available	not available	run 99	proteomic profiling by mass spectrometry	6	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HCCLM6_R3_F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
