source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
2020-05-23-yj-140min-200nl-Julia-Aguade-Gorgorio-Hanna-Mikkola-16-KG1-MYCT1-V5-A	Homo sapiens	Not available	not available	not available	not available	1	2020-05-23-yj-140min-200nl-Julia-Aguade-Gorgorio-Hanna-Mikkola-16-KG1-MYCT1-V5-A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	2020-05-23-yj-140min-200nl-Julia-Aguade-Gorgorio-Hanna-Mikkola-16-KG1-MYCT1-V5-A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Not available
2020-12-10-Julia-Aguade-Gorgorio-Hanna-Mikkola-KG1-MYCT1-2-B	Homo sapiens	Not available	not available	not available	not available	1	2020-12-10-Julia-Aguade-Gorgorio-Hanna-Mikkola-KG1-MYCT1-2-B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	2020-12-10-Julia-Aguade-Gorgorio-Hanna-Mikkola-KG1-MYCT1-2-B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Not available
2021-12-25-yj-140min-200nl-Julia-Aguade-Gorgorio-Hanna-Mikkola-Mut-2-B	Homo sapiens	Not available	not available	not available	not available	1	2021-12-25-yj-140min-200nl-Julia-Aguade-Gorgorio-Hanna-Mikkola-Mut-2-B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	2021-12-25-yj-140min-200nl-Julia-Aguade-Gorgorio-Hanna-Mikkola-Mut-2-B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Not available
2020-12-10-Julia-Aguade-Gorgorio-Hanna-Mikkola-EC-MYCT1-2-B	Homo sapiens	Not available	not available	not available	not available	1	2020-12-10-Julia-Aguade-Gorgorio-Hanna-Mikkola-EC-MYCT1-2-B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	2020-12-10-Julia-Aguade-Gorgorio-Hanna-Mikkola-EC-MYCT1-2-B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Not available
2020-12-10-Julia-Aguade-Gorgorio-Hanna-Mikkola-KG1-EV-2-A	Homo sapiens	Not available	not available	not available	not available	1	2020-12-10-Julia-Aguade-Gorgorio-Hanna-Mikkola-KG1-EV-2-A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	2020-12-10-Julia-Aguade-Gorgorio-Hanna-Mikkola-KG1-EV-2-A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Not available
2020-12-10-Julia-Aguade-Gorgorio-Hanna-Mikkola-EC-EV-1-A	Homo sapiens	Not available	not available	not available	not available	1	2020-12-10-Julia-Aguade-Gorgorio-Hanna-Mikkola-EC-EV-1-A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	2020-12-10-Julia-Aguade-Gorgorio-Hanna-Mikkola-EC-EV-1-A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Not available
2020-05-22-yj-140min-200nl-Julia-Aguade-Gorgorio-Hanna-Mikkola-14-KG1-EV-V5-B	Homo sapiens	Not available	not available	not available	not available	1	2020-05-22-yj-140min-200nl-Julia-Aguade-Gorgorio-Hanna-Mikkola-14-KG1-EV-V5-B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	2020-05-22-yj-140min-200nl-Julia-Aguade-Gorgorio-Hanna-Mikkola-14-KG1-EV-V5-B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Not available
2020-12-10-Julia-Aguade-Gorgorio-Hanna-Mikkola-KG1-EV-1-A	Homo sapiens	Not available	not available	not available	not available	1	2020-12-10-Julia-Aguade-Gorgorio-Hanna-Mikkola-KG1-EV-1-A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	2020-12-10-Julia-Aguade-Gorgorio-Hanna-Mikkola-KG1-EV-1-A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Not available
2020-12-10-Julia-Aguade-Gorgorio-Hanna-Mikkola-EC-MYCT1-1-B	Homo sapiens	Not available	not available	not available	not available	1	2020-12-10-Julia-Aguade-Gorgorio-Hanna-Mikkola-EC-MYCT1-1-B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	2020-12-10-Julia-Aguade-Gorgorio-Hanna-Mikkola-EC-MYCT1-1-B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Not available
2020-06-27-yj-140min-200nl-Julia-Aguade-Gorgorio-Hanna-Mikkola-7-KG1-EV-V5-A	Homo sapiens	Not available	not available	not available	not available	1	2020-06-27-yj-140min-200nl-Julia-Aguade-Gorgorio-Hanna-Mikkola-7-KG1-EV-V5-A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	2020-06-27-yj-140min-200nl-Julia-Aguade-Gorgorio-Hanna-Mikkola-7-KG1-EV-V5-A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Not available
