source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[sdrf template]
Ref1461_MM_exp_2_20180319	Escherichia coli	not available	not available	1	not available	Ref1461_MM_exp_2_20180319	proteomic profiling by mass spectrometry	1	Ref1461_MM_exp_2_20180319.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	not applicable	NT=label free sample;AC=MS:1002038	1	NT=data-dependent	10ppm	0.5 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Ref1461_MM_t120_2_20180319	Escherichia coli	not available	not available	2	not available	Ref1461_MM_t120_2_20180319	proteomic profiling by mass spectrometry	1	Ref1461_MM_t120_2_20180319.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	not applicable	NT=label free sample;AC=MS:1002038	1	NT=data-dependent	10ppm	0.5 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Ref1461_MM_t120_3_20180319	Escherichia coli	not available	not available	3	not available	Ref1461_MM_t120_3_20180319	proteomic profiling by mass spectrometry	1	Ref1461_MM_t120_3_20180319.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	not applicable	NT=label free sample;AC=MS:1002038	1	NT=data-dependent	10ppm	0.5 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Ref1461_MM_t120_1_20180319	Escherichia coli	not available	not available	1	not available	Ref1461_MM_t120_1_20180319	proteomic profiling by mass spectrometry	1	Ref1461_MM_t120_1_20180319.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	not applicable	NT=label free sample;AC=MS:1002038	1	NT=data-dependent	10ppm	0.5 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Ref1066_MM_exp_1_20180319	Escherichia coli	not available	not available	1	not available	Ref1066_MM_exp_1_20180319	proteomic profiling by mass spectrometry	1	Ref1066_MM_exp_1_20180319.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	not applicable	NT=label free sample;AC=MS:1002038	1	NT=data-dependent	10ppm	0.5 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Ref1461_MM_exp_3_20180319	Escherichia coli	not available	not available	3	not available	Ref1461_MM_exp_3_20180319	proteomic profiling by mass spectrometry	1	Ref1461_MM_exp_3_20180319.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	not applicable	NT=label free sample;AC=MS:1002038	1	NT=data-dependent	10ppm	0.5 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Ref1066_MM_t120_2_20180319	Escherichia coli	not available	not available	2	not available	Ref1066_MM_t120_2_20180319	proteomic profiling by mass spectrometry	1	Ref1066_MM_t120_2_20180319.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	not applicable	NT=label free sample;AC=MS:1002038	1	NT=data-dependent	10ppm	0.5 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Ref1066_MM_t120_1_20180319	Escherichia coli	not available	not available	1	not available	Ref1066_MM_t120_1_20180319	proteomic profiling by mass spectrometry	1	Ref1066_MM_t120_1_20180319.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	not applicable	NT=label free sample;AC=MS:1002038	1	NT=data-dependent	10ppm	0.5 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Ref1066_MM_exp_2_20180319	Escherichia coli	not available	not available	2	not available	Ref1066_MM_exp_2_20180319	proteomic profiling by mass spectrometry	1	Ref1066_MM_exp_2_20180319.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	not applicable	NT=label free sample;AC=MS:1002038	1	NT=data-dependent	10ppm	0.5 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Ref1461_MM_exp_1_20180319	Escherichia coli	not available	not available	1	not available	Ref1461_MM_exp_1_20180319	proteomic profiling by mass spectrometry	1	Ref1461_MM_exp_1_20180319.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	not applicable	NT=label free sample;AC=MS:1002038	1	NT=data-dependent	10ppm	0.5 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
