source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[individual]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Sample1	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	Assay1	proteomic profiling by mass spectrometry	1	Nsco_20170218_TiOx_LFQ_HCD_Gina_samples15.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Thermo Fisher Scientific Orbitrap Fusion Lumos	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=high-energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample2	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	Assay2	proteomic profiling by mass spectrometry	2	Nsco_20170218_TiOx_LFQ_HCD_Gina_samples12.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Thermo Fisher Scientific Orbitrap Fusion Lumos	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=high-energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample3	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	Assay3	proteomic profiling by mass spectrometry	3	Nsco_20170218_TiOx_LFQ_HCD_Gina_samples01.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Thermo Fisher Scientific Orbitrap Fusion Lumos	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=high-energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample4	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	Assay4	proteomic profiling by mass spectrometry	4	Nsco_20170218_TiOx_LFQ_HCD_Gina_samples08.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Thermo Fisher Scientific Orbitrap Fusion Lumos	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	4	NT=high-energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample5	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	Assay5	proteomic profiling by mass spectrometry	5	Nsco_20170218_TiOx_LFQ_HCD_Gina_samples11.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Thermo Fisher Scientific Orbitrap Fusion Lumos	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	5	NT=high-energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample6	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	Assay6	proteomic profiling by mass spectrometry	6	Nsco_20170218_TiOx_LFQ_HCD_Gina_samples03.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Thermo Fisher Scientific Orbitrap Fusion Lumos	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	6	NT=high-energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample7	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	Assay7	proteomic profiling by mass spectrometry	7	Nsco_20170218_TiOx_LFQ_HCD_Gina_samples04.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Thermo Fisher Scientific Orbitrap Fusion Lumos	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	7	NT=high-energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample8	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	Assay8	proteomic profiling by mass spectrometry	8	Nsco_20170218_TiOx_LFQ_HCD_Gina_samples07.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Thermo Fisher Scientific Orbitrap Fusion Lumos	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	8	NT=high-energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample9	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	Assay9	proteomic profiling by mass spectrometry	9	Nsco_20170218_TiOx_LFQ_HCD_Gina_samples09.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Thermo Fisher Scientific Orbitrap Fusion Lumos	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	9	NT=high-energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample10	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	Assay10	proteomic profiling by mass spectrometry	10	Nsco_20170218_TiOx_LFQ_HCD_Gina_samples13.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Thermo Fisher Scientific Orbitrap Fusion Lumos	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	10	NT=high-energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample11	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	Assay11	proteomic profiling by mass spectrometry	11	Nsco_20170218_TiOx_LFQ_HCD_Gina_samples14.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Thermo Fisher Scientific Orbitrap Fusion Lumos	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	11	NT=high-energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
