source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
200524_Poo10	200524_Poo10	Bos taurus	Feces	not applicable	not available	Investigate_the_proteomic_profiles_of_calf_faecal_extracellular_vesicles_investigating_gut_health_and_infectious_disease_associated_changes_in_calves	feces	feces	not available	not available	not available	not available	gut microbiome	Bos taurus	Feces	not available	1	200524_Poo10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200524_Poo10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
200524_Poo12	200524_Poo12	Bos taurus	Feces	not applicable	not available	Investigate_the_proteomic_profiles_of_calf_faecal_extracellular_vesicles_investigating_gut_health_and_infectious_disease_associated_changes_in_calves	feces	feces	not available	not available	not available	not available	gut microbiome	Bos taurus	Feces	not available	1	200524_Poo12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200524_Poo12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
200524_Poo13	200524_Poo13	Bos taurus	Feces	not applicable	not available	Investigate_the_proteomic_profiles_of_calf_faecal_extracellular_vesicles_investigating_gut_health_and_infectious_disease_associated_changes_in_calves	feces	feces	not available	not available	not available	not available	gut microbiome	Bos taurus	Feces	not available	1	200524_Poo13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200524_Poo13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
200524_Poo14	200524_Poo14	Bos taurus	Feces	not applicable	not available	Investigate_the_proteomic_profiles_of_calf_faecal_extracellular_vesicles_investigating_gut_health_and_infectious_disease_associated_changes_in_calves	feces	feces	not available	not available	not available	not available	gut microbiome	Bos taurus	Feces	not available	1	200524_Poo14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200524_Poo14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
200524_Poo15	200524_Poo15	Bos taurus	Feces	not applicable	not available	Investigate_the_proteomic_profiles_of_calf_faecal_extracellular_vesicles_investigating_gut_health_and_infectious_disease_associated_changes_in_calves	feces	feces	not available	not available	not available	not available	gut microbiome	Bos taurus	Feces	not available	1	200524_Poo15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200524_Poo15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
200524_Poo16	200524_Poo16	Bos taurus	Feces	not applicable	not available	Investigate_the_proteomic_profiles_of_calf_faecal_extracellular_vesicles_investigating_gut_health_and_infectious_disease_associated_changes_in_calves	feces	feces	not available	not available	not available	not available	gut microbiome	Bos taurus	Feces	not available	1	200524_Poo16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200524_Poo16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
200524_Poo2	200524_Poo2	Bos taurus	Feces	not applicable	not available	Investigate_the_proteomic_profiles_of_calf_faecal_extracellular_vesicles_investigating_gut_health_and_infectious_disease_associated_changes_in_calves	feces	feces	not available	not available	not available	not available	gut microbiome	Bos taurus	Feces	not available	1	200524_Poo2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200524_Poo2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
200524_Poo3	200524_Poo3	Bos taurus	Feces	not applicable	not available	Investigate_the_proteomic_profiles_of_calf_faecal_extracellular_vesicles_investigating_gut_health_and_infectious_disease_associated_changes_in_calves	feces	feces	not available	not available	not available	not available	gut microbiome	Bos taurus	Feces	not available	1	200524_Poo3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200524_Poo3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
200524_Poo4	200524_Poo4	Bos taurus	Feces	not applicable	not available	Investigate_the_proteomic_profiles_of_calf_faecal_extracellular_vesicles_investigating_gut_health_and_infectious_disease_associated_changes_in_calves	feces	feces	not available	not available	not available	not available	gut microbiome	Bos taurus	Feces	not available	1	200524_Poo4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200524_Poo4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
200524_Poo6	200524_Poo6	Bos taurus	Feces	not applicable	not available	Investigate_the_proteomic_profiles_of_calf_faecal_extracellular_vesicles_investigating_gut_health_and_infectious_disease_associated_changes_in_calves	feces	feces	not available	not available	not available	not available	gut microbiome	Bos taurus	Feces	not available	1	200524_Poo6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200524_Poo6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
