source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
A_d16_4	Anaerostipes caccae	bacterial pellet	not applicable	1	not applicable	Proteomic Assay	proteomic profiling by mass spectrometry	1	A_d16_4.raw	v1.1.0	NT=data-independent acquisition;AC=MS:1003215	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
A_d4_3	Anaerostipes caccae	bacterial pellet	not applicable	2	not applicable	Proteomic Assay	proteomic profiling by mass spectrometry	1	A_d4_3.raw	v1.1.0	NT=data-independent acquisition;AC=MS:1003215	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
A_d14_1	Anaerostipes caccae	bacterial pellet	not applicable	3	not applicable	Proteomic Assay	proteomic profiling by mass spectrometry	1	A_d14_1.raw	v1.1.0	NT=data-independent acquisition;AC=MS:1003215	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
A_d6_4	Anaerostipes caccae	bacterial pellet	not applicable	4	not applicable	Proteomic Assay	proteomic profiling by mass spectrometry	1	A_d6_4.raw	v1.1.0	NT=data-independent acquisition;AC=MS:1003215	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
A_d4_4	Anaerostipes caccae	bacterial pellet	not applicable	5	not applicable	Proteomic Assay	proteomic profiling by mass spectrometry	1	A_d4_4.raw	v1.1.0	NT=data-independent acquisition;AC=MS:1003215	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
A_d17_1	Anaerostipes caccae	bacterial pellet	not applicable	6	not applicable	Proteomic Assay	proteomic profiling by mass spectrometry	1	A_d17_1.raw	v1.1.0	NT=data-independent acquisition;AC=MS:1003215	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
A_d12_2	Anaerostipes caccae	bacterial pellet	not applicable	7	not applicable	Proteomic Assay	proteomic profiling by mass spectrometry	1	A_d12_2.raw	v1.1.0	NT=data-independent acquisition;AC=MS:1003215	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
A_d7_3	Anaerostipes caccae	bacterial pellet	not applicable	8	not applicable	Proteomic Assay	proteomic profiling by mass spectrometry	1	A_d7_3.raw	v1.1.0	NT=data-independent acquisition;AC=MS:1003215	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
A_d17_3	Anaerostipes caccae	bacterial pellet	not applicable	9	not applicable	Proteomic Assay	proteomic profiling by mass spectrometry	1	A_d17_3.raw	v1.1.0	NT=data-independent acquisition;AC=MS:1003215	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
A_d7_1	Anaerostipes caccae	bacterial pellet	not applicable	10	not applicable	Proteomic Assay	proteomic profiling by mass spectrometry	1	A_d7_1.raw	v1.1.0	NT=data-independent acquisition;AC=MS:1003215	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
