source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[material type]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[ancestry category]	characteristics[treatment]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[treatment]
HUDEP2_IgG_1	Homo sapiens	umbilical cord blood	erythroid progenitor cell	normal	HUDEP-2	CVCL_VI06	HUDEP-2	cell	not available	not available	newborn	not available	IgG control IP	1	run 1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	20 ppm	20 ppm	1	1	XB04040LI_IG1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	IgG control IP
HUDEP2_IgG_2	Homo sapiens	umbilical cord blood	erythroid progenitor cell	normal	HUDEP-2	CVCL_VI06	HUDEP-2	cell	not available	not available	newborn	not available	IgG control IP	2	run 2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	20 ppm	20 ppm	1	1	XB04040LI_IG2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	IgG control IP
HUDEP2_KMT2D_1	Homo sapiens	umbilical cord blood	erythroid progenitor cell	normal	HUDEP-2	CVCL_VI06	HUDEP-2	cell	not available	not available	newborn	not available	KMT2D IP	1	run 3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	20 ppm	20 ppm	1	1	XB04040LI_K2D1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	KMT2D IP
HUDEP2_KMT2D_2	Homo sapiens	umbilical cord blood	erythroid progenitor cell	normal	HUDEP-2	CVCL_VI06	HUDEP-2	cell	not available	not available	newborn	not available	KMT2D IP	2	run 4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	20 ppm	20 ppm	1	1	XB04040LI_K2D2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	KMT2D IP
