source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
S.dysenteriae_502_L1	Escherichia coli	whole cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	S.dysenteriae_502_L1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collisionally induced dissociation	20 ppm	0.50 Da	not available	NT=ms-proteomics;VV=v1.1.0
ETEC_TW11681_L2	Escherichia coli	whole cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	ETEC_TW11681_L2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collisionally induced dissociation	20 ppm	0.50 Da	not available	NT=ms-proteomics;VV=v1.1.0
S.dysenteriae_502_T2	Escherichia coli	whole cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	S.dysenteriae_502_T2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collisionally induced dissociation	20 ppm	0.50 Da	not available	NT=ms-proteomics;VV=v1.1.0
AIEC_85_T3	Escherichia coli	whole cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	AIEC_85_T3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collisionally induced dissociation	20 ppm	0.50 Da	not available	NT=ms-proteomics;VV=v1.1.0
ETEC_TW10722_T3	Escherichia coli	whole cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	ETEC_TW10722_T3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collisionally induced dissociation	20 ppm	0.50 Da	not available	NT=ms-proteomics;VV=v1.1.0
NMEC_34_T3	Escherichia coli	whole cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	NMEC_34_T3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collisionally induced dissociation	20 ppm	0.50 Da	not available	NT=ms-proteomics;VV=v1.1.0
S.flexneri_98_L3	Escherichia coli	whole cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	S.flexneri_98_L3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collisionally induced dissociation	20 ppm	0.50 Da	not available	NT=ms-proteomics;VV=v1.1.0
S.dysenteriae_502_L3	Escherichia coli	whole cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	S.dysenteriae_502_L3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collisionally induced dissociation	20 ppm	0.50 Da	not available	NT=ms-proteomics;VV=v1.1.0
ETEC_HA608_T1	Escherichia coli	whole cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	ETEC_HA608_T1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collisionally induced dissociation	20 ppm	0.50 Da	not available	NT=ms-proteomics;VV=v1.1.0
ETEC_TW10598_L4	Escherichia coli	whole cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	ETEC_TW10598_L4.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collisionally induced dissociation	20 ppm	0.50 Da	not available	NT=ms-proteomics;VV=v1.1.0
AIEC_85_L4	Escherichia coli	whole cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	AIEC_85_L4.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collisionally induced dissociation	20 ppm	0.50 Da	not available	NT=ms-proteomics;VV=v1.1.0
EHEC_82_T2	Escherichia coli	whole cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	EHEC_82_T2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collisionally induced dissociation	20 ppm	0.50 Da	not available	NT=ms-proteomics;VV=v1.1.0
UPEC536_L2	Escherichia coli	whole cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	UPEC536_L2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collisionally induced dissociation	20 ppm	0.50 Da	not available	NT=ms-proteomics;VV=v1.1.0
