source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
F208265.dat	F208265.dat	Mycoplasma sp. enrichment culture	not available	not applicable	not available	Contagious_Caprine_Pleuropneumonia_vaccine	not available	not available	not available	not available	not available	not available	1	F208265.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	F208265.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
F208266.dat	F208266.dat	Mycoplasma sp. enrichment culture	not available	not applicable	not available	Contagious_Caprine_Pleuropneumonia_vaccine	not available	not available	not available	not available	not available	not available	1	F208266.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	F208266.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
F208267.dat	F208267.dat	Mycoplasma sp. enrichment culture	not available	not applicable	not available	Contagious_Caprine_Pleuropneumonia_vaccine	not available	not available	not available	not available	not available	not available	1	F208267.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	F208267.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
F208268.dat	F208268.dat	Mycoplasma sp. enrichment culture	not available	not applicable	not available	Contagious_Caprine_Pleuropneumonia_vaccine	not available	not available	not available	not available	not available	not available	1	F208268.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	F208268.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
F208269.dat	F208269.dat	Mycoplasma sp. enrichment culture	not available	not applicable	not available	Contagious_Caprine_Pleuropneumonia_vaccine	not available	not available	not available	not available	not available	not available	1	F208269.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	F208269.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
F208270.dat	F208270.dat	Mycoplasma sp. enrichment culture	not available	not applicable	not available	Contagious_Caprine_Pleuropneumonia_vaccine	not available	not available	not available	not available	not available	not available	1	F208270.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	F208270.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
F208271.dat	F208271.dat	Mycoplasma sp. enrichment culture	not available	not applicable	not available	Contagious_Caprine_Pleuropneumonia_vaccine	not available	not available	not available	not available	not available	not available	1	F208271.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	F208271.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
F208272.dat	F208272.dat	Mycoplasma sp. enrichment culture	not available	not applicable	not available	Contagious_Caprine_Pleuropneumonia_vaccine	not available	not available	not available	not available	not available	not available	1	F208272.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	F208272.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
F208273.dat	F208273.dat	Mycoplasma sp. enrichment culture	not available	not applicable	not available	Contagious_Caprine_Pleuropneumonia_vaccine	not available	not available	not available	not available	not available	not available	1	F208273.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	F208273.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
F208282.dat	F208282.dat	Mycoplasma sp. enrichment culture	not available	not applicable	not available	Contagious_Caprine_Pleuropneumonia_vaccine	not available	not available	not available	not available	not available	not available	1	F208282.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	F208282.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
