source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
0m_0.1um_replicate_1	0m_0.1um_replicate_1	freshwater metagenome	freshwater	not applicable	not available	Metaproteome_Deep_Lake_Antarctica	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	0m_0.1um_replicate_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	not available	1	1	0m_0.1um_replicate_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
0m_0.1um_replicate_2	0m_0.1um_replicate_2	freshwater metagenome	freshwater	not applicable	not available	Metaproteome_Deep_Lake_Antarctica	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	0m_0.1um_replicate_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	not available	1	1	0m_0.1um_replicate_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
0m_0.8um_replicate_1	0m_0.8um_replicate_1	freshwater metagenome	freshwater	not applicable	not available	Metaproteome_Deep_Lake_Antarctica	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	0m_0.8um_replicate_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	not available	1	1	0m_0.8um_replicate_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
0m_0.8um_replicate_2	0m_0.8um_replicate_2	freshwater metagenome	freshwater	not applicable	not available	Metaproteome_Deep_Lake_Antarctica	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	0m_0.8um_replicate_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	not available	1	1	0m_0.8um_replicate_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
0m_3um_replicate_1	0m_3um_replicate_1	freshwater metagenome	freshwater	not applicable	not available	Metaproteome_Deep_Lake_Antarctica	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	0m_3um_replicate_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	not available	1	1	0m_3um_replicate_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
0m_3um_replicate_3	0m_3um_replicate_3	freshwater metagenome	freshwater	not applicable	not available	Metaproteome_Deep_Lake_Antarctica	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	0m_3um_replicate_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	not available	1	1	0m_3um_replicate_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
13m_0.1um_replicate_1	13m_0.1um_replicate_1	freshwater metagenome	freshwater	not applicable	not available	Metaproteome_Deep_Lake_Antarctica	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	13m_0.1um_replicate_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	not available	1	1	13m_0.1um_replicate_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
13m_0.1um_replicate_2	13m_0.1um_replicate_2	freshwater metagenome	freshwater	not applicable	not available	Metaproteome_Deep_Lake_Antarctica	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	13m_0.1um_replicate_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	not available	1	1	13m_0.1um_replicate_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
13m_0.1um_replicate_3	13m_0.1um_replicate_3	freshwater metagenome	freshwater	not applicable	not available	Metaproteome_Deep_Lake_Antarctica	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	13m_0.1um_replicate_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	not available	1	1	13m_0.1um_replicate_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
13m_0.8um_replicate_1	13m_0.8um_replicate_1	freshwater metagenome	freshwater	not applicable	not available	Metaproteome_Deep_Lake_Antarctica	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	13m_0.8um_replicate_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	not available	1	1	13m_0.8um_replicate_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
13m_0.8um_replicate_2	13m_0.8um_replicate_2	freshwater metagenome	freshwater	not applicable	not available	Metaproteome_Deep_Lake_Antarctica	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	13m_0.8um_replicate_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	not available	1	1	13m_0.8um_replicate_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
13m_0.8um_replicate_3	13m_0.8um_replicate_3	freshwater metagenome	freshwater	not applicable	not available	Metaproteome_Deep_Lake_Antarctica	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	13m_0.8um_replicate_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	not available	1	1	13m_0.8um_replicate_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
13m_0.8um_replicate_4	13m_0.8um_replicate_4	freshwater metagenome	freshwater	not applicable	not available	Metaproteome_Deep_Lake_Antarctica	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	13m_0.8um_replicate_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	not available	1	1	13m_0.8um_replicate_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
