source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
PXD044178-Sample-1	Mus musculus	heart	not available	1	EE492LPCrR1_C_1_Slot1-11_1_13041	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	EE492LPCrR1_C_1_Slot1-11_1_13041.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD044178-Sample-2	Mus musculus	heart	not available	1	EE492LPCrR1_C_2_Slot1-12_1_13043	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	EE492LPCrR1_C_2_Slot1-12_1_13043.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD044178-Sample-3	Mus musculus	heart	not available	1	EE492LPCrR1_C_3_Slot1-13_1_13045	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	EE492LPCrR1_C_3_Slot1-13_1_13045.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD044178-Sample-4	Mus musculus	heart	not available	1	EE492LPCrR1_D10_1_Slot1-17_1_13053	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	EE492LPCrR1_D10_1_Slot1-17_1_13053.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD044178-Sample-5	Mus musculus	heart	not available	1	EE492LPCrR1_D10_2_Slot1-18_1_13055	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	EE492LPCrR1_D10_2_Slot1-18_1_13055.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD044178-Sample-6	Mus musculus	heart	not available	1	EE492LPCrR1_D10_3_Slot1-19_1_13057	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	EE492LPCrR1_D10_3_Slot1-19_1_13057.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD044178-Sample-7	Mus musculus	heart	not available	1	EE492LPCrR1_D30_1_Slot1-20_1_13059	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	EE492LPCrR1_D30_1_Slot1-20_1_13059.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD044178-Sample-8	Mus musculus	heart	not available	1	EE492LPCrR1_D30_2_Slot1-21_1_13061	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	EE492LPCrR1_D30_2_Slot1-21_1_13061.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD044178-Sample-9	Mus musculus	heart	not available	1	EE492LPCrR1_D30_3_Slot1-22_1_13063	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	EE492LPCrR1_D30_3_Slot1-22_1_13063.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD044178-Sample-10	Mus musculus	heart	not available	1	EE492LPCrR1_D3_1_Slot1-14_1_13047	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	EE492LPCrR1_D3_1_Slot1-14_1_13047.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD044178-Sample-11	Mus musculus	heart	not available	1	EE492LPCrR1_D3_2_Slot1-15_1_13049	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	EE492LPCrR1_D3_2_Slot1-15_1_13049.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
