source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[sdrf template]
ZvL2glu10pass1	Escherichia coli	NT=cell culture	not available	1	NT=Crohn's Disease	Proteomic analysis of ZvL2glu10pass1	proteomic profiling by mass spectrometry	1	Pobeguts_dif_002_20191018_OP_KS_OP15-ZvL2glu10pass-1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive plus;AC=MS:1002634	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	not available	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
ZvL2glu10pass2	Escherichia coli	NT=cell culture	not available	2	NT=Crohn's Disease	Proteomic analysis of ZvL2glu10pass2	proteomic profiling by mass spectrometry	1	Pobeguts_dif_003_20191018_OP_KS_OP16-ZvL2glu10pass-2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive plus;AC=MS:1002634	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	not available	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
ZvL2glu10pass3	Escherichia coli	NT=cell culture	not available	3	NT=Crohn's Disease	Proteomic analysis of ZvL2glu10pass3	proteomic profiling by mass spectrometry	1	Pobeguts_dif_004_20191018_OP_KS_OP17-ZvL2glu10pass-3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive plus;AC=MS:1002634	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	not available	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
ZvL2PA5pass1	Escherichia coli	NT=cell culture	not available	1	NT=Crohn's Disease	Proteomic analysis of ZvL2PA5pass1	proteomic profiling by mass spectrometry	1	Pobeguts_dif_007_20191018_OP_KS_OP18-ZvL2PA5pass-1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive plus;AC=MS:1002634	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	not available	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
ZvL2PA5pass2	Escherichia coli	NT=cell culture	not available	2	NT=Crohn's Disease	Proteomic analysis of ZvL2PA5pass2	proteomic profiling by mass spectrometry	1	Pobeguts_dif_008_20191018_OP_KS_OP19-ZvL2PA5pass-2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive plus;AC=MS:1002634	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	not available	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
ZvL2PA5pass3	Escherichia coli	NT=cell culture	not available	3	NT=Crohn's Disease	Proteomic analysis of ZvL2PA5pass3	proteomic profiling by mass spectrometry	1	Pobeguts_dif_009_20191018_OP_KS_OP20-ZvL2PA5pass-3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive plus;AC=MS:1002634	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	not available	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
BruB2glu10pass1	Escherichia coli	NT=cell culture	not available	1	NT=Crohn's Disease	Proteomic analysis of BruB2glu10pass1	proteomic profiling by mass spectrometry	1	Pobeguts_dif_012_20191018_OP_KS_OP21-BruB2glu10pass-1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive plus;AC=MS:1002634	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	not available	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
BruB2glu10pass2	Escherichia coli	NT=cell culture	not available	2	NT=Crohn's Disease	Proteomic analysis of BruB2glu10pass2	proteomic profiling by mass spectrometry	1	Pobeguts_dif_013_20191018_OP_KS_OP22-BruB2glu10pass-2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive plus;AC=MS:1002634	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	not available	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
BruB2glu10pass3	Escherichia coli	NT=cell culture	not available	3	NT=Crohn's Disease	Proteomic analysis of BruB2glu10pass3	proteomic profiling by mass spectrometry	1	Pobeguts_dif_014_20191018_OP_KS_OP23-BruB2glu10pass-3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive plus;AC=MS:1002634	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	not available	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
BruB2PA5pass1	Escherichia coli	NT=cell culture	not available	1	NT=Crohn's Disease	Proteomic analysis of BruB2PA5pass1	proteomic profiling by mass spectrometry	1	Pobeguts_dif_017_20191018_OP_KS_OP24-BruB2PA5pass-1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive plus;AC=MS:1002634	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	not available	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
