source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[individual]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Sample_1	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	run 1	proteomic profiling by mass spectrometry	1	20070926_CL_Orbi2_XIC_Hela60_Ecoli10_Offgel_red_Frac16_03.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap;AC=MS:1000449	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample_1	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	run 2	proteomic profiling by mass spectrometry	2	20070926_CL_Orbi2_XIC_Hela60_Ecoli10_Offgel_red_Frac16_02.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap;AC=MS:1000449	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample_1	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	run 3	proteomic profiling by mass spectrometry	3	20070926_CL_Orbi2_XIC_Hela60_Ecoli10_Offgel_red_Frac16_01.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap;AC=MS:1000449	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample_2	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	run 4	proteomic profiling by mass spectrometry	1	20071001_CL_Orbi2_XIC_Hela60_Ecoli10_Offgel_green_Frac_22_02.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap;AC=MS:1000449	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample_2	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	run 5	proteomic profiling by mass spectrometry	2	20071001_CL_Orbi2_XIC_Hela60_Ecoli10_Offgel_green_Frac_21_02.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap;AC=MS:1000449	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample_2	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	run 6	proteomic profiling by mass spectrometry	3	20070929_CL_Orbi2_XIC_Hela60_Ecoli10_Offgel_green_Frac_19_02.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap;AC=MS:1000449	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample_2	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	run 7	proteomic profiling by mass spectrometry	4	20070929_CL_Orbi2_XIC_Hela60_Ecoli10_Offgel_green_Frac_18_02.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap;AC=MS:1000449	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample_2	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	run 8	proteomic profiling by mass spectrometry	5	20071001_CL_Orbi2_XIC_Hela60_Ecoli10_Offgel_green_Frac_20_02.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap;AC=MS:1000449	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample_2	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	run 9	proteomic profiling by mass spectrometry	6	20070929_CL_Orbi2_XIC_Hela60_Ecoli10_Offgel_green_Frac_17_02.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap;AC=MS:1000449	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample_3	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	run 10	proteomic profiling by mass spectrometry	1	20070929_CL_Orbi2_XIC_Hela60_Ecoli10_Offgel_black_Frac_19_03.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap;AC=MS:1000449	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
