source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[disease]	characteristics[treatment]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[diet duration]	characteristics[diet]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[fractionation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[ms1 scan range]
HFD_mouse_plasma_library	Mus musculus	blood plasma	not applicable	1	not available	not available	not available	not available	not available	not available	not available	high fat diet	20180606_QE10_nLC13_LiNi_SA_NAFLDmouse_plasma_HFD_24F_F1	proteomic profiling by mass spectrometry	1	20180606_QE10_nLC13_LiNi_SA_NAFLDmouse_plasma_HFD_24F_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	not available	not available	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	not available
HFD_mouse_plasma_library	Mus musculus	blood plasma	not applicable	1	not available	not available	not available	not available	not available	not available	not available	high fat diet	20180606_QE10_nLC13_LiNi_SA_NAFLDmouse_plasma_HFD_24F_F2	proteomic profiling by mass spectrometry	1	20180606_QE10_nLC13_LiNi_SA_NAFLDmouse_plasma_HFD_24F_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	2	NT=HCD;AC=MS:1000422	not available	not available	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	not available
HFD_mouse_plasma_library	Mus musculus	blood plasma	not applicable	1	not available	not available	not available	not available	not available	not available	not available	high fat diet	20180606_QE10_nLC13_LiNi_SA_NAFLDmouse_plasma_HFD_24F_F3	proteomic profiling by mass spectrometry	1	20180606_QE10_nLC13_LiNi_SA_NAFLDmouse_plasma_HFD_24F_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	3	NT=HCD;AC=MS:1000422	not available	not available	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	not available
HFD_mouse_plasma_library	Mus musculus	blood plasma	not applicable	1	not available	not available	not available	not available	not available	not available	not available	high fat diet	20180606_QE10_nLC13_LiNi_SA_NAFLDmouse_plasma_HFD_24F_F4	proteomic profiling by mass spectrometry	1	20180606_QE10_nLC13_LiNi_SA_NAFLDmouse_plasma_HFD_24F_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	4	NT=HCD;AC=MS:1000422	not available	not available	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	not available
HFD_mouse_plasma_library	Mus musculus	blood plasma	not applicable	1	not available	not available	not available	not available	not available	not available	not available	high fat diet	20180606_QE10_nLC13_LiNi_SA_NAFLDmouse_plasma_HFD_24F_F5	proteomic profiling by mass spectrometry	1	20180606_QE10_nLC13_LiNi_SA_NAFLDmouse_plasma_HFD_24F_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	5	NT=HCD;AC=MS:1000422	not available	not available	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	not available
HFD_mouse_plasma_library	Mus musculus	blood plasma	not applicable	1	not available	not available	not available	not available	not available	not available	not available	high fat diet	20180606_QE10_nLC13_LiNi_SA_NAFLDmouse_plasma_HFD_24F_F6	proteomic profiling by mass spectrometry	1	20180606_QE10_nLC13_LiNi_SA_NAFLDmouse_plasma_HFD_24F_F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	6	NT=HCD;AC=MS:1000422	not available	not available	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	not available
HFD_mouse_plasma_library	Mus musculus	blood plasma	not applicable	1	not available	not available	not available	not available	not available	not available	not available	high fat diet	20180606_QE10_nLC13_LiNi_SA_NAFLDmouse_plasma_HFD_24F_F7	proteomic profiling by mass spectrometry	1	20180606_QE10_nLC13_LiNi_SA_NAFLDmouse_plasma_HFD_24F_F7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	7	NT=HCD;AC=MS:1000422	not available	not available	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	not available
HFD_mouse_plasma_library	Mus musculus	blood plasma	not applicable	1	not available	not available	not available	not available	not available	not available	not available	high fat diet	20180606_QE10_nLC13_LiNi_SA_NAFLDmouse_plasma_HFD_24F_F8	proteomic profiling by mass spectrometry	1	20180606_QE10_nLC13_LiNi_SA_NAFLDmouse_plasma_HFD_24F_F8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	8	NT=HCD;AC=MS:1000422	not available	not available	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	not available
HFD_mouse_plasma_library	Mus musculus	blood plasma	not applicable	1	not available	not available	not available	not available	not available	not available	not available	high fat diet	20180606_QE10_nLC13_LiNi_SA_NAFLDmouse_plasma_HFD_24F_F9	proteomic profiling by mass spectrometry	1	20180606_QE10_nLC13_LiNi_SA_NAFLDmouse_plasma_HFD_24F_F9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	9	NT=HCD;AC=MS:1000422	not available	not available	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	not available
HFD_mouse_plasma_library	Mus musculus	blood plasma	not applicable	1	not available	not available	not available	not available	not available	not available	not available	high fat diet	20180606_QE10_nLC13_LiNi_SA_NAFLDmouse_plasma_HFD_24F_F10	proteomic profiling by mass spectrometry	1	20180606_QE10_nLC13_LiNi_SA_NAFLDmouse_plasma_HFD_24F_F10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	10	NT=HCD;AC=MS:1000422	not available	not available	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	not available
