source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sample type]	characteristics[disease]	characteristics[material type]	characteristics[treatment]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[antibody enrichment]	characteristics[mhc typing]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[fractionation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[ms min im]	comment[ms max im]	comment[elution conditions]	factor value[source name]
PXD064980-Donor1-macrophage	Homo sapiens	blood	macrophage	1	negative control	normal	cell	co-culture with TAT-CUB2 peptide-loaded red blood cells, 24 h	not available	not available	not available	Donor1	C1.18.4 (mouse IgG2a isotype control)	HLA-DRB1*11;HLA-DRB1*15	Donor1-isotype-rep1	proteomic profiling by mass spectrometry	1	S4_Donor1_Iso_rep1_S1-A5_1_13404.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF HT;AC=MS:1003404	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 eV;59 eV	20 ppm	10 ppm	not applicable	not applicable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=Gln->pyro-Glu;MT=Variable;PP=Any N-term;TA=Q;AC=UNIMOD:28	NT=Glu->pyro-Glu;MT=Variable;PP=Any N-term;TA=E;AC=UNIMOD:27	NT=Cysteinyl;MT=Variable;TA=C;AC=UNIMOD:312	NT=time-of-flight;AC=MS:1000084	0.6	1.6	10% acetic acid, 10 min at room temperature	PXD064980-Donor1-macrophage
PXD064980-Donor1-macrophage	Homo sapiens	blood	macrophage	1	negative control	normal	cell	co-culture with TAT-CUB2 peptide-loaded red blood cells, 24 h	not available	not available	not available	Donor1	C1.18.4 (mouse IgG2a isotype control)	HLA-DRB1*11;HLA-DRB1*15	Donor1-isotype-rep2	proteomic profiling by mass spectrometry	2	S5_Donor1_Iso_rep2_S1-A6_1_13405.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF HT;AC=MS:1003404	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 eV;59 eV	20 ppm	10 ppm	not applicable	not applicable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=Gln->pyro-Glu;MT=Variable;PP=Any N-term;TA=Q;AC=UNIMOD:28	NT=Glu->pyro-Glu;MT=Variable;PP=Any N-term;TA=E;AC=UNIMOD:27	NT=Cysteinyl;MT=Variable;TA=C;AC=UNIMOD:312	NT=time-of-flight;AC=MS:1000084	0.6	1.6	10% acetic acid, 10 min at room temperature	PXD064980-Donor1-macrophage
PXD064980-Donor1-macrophage	Homo sapiens	blood	macrophage	1	negative control	normal	cell	co-culture with TAT-CUB2 peptide-loaded red blood cells, 24 h	not available	not available	not available	Donor1	C1.18.4 (mouse IgG2a isotype control)	HLA-DRB1*11;HLA-DRB1*15	Donor1-isotype-rep3	proteomic profiling by mass spectrometry	3	S6_Donor1_Iso_rep3_S1-A7_1_13406.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF HT;AC=MS:1003404	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 eV;59 eV	20 ppm	10 ppm	not applicable	not applicable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=Gln->pyro-Glu;MT=Variable;PP=Any N-term;TA=Q;AC=UNIMOD:28	NT=Glu->pyro-Glu;MT=Variable;PP=Any N-term;TA=E;AC=UNIMOD:27	NT=Cysteinyl;MT=Variable;TA=C;AC=UNIMOD:312	NT=time-of-flight;AC=MS:1000084	0.6	1.6	10% acetic acid, 10 min at room temperature	PXD064980-Donor1-macrophage
PXD064980-Donor2-macrophage	Homo sapiens	blood	macrophage	2	negative control	normal	cell	co-culture with TAT-CUB2 peptide-loaded red blood cells, 24 h	not available	not available	not available	Donor2	C1.18.4 (mouse IgG2a isotype control)	HLA-DRB1*11;HLA-DRB1*15	Donor2-isotype-rep1	proteomic profiling by mass spectrometry	1	S10_Donor2_Iso_rep1_S1-B5_1_13407.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF HT;AC=MS:1003404	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 eV;59 eV	20 ppm	10 ppm	not applicable	not applicable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=Gln->pyro-Glu;MT=Variable;PP=Any N-term;TA=Q;AC=UNIMOD:28	NT=Glu->pyro-Glu;MT=Variable;PP=Any N-term;TA=E;AC=UNIMOD:27	NT=Cysteinyl;MT=Variable;TA=C;AC=UNIMOD:312	NT=time-of-flight;AC=MS:1000084	0.6	1.6	10% acetic acid, 10 min at room temperature	PXD064980-Donor2-macrophage
PXD064980-Donor2-macrophage	Homo sapiens	blood	macrophage	2	negative control	normal	cell	co-culture with TAT-CUB2 peptide-loaded red blood cells, 24 h	not available	not available	not available	Donor2	C1.18.4 (mouse IgG2a isotype control)	HLA-DRB1*11;HLA-DRB1*15	Donor2-isotype-rep2	proteomic profiling by mass spectrometry	2	S11_Donor2_Iso_rep2_S1-B6_1_13408.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF HT;AC=MS:1003404	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 eV;59 eV	20 ppm	10 ppm	not applicable	not applicable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=Gln->pyro-Glu;MT=Variable;PP=Any N-term;TA=Q;AC=UNIMOD:28	NT=Glu->pyro-Glu;MT=Variable;PP=Any N-term;TA=E;AC=UNIMOD:27	NT=Cysteinyl;MT=Variable;TA=C;AC=UNIMOD:312	NT=time-of-flight;AC=MS:1000084	0.6	1.6	10% acetic acid, 10 min at room temperature	PXD064980-Donor2-macrophage
PXD064980-Donor2-macrophage	Homo sapiens	blood	macrophage	2	negative control	normal	cell	co-culture with TAT-CUB2 peptide-loaded red blood cells, 24 h	not available	not available	not available	Donor2	C1.18.4 (mouse IgG2a isotype control)	HLA-DRB1*11;HLA-DRB1*15	Donor2-isotype-rep3	proteomic profiling by mass spectrometry	3	S12_Donor2_Iso_rep3_S1-B7_1_13409.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF HT;AC=MS:1003404	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 eV;59 eV	20 ppm	10 ppm	not applicable	not applicable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=Gln->pyro-Glu;MT=Variable;PP=Any N-term;TA=Q;AC=UNIMOD:28	NT=Glu->pyro-Glu;MT=Variable;PP=Any N-term;TA=E;AC=UNIMOD:27	NT=Cysteinyl;MT=Variable;TA=C;AC=UNIMOD:312	NT=time-of-flight;AC=MS:1000084	0.6	1.6	10% acetic acid, 10 min at room temperature	PXD064980-Donor2-macrophage
PXD064980-Donor3-macrophage	Homo sapiens	blood	macrophage	3	negative control	normal	cell	co-culture with TAT-CUB2 peptide-loaded red blood cells, 24 h	not available	not available	not available	Donor3	C1.18.4 (mouse IgG2a isotype control)	HLA-DRB1*11;HLA-DRB1*15	Donor3-isotype-rep1	proteomic profiling by mass spectrometry	1	S16_Donor3_Iso_rep1_S1-C5_1_13410.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF HT;AC=MS:1003404	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 eV;59 eV	20 ppm	10 ppm	not applicable	not applicable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=Gln->pyro-Glu;MT=Variable;PP=Any N-term;TA=Q;AC=UNIMOD:28	NT=Glu->pyro-Glu;MT=Variable;PP=Any N-term;TA=E;AC=UNIMOD:27	NT=Cysteinyl;MT=Variable;TA=C;AC=UNIMOD:312	NT=time-of-flight;AC=MS:1000084	0.6	1.6	10% acetic acid, 10 min at room temperature	PXD064980-Donor3-macrophage
PXD064980-Donor3-macrophage	Homo sapiens	blood	macrophage	3	negative control	normal	cell	co-culture with TAT-CUB2 peptide-loaded red blood cells, 24 h	not available	not available	not available	Donor3	C1.18.4 (mouse IgG2a isotype control)	HLA-DRB1*11;HLA-DRB1*15	Donor3-isotype-rep2	proteomic profiling by mass spectrometry	2	S17_Donor3_Iso_rep2_S1-C6_1_13411.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF HT;AC=MS:1003404	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 eV;59 eV	20 ppm	10 ppm	not applicable	not applicable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=Gln->pyro-Glu;MT=Variable;PP=Any N-term;TA=Q;AC=UNIMOD:28	NT=Glu->pyro-Glu;MT=Variable;PP=Any N-term;TA=E;AC=UNIMOD:27	NT=Cysteinyl;MT=Variable;TA=C;AC=UNIMOD:312	NT=time-of-flight;AC=MS:1000084	0.6	1.6	10% acetic acid, 10 min at room temperature	PXD064980-Donor3-macrophage
PXD064980-Donor3-macrophage	Homo sapiens	blood	macrophage	3	negative control	normal	cell	co-culture with TAT-CUB2 peptide-loaded red blood cells, 24 h	not available	not available	not available	Donor3	C1.18.4 (mouse IgG2a isotype control)	HLA-DRB1*11;HLA-DRB1*15	Donor3-isotype-rep3	proteomic profiling by mass spectrometry	3	S18_Donor3_Iso_rep3_S1-C7_1_13412.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF HT;AC=MS:1003404	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 eV;59 eV	20 ppm	10 ppm	not applicable	not applicable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=Gln->pyro-Glu;MT=Variable;PP=Any N-term;TA=Q;AC=UNIMOD:28	NT=Glu->pyro-Glu;MT=Variable;PP=Any N-term;TA=E;AC=UNIMOD:27	NT=Cysteinyl;MT=Variable;TA=C;AC=UNIMOD:312	NT=time-of-flight;AC=MS:1000084	0.6	1.6	10% acetic acid, 10 min at room temperature	PXD064980-Donor3-macrophage
PXD064980-Donor4-macrophage	Homo sapiens	blood	macrophage	4	negative control	normal	cell	co-culture with TAT-CUB2 peptide-loaded red blood cells, 24 h	not available	not available	not available	Donor4	C1.18.4 (mouse IgG2a isotype control)	HLA-DRB1*08;HLA-DRB1*15	Donor4-isotype-rep1	proteomic profiling by mass spectrometry	1	S22_Donor4_Iso_rep1_S1-E5_1_13413.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF HT;AC=MS:1003404	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 eV;59 eV	20 ppm	10 ppm	not applicable	not applicable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=Gln->pyro-Glu;MT=Variable;PP=Any N-term;TA=Q;AC=UNIMOD:28	NT=Glu->pyro-Glu;MT=Variable;PP=Any N-term;TA=E;AC=UNIMOD:27	NT=Cysteinyl;MT=Variable;TA=C;AC=UNIMOD:312	NT=time-of-flight;AC=MS:1000084	0.6	1.6	10% acetic acid, 10 min at room temperature	PXD064980-Donor4-macrophage
