source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
TMT2_7d_R3_29	Enchytraeus crypticus	Whole body	1	TMT2_7d_R3_29	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	TMT2_7d_R3_29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
TMT7_14d_R2_22	Enchytraeus crypticus	Whole body	1	TMT7_14d_R2_22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	TMT7_14d_R2_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
TMT10_14d_R3_38	Enchytraeus crypticus	Whole body	1	TMT10_14d_R3_38	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	TMT10_14d_R3_38.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
TMT3_7d_R2_17	Enchytraeus crypticus	Whole body	1	TMT3_7d_R2_17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	TMT3_7d_R2_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
TMT5_7d_R2_19	Enchytraeus crypticus	Whole body	1	TMT5_7d_R2_19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	TMT5_7d_R2_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
TMT9_14d_R2_24	Enchytraeus crypticus	Whole body	1	TMT9_14d_R2_24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	TMT9_14d_R2_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
TMT1_7d_R3_28	Enchytraeus crypticus	Whole body	1	TMT1_7d_R3_28	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	TMT1_7d_R3_28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
TMT8_14d_R2_23	Enchytraeus crypticus	Whole body	1	TMT8_14d_R2_23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	TMT8_14d_R2_23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
TMT7_14d_R3_35	Enchytraeus crypticus	Whole body	1	TMT7_14d_R3_35	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	TMT7_14d_R3_35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
TMT4_7d_R3_31	Enchytraeus crypticus	Whole body	1	TMT4_7d_R3_31	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	TMT4_7d_R3_31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
TMT1_7d_R1_02	Enchytraeus crypticus	Whole body	1	TMT1_7d_R1_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	TMT1_7d_R1_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
TMT8_14d_R1_10	Enchytraeus crypticus	Whole body	1	TMT8_14d_R1_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	TMT8_14d_R1_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
TMT10_14d_R2_25	Enchytraeus crypticus	Whole body	1	TMT10_14d_R2_25	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	TMT10_14d_R2_25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
TMT8_14d_R3_36	Enchytraeus crypticus	Whole body	1	TMT8_14d_R3_36	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	TMT8_14d_R3_36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
TMT5_7d_R3_39	Enchytraeus crypticus	Whole body	1	TMT5_7d_R3_39	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	TMT5_7d_R3_39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
TMT6_14d_R1_08	Enchytraeus crypticus	Whole body	1	TMT6_14d_R1_08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	TMT6_14d_R1_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
TMT9_14d_R1_11	Enchytraeus crypticus	Whole body	1	TMT9_14d_R1_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	TMT9_14d_R1_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
TMT2_7d_R1_03	Enchytraeus crypticus	Whole body	1	TMT2_7d_R1_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	TMT2_7d_R1_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
TMT6_14d_R3_34	Enchytraeus crypticus	Whole body	1	TMT6_14d_R3_34	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	TMT6_14d_R3_34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
TMT9_14d_R3_37	Enchytraeus crypticus	Whole body	1	TMT9_14d_R3_37	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	TMT9_14d_R3_37.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
TMT5_7d_R1_06	Enchytraeus crypticus	Whole body	1	TMT5_7d_R1_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	TMT5_7d_R1_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
TMT6_14d_R2_21	Enchytraeus crypticus	Whole body	1	TMT6_14d_R2_21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	TMT6_14d_R2_21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
TMT7_14d_R1_09	Enchytraeus crypticus	Whole body	1	TMT7_14d_R1_09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	TMT7_14d_R1_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
TMT2_7d_R2_16	Enchytraeus crypticus	Whole body	1	TMT2_7d_R2_16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	TMT2_7d_R2_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
TMT4_7d_R2_18	Enchytraeus crypticus	Whole body	1	TMT4_7d_R2_18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	TMT4_7d_R2_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
TMT3_7d_R1_04	Enchytraeus crypticus	Whole body	1	TMT3_7d_R1_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	TMT3_7d_R1_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
TMT10_14d_R1_12	Enchytraeus crypticus	Whole body	1	TMT10_14d_R1_12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	TMT10_14d_R1_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
TMT3_7d_R3_30	Enchytraeus crypticus	Whole body	1	TMT3_7d_R3_30	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	TMT3_7d_R3_30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
TMT1_7d_R2_15	Enchytraeus crypticus	Whole body	1	TMT1_7d_R2_15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	TMT1_7d_R2_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
TMT4_7d_R1_05	Enchytraeus crypticus	Whole body	1	TMT4_7d_R1_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	TMT4_7d_R1_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
