source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[collision energy]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
SN_1-1	triticum aestivum	Endosperm	not applicable	not available	enrichment of phosphorylated protein	1	SN_1-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.5 Da	37% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	SN_1-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD002805/SN_1-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Endosperm
SN_2-1	triticum aestivum	Endosperm	not applicable	not available	enrichment of phosphorylated protein	1	SN_2-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.5 Da	37% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	SN_2-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD002805/SN_2-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Endosperm
SN_1-3	triticum aestivum	Endosperm	not applicable	not available	enrichment of phosphorylated protein	3	SN_1-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.5 Da	37% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	SN_1-3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD002805/SN_1-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Endosperm
SN_2-3	triticum aestivum	Endosperm	not applicable	not available	enrichment of phosphorylated protein	3	SN_2-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.5 Da	37% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	SN_2-3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD002805/SN_2-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Endosperm
SN_2-2	triticum aestivum	Endosperm	not applicable	not available	enrichment of phosphorylated protein	2	SN_2-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.5 Da	37% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	SN_2-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD002805/SN_2-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Endosperm
SN_1-2	triticum aestivum	Endosperm	not applicable	not available	enrichment of phosphorylated protein	2	SN_1-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.5 Da	37% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	SN_1-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD002805/SN_1-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Endosperm
