source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[sampling site]	characteristics[individual]	characteristics[compound]	characteristics[sampling time]	characteristics[enrichment process]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[dia method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[isolation window width]	comment[scan window lower limit]	comment[scan window upper limit]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell line]	factor value[compound]	factor value[sampling time]	factor value[enrichment process]
SNU-61-OS-1h-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	osimertinib	1 hour	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_OS_1h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_OS_1h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	osimertinib	1 hour	enrichment of phosphorylated protein
SNU-61-OS-24h-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	osimertinib	24 hour	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_OS_24h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_OS_24h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	osimertinib	24 hour	enrichment of phosphorylated protein
SNU-61-OS-5min-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	osimertinib	5 minute	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_OS_5min	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_OS_5min.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	osimertinib	5 minute	enrichment of phosphorylated protein
SNU-61-OS-6h-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	osimertinib	6 hour	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_OS_6h_rep	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_OS_6h_rep.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	osimertinib	6 hour	enrichment of phosphorylated protein
SNU-61-RA-15min-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	ralimetinib	15 minute	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_RA_15min	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_RA_15min.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	ralimetinib	15 minute	enrichment of phosphorylated protein
SNU-61-RA-1h-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	ralimetinib	1 hour	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_RA_1h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_RA_1h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	ralimetinib	1 hour	enrichment of phosphorylated protein
SNU-61-RA-24h-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	ralimetinib	24 hour	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_RA_24h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_RA_24h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	ralimetinib	24 hour	enrichment of phosphorylated protein
SNU-61-RA-5min-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	ralimetinib	5 minute	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_RA_5min	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_RA_5min.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	ralimetinib	5 minute	enrichment of phosphorylated protein
SNU-61-RA-6h-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	ralimetinib	6 hour	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_RA_6h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_RA_6h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	ralimetinib	6 hour	enrichment of phosphorylated protein
SNU-61-TR-15min-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	trametinib	15 minute	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_TR_15min	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_TR_15min.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	trametinib	15 minute	enrichment of phosphorylated protein
SNU-61-TR-1h-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	trametinib	1 hour	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_TR_1h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_TR_1h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	trametinib	1 hour	enrichment of phosphorylated protein
SNU-61-TR-24h-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	trametinib	24 hour	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_TR_24h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_TR_24h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	trametinib	24 hour	enrichment of phosphorylated protein
SNU-61-TR-5min-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	trametinib	5 minute	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_TR_5min	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_TR_5min.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	trametinib	5 minute	enrichment of phosphorylated protein
SNU-61-TR-6h-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	trametinib	6 hour	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_TR_6h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_TR_6h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	trametinib	6 hour	enrichment of phosphorylated protein
SNU-61-WI-15min-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	WIKI4	15 minute	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_WI_15min	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_WI_15min.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	WIKI4	15 minute	enrichment of phosphorylated protein
SNU-61-WI-1h-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	WIKI4	1 hour	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_WI_1h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_WI_1h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	WIKI4	1 hour	enrichment of phosphorylated protein
SNU-61-WI-24h-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	WIKI4	24 hour	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_WI_24h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_WI_24h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	WIKI4	24 hour	enrichment of phosphorylated protein
SNU-61-WI-5min-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	WIKI4	5 minute	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_WI_5min	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_WI_5min.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	WIKI4	5 minute	enrichment of phosphorylated protein
SNU-61-WI-6h-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	WIKI4	6 hour	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_SNU_WI_6h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_SNU_WI_6h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	WIKI4	6 hour	enrichment of phosphorylated protein
SNU-61-AL-48h-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	alpelisib	48 hour	enrichment of phosphorylated protein	cell	1	run 20200130_George_SNU61_AL_48h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20200130_George_SNU61_AL_48h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	alpelisib	48 hour	enrichment of phosphorylated protein
SNU-61-AL-96h-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	alpelisib	96 hour	enrichment of phosphorylated protein	cell	1	run 20200130_George_SNU61_AL_96h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20200130_George_SNU61_AL_96h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	alpelisib	96 hour	enrichment of phosphorylated protein
SNU-61-C-48h-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	dimethyl sulfoxide	48 hour	enrichment of phosphorylated protein	cell	1	run 20200130_George_SNU61_C_48h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20200130_George_SNU61_C_48h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	dimethyl sulfoxide	48 hour	enrichment of phosphorylated protein
SNU-61-C-96h-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	dimethyl sulfoxide	96 hour	enrichment of phosphorylated protein	cell	1	run 20200130_George_SNU61_C_96h_rep	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20200130_George_SNU61_C_96h_rep.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	dimethyl sulfoxide	96 hour	enrichment of phosphorylated protein
SNU-61-IM-48h-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	imatinib	48 hour	enrichment of phosphorylated protein	cell	1	run 20200130_George_SNU61_IM_48h_rep	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20200130_George_SNU61_IM_48h_rep.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	imatinib	48 hour	enrichment of phosphorylated protein
SNU-61-IM-96h-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	imatinib	96 hour	enrichment of phosphorylated protein	cell	1	run 20200130_George_SNU61_IM_96h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20200130_George_SNU61_IM_96h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	imatinib	96 hour	enrichment of phosphorylated protein
SNU-61-LI-48h-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	linsitinib	48 hour	enrichment of phosphorylated protein	cell	1	run 20200130_George_SNU61_LI_48h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20200130_George_SNU61_LI_48h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	linsitinib	48 hour	enrichment of phosphorylated protein
SNU-61-LI-96h-r1-phos	Homo sapiens	liver	not available	SNU-61	CVCL_5078	SNU-61	rectum adenocarcinoma	adult	48Y	male	Korean	liver	not applicable	linsitinib	96 hour	enrichment of phosphorylated protein	cell	1	run 20200130_George_SNU61_LI_96h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20200130_George_SNU61_LI_96h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	SNU-61	linsitinib	96 hour	enrichment of phosphorylated protein
