source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
20191210_coreQEP1_AnWe_LC12-17_SA_Orbi3389Sample01	Saccharomyces cerevisiae	not available	not available	1	20191210_coreQEP1_AnWe_LC12-17_SA_Orbi3389Sample01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20191210_coreQEP1_AnWe_LC12-17_SA_Orbi3389Sample01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20191210_coreQEP1_AnWe_LC12-17_SA_Orbi3389Sample02	Saccharomyces cerevisiae	not available	not available	1	20191210_coreQEP1_AnWe_LC12-17_SA_Orbi3389Sample02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20191210_coreQEP1_AnWe_LC12-17_SA_Orbi3389Sample02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20191210_coreQEP1_AnWe_LC12-17_SA_Orbi3389Sample03	Saccharomyces cerevisiae	not available	not available	1	20191210_coreQEP1_AnWe_LC12-17_SA_Orbi3389Sample03	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20191210_coreQEP1_AnWe_LC12-17_SA_Orbi3389Sample03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20191210_coreQEP1_AnWe_LC12-17_SA_Orbi3389Sample04	Saccharomyces cerevisiae	not available	not available	1	20191210_coreQEP1_AnWe_LC12-17_SA_Orbi3389Sample04	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20191210_coreQEP1_AnWe_LC12-17_SA_Orbi3389Sample04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20191210_coreQEP1_AnWe_LC12-17_SA_Orbi3389Sample05	Saccharomyces cerevisiae	not available	not available	1	20191210_coreQEP1_AnWe_LC12-17_SA_Orbi3389Sample05	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20191210_coreQEP1_AnWe_LC12-17_SA_Orbi3389Sample05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20191210_coreQEP1_AnWe_LC12-17_SA_Orbi3389Sample06	Saccharomyces cerevisiae	not available	not available	1	20191210_coreQEP1_AnWe_LC12-17_SA_Orbi3389Sample06	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20191210_coreQEP1_AnWe_LC12-17_SA_Orbi3389Sample06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20191210_coreQEP1_AnWe_LC12-17_SA_Orbi3389Sample07	Saccharomyces cerevisiae	not available	not available	1	20191210_coreQEP1_AnWe_LC12-17_SA_Orbi3389Sample07	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20191210_coreQEP1_AnWe_LC12-17_SA_Orbi3389Sample07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20191210_coreQEP1_AnWe_LC12-17_SA_Orbi3389Sample08	Saccharomyces cerevisiae	not available	not available	1	20191210_coreQEP1_AnWe_LC12-17_SA_Orbi3389Sample08	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20191210_coreQEP1_AnWe_LC12-17_SA_Orbi3389Sample08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20200221_coreQEP2_BaSt_LC12-18_SA_Orbi3455_sample01	Saccharomyces cerevisiae	not available	not available	1	20200221_coreQEP2_BaSt_LC12-18_SA_Orbi3455_sample01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20200221_coreQEP2_BaSt_LC12-18_SA_Orbi3455_sample01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20200221_coreQEP2_BaSt_LC12-18_SA_Orbi3455_sample02	Saccharomyces cerevisiae	not available	not available	1	20200221_coreQEP2_BaSt_LC12-18_SA_Orbi3455_sample02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20200221_coreQEP2_BaSt_LC12-18_SA_Orbi3455_sample02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
