source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]
LReuteri_Pellet_Ecoli_1	Escherichia coli	not available	not available	1	not available	Proteomic analysis of L. reuteri DSM 17938	proteomic profiling by mass spectrometry	1	LReuteri_TMT_1_first.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT6plex	1	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=carbamidomethylation of Cys; NT=TMT6plex modification of lysine and peptide N-terminal; NT=oxidation of Met; NT=deamidation of Asn and Gln; NT=pyroglutamate formation of Gln
LReuteri_Pellet_Ecoli_2	Escherichia coli	not available	not available	1	not available	Proteomic analysis of L. reuteri DSM 17938	proteomic profiling by mass spectrometry	2	LReuteri_TMT_TER_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT6plex	2	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=carbamidomethylation of Cys; NT=TMT6plex modification of lysine and peptide N-terminal; NT=oxidation of Met; NT=deamidation of Asn and Gln; NT=pyroglutamate formation of Gln
LReuteri_Pellet_Ecoli_3	Escherichia coli	not available	not available	1	not available	Proteomic analysis of L. reuteri DSM 17938	proteomic profiling by mass spectrometry	3	LReuteri_TMT_TER_6.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT6plex	3	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=carbamidomethylation of Cys; NT=TMT6plex modification of lysine and peptide N-terminal; NT=oxidation of Met; NT=deamidation of Asn and Gln; NT=pyroglutamate formation of Gln
LReuteri_Pellet_Ecoli_4	Escherichia coli	not available	not available	1	not available	Proteomic analysis of L. reuteri DSM 17938	proteomic profiling by mass spectrometry	4	LReuteri_TMT_4_first.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT6plex	4	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=carbamidomethylation of Cys; NT=TMT6plex modification of lysine and peptide N-terminal; NT=oxidation of Met; NT=deamidation of Asn and Gln; NT=pyroglutamate formation of Gln
LReuteri_Pellet_Ecoli_5	Escherichia coli	not available	not available	1	not available	Proteomic analysis of L. reuteri DSM 17938	proteomic profiling by mass spectrometry	5	LReuteri_TMT_TER_4.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT6plex	5	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=carbamidomethylation of Cys; NT=TMT6plex modification of lysine and peptide N-terminal; NT=oxidation of Met; NT=deamidation of Asn and Gln; NT=pyroglutamate formation of Gln
LReuteri_Pellet_Ecoli_6	Escherichia coli	not available	not available	2	not available	Proteomic analysis of L. reuteri DSM 17938	proteomic profiling by mass spectrometry	1	LReuteri_TMT_BIS_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT6plex	6	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=carbamidomethylation of Cys; NT=TMT6plex modification of lysine and peptide N-terminal; NT=oxidation of Met; NT=deamidation of Asn and Gln; NT=pyroglutamate formation of Gln
LReuteri_Pellet_Ecoli_7	Escherichia coli	not available	not available	2	not available	Proteomic analysis of L. reuteri DSM 17938	proteomic profiling by mass spectrometry	2	LReuteri_TMT_BIS_7.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT6plex	7	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=carbamidomethylation of Cys; NT=TMT6plex modification of lysine and peptide N-terminal; NT=oxidation of Met; NT=deamidation of Asn and Gln; NT=pyroglutamate formation of Gln
LReuteri_Pellet_Ecoli_8	Escherichia coli	not available	not available	1	not available	Proteomic analysis of L. reuteri DSM 17938	proteomic profiling by mass spectrometry	6	LReuteri_TMT_TER_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT6plex	8	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=carbamidomethylation of Cys; NT=TMT6plex modification of lysine and peptide N-terminal; NT=oxidation of Met; NT=deamidation of Asn and Gln; NT=pyroglutamate formation of Gln
LReuteri_Pellet_Ecoli_9	Escherichia coli	not available	not available	2	not available	Proteomic analysis of L. reuteri DSM 17938	proteomic profiling by mass spectrometry	3	LReuteri_TMT_BIS_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT6plex	9	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=carbamidomethylation of Cys; NT=TMT6plex modification of lysine and peptide N-terminal; NT=oxidation of Met; NT=deamidation of Asn and Gln; NT=pyroglutamate formation of Gln
LReuteri_Pellet_Ecoli_10	Escherichia coli	not available	not available	2	not available	Proteomic analysis of L. reuteri DSM 17938	proteomic profiling by mass spectrometry	4	LReuteri_TMT_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT6plex	10	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=carbamidomethylation of Cys; NT=TMT6plex modification of lysine and peptide N-terminal; NT=oxidation of Met; NT=deamidation of Asn and Gln; NT=pyroglutamate formation of Gln
LReuteri_Pellet_Ecoli_11	Escherichia coli	not available	not available	2	not available	Proteomic analysis of L. reuteri DSM 17938	proteomic profiling by mass spectrometry	5	LReuteri_TMT_5.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT6plex	11	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=carbamidomethylation of Cys; NT=TMT6plex modification of lysine and peptide N-terminal; NT=oxidation of Met; NT=deamidation of Asn and Gln; NT=pyroglutamate formation of Gln
LReuteri_Pellet_Ecoli_12	Escherichia coli	not available	not available	1	not available	Proteomic analysis of L. reuteri DSM 17938	proteomic profiling by mass spectrometry	7	LReuteri_TMT_4.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT6plex	12	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=carbamidomethylation of Cys; NT=TMT6plex modification of lysine and peptide N-terminal; NT=oxidation of Met; NT=deamidation of Asn and Gln; NT=pyroglutamate formation of Gln
LReuteri_Pellet_Ecoli_13	Escherichia coli	not available	not available	1	not available	Proteomic analysis of L. reuteri DSM 17938	proteomic profiling by mass spectrometry	8	LReuteri_TMT_TER_8.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT6plex	13	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=carbamidomethylation of Cys; NT=TMT6plex modification of lysine and peptide N-terminal; NT=oxidation of Met; NT=deamidation of Asn and Gln; NT=pyroglutamate formation of Gln
LReuteri_Pellet_Ecoli_14	Escherichia coli	not available	not available	2	not available	Proteomic analysis of L. reuteri DSM 17938	proteomic profiling by mass spectrometry	6	LReuteri_TMT_7_first.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT6plex	14	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=carbamidomethylation of Cys; NT=TMT6plex modification of lysine and peptide N-terminal; NT=oxidation of Met; NT=deamidation of Asn and Gln; NT=pyroglutamate formation of Gln
LReuteri_Pellet_Ecoli_15	Escherichia coli	not available	not available	2	not available	Proteomic analysis of L. reuteri DSM 17938	proteomic profiling by mass spectrometry	7	LReuteri_TMT_5_first.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT6plex	15	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=carbamidomethylation of Cys; NT=TMT6plex modification of lysine and peptide N-terminal; NT=oxidation of Met; NT=deamidation of Asn and Gln; NT=pyroglutamate formation of Gln
LReuteri_Pellet_Ecoli_16	Escherichia coli	not available	not available	2	not available	Proteomic analysis of L. reuteri DSM 17938	proteomic profiling by mass spectrometry	8	LReuteri_TMT_6.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT6plex	16	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=carbamidomethylation of Cys; NT=TMT6plex modification of lysine and peptide N-terminal; NT=oxidation of Met; NT=deamidation of Asn and Gln; NT=pyroglutamate formation of Gln
LReuteri_Pellet_Ecoli_17	Escherichia coli	not available	not available	2	not available	Proteomic analysis of L. reuteri DSM 17938	proteomic profiling by mass spectrometry	9	LReuteri_TMT_8.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT6plex	17	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=carbamidomethylation of Cys; NT=TMT6plex modification of lysine and peptide N-terminal; NT=oxidation of Met; NT=deamidation of Asn and Gln; NT=pyroglutamate formation of Gln
LReuteri_Pellet_Ecoli_18	Escherichia coli	not available	not available	2	not available	Proteomic analysis of L. reuteri DSM 17938	proteomic profiling by mass spectrometry	10	LReuteri_TMT_3_first.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT6plex	18	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=carbamidomethylation of Cys; NT=TMT6plex modification of lysine and peptide N-terminal; NT=oxidation of Met; NT=deamidation of Asn and Gln; NT=pyroglutamate formation of Gln
LReuteri_Pellet_Ecoli_19	Escherichia coli	not available	not available	2	not available	Proteomic analysis of L. reuteri DSM 17938	proteomic profiling by mass spectrometry	11	LReuteri_TMT_7.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT6plex	19	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=carbamidomethylation of Cys; NT=TMT6plex modification of lysine and peptide N-terminal; NT=oxidation of Met; NT=deamidation of Asn and Gln; NT=pyroglutamate formation of Gln
LReuteri_Pellet_Ecoli_20	Escherichia coli	not available	not available	2	not available	Proteomic analysis of L. reuteri DSM 17938	proteomic profiling by mass spectrometry	12	LReuteri_TMT_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT6plex	20	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=carbamidomethylation of Cys; NT=TMT6plex modification of lysine and peptide N-terminal; NT=oxidation of Met; NT=deamidation of Asn and Gln; NT=pyroglutamate formation of Gln
LReuteri_Pellet_Ecoli_21	Escherichia coli	not available	not available	2	not available	Proteomic analysis of L. reuteri DSM 17938	proteomic profiling by mass spectrometry	13	LReuteri_TMT_2_first.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT6plex	21	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=carbamidomethylation of Cys; NT=TMT6plex modification of lysine and peptide N-terminal; NT=oxidation of Met; NT=deamidation of Asn and Gln; NT=pyroglutamate formation of Gln
LReuteri_Pellet_Ecoli_22	Escherichia coli	not available	not available	2	not available	Proteomic analysis of L. reuteri DSM 17938	proteomic profiling by mass spectrometry	14	LReuteri_TMT_BIS_4.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT6plex	22	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=carbamidomethylation of Cys; NT=TMT6plex modification of lysine and peptide N-terminal; NT=oxidation of Met; NT=deamidation of Asn and Gln; NT=pyroglutamate formation of Gln
LReuteri_Pellet_Ecoli_23	Escherichia coli	not available	not available	2	not available	Proteomic analysis of L. reuteri DSM 17938	proteomic profiling by mass spectrometry	15	LReuteri_TMT_6_first.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT6plex	23	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=carbamidomethylation of Cys; NT=TMT6plex modification of lysine and peptide N-terminal; NT=oxidation of Met; NT=deamidation of Asn and Gln; NT=pyroglutamate formation of Gln
LReuteri_Pellet_Ecoli_24	Escherichia coli	not available	not available	2	not available	Proteomic analysis of L. reuteri DSM 17938	proteomic profiling by mass spectrometry	16	LReuteri_TMT_BIS_8.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT6plex	24	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=carbamidomethylation of Cys; NT=TMT6plex modification of lysine and peptide N-terminal; NT=oxidation of Met; NT=deamidation of Asn and Gln; NT=pyroglutamate formation of Gln
LReuteri_Pellet_Ecoli_25	Escherichia coli	not available	not available	2	not available	Proteomic analysis of L. reuteri DSM 17938	proteomic profiling by mass spectrometry	17	LReuteri_TMT_BIS_5.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT6plex	25	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=carbamidomethylation of Cys; NT=TMT6plex modification of lysine and peptide N-terminal; NT=oxidation of Met; NT=deamidation of Asn and Gln; NT=pyroglutamate formation of Gln
LReuteri_Pellet_Ecoli_26	Escherichia coli	not available	not available	2	not available	Proteomic analysis of L. reuteri DSM 17938	proteomic profiling by mass spectrometry	18	LReuteri_TMT_BIS_6.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT6plex	26	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=carbamidomethylation of Cys; NT=TMT6plex modification of lysine and peptide N-terminal; NT=oxidation of Met; NT=deamidation of Asn and Gln; NT=pyroglutamate formation of Gln
LReuteri_Pellet_Ecoli_27	Escherichia coli	not available	not available	2	not available	Proteomic analysis of L. reuteri DSM 17938	proteomic profiling by mass spectrometry	19	LReuteri_TMT_TER_5.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT6plex	27	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=carbamidomethylation of Cys; NT=TMT6plex modification of lysine and peptide N-terminal; NT=oxidation of Met; NT=deamidation of Asn and Gln; NT=pyroglutamate formation of Gln
