source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
056_2025_DUN_DH-MR-3-15-C	Trypanosoma brucei	Not available	1	056_2025_DUN_DH-MR-3-15-C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	056_2025_DUN_DH-MR-3-15-C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
056_2025_DUN_DH-MR-Parent-A	Trypanosoma brucei	Not available	1	056_2025_DUN_DH-MR-Parent-A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	056_2025_DUN_DH-MR-Parent-A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
056_2025_DUN_DH-MR-3-15-A	Trypanosoma brucei	Not available	1	056_2025_DUN_DH-MR-3-15-A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	056_2025_DUN_DH-MR-3-15-A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
056_2025_DUN_DH-MR-2-4-B	Trypanosoma brucei	Not available	1	056_2025_DUN_DH-MR-2-4-B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	056_2025_DUN_DH-MR-2-4-B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
056_2025_DUN_DH-MR-WT-A	Trypanosoma brucei	Not available	1	056_2025_DUN_DH-MR-WT-A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	056_2025_DUN_DH-MR-WT-A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
056_2025_DUN_DH-MR-3-12-A	Trypanosoma brucei	Not available	1	056_2025_DUN_DH-MR-3-12-A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	056_2025_DUN_DH-MR-3-12-A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
056_2025_DUN_DH-MR-WT-B	Trypanosoma brucei	Not available	1	056_2025_DUN_DH-MR-WT-B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	056_2025_DUN_DH-MR-WT-B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
056_2025_DUN_DH-MR-Parent-C	Trypanosoma brucei	Not available	1	056_2025_DUN_DH-MR-Parent-C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	056_2025_DUN_DH-MR-Parent-C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
056_2025_DUN_DH-MR-2-4-C	Trypanosoma brucei	Not available	1	056_2025_DUN_DH-MR-2-4-C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	056_2025_DUN_DH-MR-2-4-C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
056_2025_DUN_DH-MR-2-4-A	Trypanosoma brucei	Not available	1	056_2025_DUN_DH-MR-2-4-A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	056_2025_DUN_DH-MR-2-4-A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
056_2025_DUN_DH-MR-3-15-B	Trypanosoma brucei	Not available	1	056_2025_DUN_DH-MR-3-15-B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	056_2025_DUN_DH-MR-3-15-B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
056_2025_DUN_DH-MR-Parent-B	Trypanosoma brucei	Not available	1	056_2025_DUN_DH-MR-Parent-B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	056_2025_DUN_DH-MR-Parent-B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
056_2025_DUN_DH-MR-2-2-C	Trypanosoma brucei	Not available	1	056_2025_DUN_DH-MR-2-2-C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	056_2025_DUN_DH-MR-2-2-C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
056_2025_DUN_DH-MR-2-2-A	Trypanosoma brucei	Not available	1	056_2025_DUN_DH-MR-2-2-A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	056_2025_DUN_DH-MR-2-2-A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
056_2025_DUN_DH-MR-2-2-B	Trypanosoma brucei	Not available	1	056_2025_DUN_DH-MR-2-2-B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	056_2025_DUN_DH-MR-2-2-B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
056_2025_DUN_DH-MR-3-12-B	Trypanosoma brucei	Not available	1	056_2025_DUN_DH-MR-3-12-B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	056_2025_DUN_DH-MR-3-12-B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
056_2025_DUN_DH-MR-WT-C	Trypanosoma brucei	Not available	1	056_2025_DUN_DH-MR-WT-C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	056_2025_DUN_DH-MR-WT-C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
056_2025_DUN_DH-MR-3-12-C	Trypanosoma brucei	Not available	1	056_2025_DUN_DH-MR-3-12-C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	056_2025_DUN_DH-MR-3-12-C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
