source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[developmental stage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[collision energy]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
QE_140428_37_IS097_Phosphoproteome	mus musculus	adipose tissue	not applicable	not available	enrichment of phosphorylated protein	2 months	1	QE_140428_37_IS097_Phosphoproteome	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	25% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	QE_140428_37_IS097_Phosphoproteome.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD002927/QE_140428_37_IS097_Phosphoproteome.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	adipose tissue
QE_140428_28_IS096_Phosphoproteome	mus musculus	adipose tissue	not applicable	not available	enrichment of phosphorylated protein	2 months	1	QE_140428_28_IS096_Phosphoproteome	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	25% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	QE_140428_28_IS096_Phosphoproteome.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD002927/QE_140428_28_IS096_Phosphoproteome.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	adipose tissue
QE_140811_08_IS139_Phosphoproteome	mus musculus	adipose tissue	not applicable	not available	enrichment of phosphorylated protein	2 months	1	QE_140811_08_IS139_Phosphoproteome	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	25% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	QE_140811_08_IS139_Phosphoproteome.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD002927/QE_140811_08_IS139_Phosphoproteome.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	adipose tissue
QE_140701_01_IS118_Phosphoproteome	mus musculus	adipose tissue	not applicable	not available	enrichment of phosphorylated protein	2 months	1	QE_140701_01_IS118_Phosphoproteome	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	25% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	QE_140701_01_IS118_Phosphoproteome.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD002927/QE_140701_01_IS118_Phosphoproteome.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	adipose tissue
QE_140428_22_IS095_Phosphoproteome	mus musculus	adipose tissue	not applicable	not available	enrichment of phosphorylated protein	2 months	1	QE_140428_22_IS095_Phosphoproteome	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	25% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	QE_140428_22_IS095_Phosphoproteome.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD002927/QE_140428_22_IS095_Phosphoproteome.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	adipose tissue
QE_140625_01_IS117_Phosphoproteome	mus musculus	adipose tissue	not applicable	not available	enrichment of phosphorylated protein	2 months	1	QE_140625_01_IS117_Phosphoproteome	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	25% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	QE_140625_01_IS117_Phosphoproteome.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/05/PXD002927/QE_140625_01_IS117_Phosphoproteome.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	adipose tissue
