source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]
Sample1	Escherichia coli	cell	not available	1	not available	Assay1	proteomic profiling by mass spectrometry	1	OT_IT_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	20 ppm	20 ppm	NT=Propionamidation of cysteine (PAM-Cys, +71.0371 Da); NT=Oxidation of methionine; NT=Acetyl (protein N terminus)
Sample2	Escherichia coli	cell	not available	2	not available	Assay2	proteomic profiling by mass spectrometry	1	OT_IT_17.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	20 ppm	20 ppm	NT=Propionamidation of cysteine (PAM-Cys, +71.0371 Da); NT=Oxidation of methionine; NT=Acetyl (protein N terminus)
Sample3	Escherichia coli	cell	not available	3	not available	Assay3	proteomic profiling by mass spectrometry	1	OT_IT_7.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	20 ppm	20 ppm	NT=Propionamidation of cysteine (PAM-Cys, +71.0371 Da); NT=Oxidation of methionine; NT=Acetyl (protein N terminus)
Sample4	Escherichia coli	cell	not available	4	not available	Assay4	proteomic profiling by mass spectrometry	1	OT_IT_11.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	20 ppm	20 ppm	NT=Propionamidation of cysteine (PAM-Cys, +71.0371 Da); NT=Oxidation of methionine; NT=Acetyl (protein N terminus)
Sample5	Escherichia coli	cell	not available	5	not available	Assay5	proteomic profiling by mass spectrometry	1	OT_IT_9.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	20 ppm	20 ppm	NT=Propionamidation of cysteine (PAM-Cys, +71.0371 Da); NT=Oxidation of methionine; NT=Acetyl (protein N terminus)
Sample6	Escherichia coli	cell	not available	6	not available	Assay6	proteomic profiling by mass spectrometry	1	OT_IT_13.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	20 ppm	20 ppm	NT=Propionamidation of cysteine (PAM-Cys, +71.0371 Da); NT=Oxidation of methionine; NT=Acetyl (protein N terminus)
Sample7	Escherichia coli	cell	not available	7	not available	Assay7	proteomic profiling by mass spectrometry	1	OT_IT_10.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	20 ppm	20 ppm	NT=Propionamidation of cysteine (PAM-Cys, +71.0371 Da); NT=Oxidation of methionine; NT=Acetyl (protein N terminus)
Sample8	Escherichia coli	cell	not available	8	not available	Assay8	proteomic profiling by mass spectrometry	1	OT_IT_16.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	20 ppm	20 ppm	NT=Propionamidation of cysteine (PAM-Cys, +71.0371 Da); NT=Oxidation of methionine; NT=Acetyl (protein N terminus)
Sample9	Escherichia coli	cell	not available	9	not available	Assay9	proteomic profiling by mass spectrometry	1	OT_IT_18.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	20 ppm	20 ppm	NT=Propionamidation of cysteine (PAM-Cys, +71.0371 Da); NT=Oxidation of methionine; NT=Acetyl (protein N terminus)
Sample10	Escherichia coli	cell	not available	10	not available	Assay10	proteomic profiling by mass spectrometry	1	OT_IT_14.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	20 ppm	20 ppm	NT=Propionamidation of cysteine (PAM-Cys, +71.0371 Da); NT=Oxidation of methionine; NT=Acetyl (protein N terminus)
Sample11	Escherichia coli	cell	not available	11	not available	Assay11	proteomic profiling by mass spectrometry	1	OT_IT_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	20 ppm	20 ppm	NT=Propionamidation of cysteine (PAM-Cys, +71.0371 Da); NT=Oxidation of methionine; NT=Acetyl (protein N terminus)
Sample12	Escherichia coli	cell	not available	12	not available	Assay12	proteomic profiling by mass spectrometry	1	OT_IT_15.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	20 ppm	20 ppm	NT=Propionamidation of cysteine (PAM-Cys, +71.0371 Da); NT=Oxidation of methionine; NT=Acetyl (protein N terminus)
