source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20241222_AST3_NEO6_50ID_SCL-IAH_sort241222_Norm_Norm_HeLa_SC_39	Homo sapiens	Hek-293t cell	not available	not available	not available	1	20241222_AST3_NEO6_50ID_SCL-IAH_sort241222_Norm_Norm_HeLa_SC_39	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral Zoom;AC=MS:1003390	NT=Trypsin;AC=MS:1001251	1	1	20241222_AST3_NEO6_50ID_SCL-IAH_sort241222_Norm_Norm_HeLa_SC_39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Hek-293t cell
20250701_AST0_NEO5_SCL-IAH_50ID_HeLa_sort250627-B4_FAIMS-20-40_30min_SC_26	Homo sapiens	Hek-293t cell	not available	not available	not available	1	20250701_AST0_NEO5_SCL-IAH_50ID_HeLa_sort250627-B4_FAIMS-20-40_30min_SC_26	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral Zoom;AC=MS:1003390	NT=Trypsin;AC=MS:1001251	1	1	20250701_AST0_NEO5_SCL-IAH_50ID_HeLa_sort250627-B4_FAIMS-20-40_30min_SC_26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Hek-293t cell
Set8_M33_CV-35_Norm_4Th_5ms_300-1000_03	Homo sapiens	Hek-293t cell	not available	not available	not available	1	Set8_M33_CV-35_Norm_4Th_5ms_300-1000_03	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral Zoom;AC=MS:1003390	NT=Trypsin;AC=MS:1001251	1	1	Set8_M33_CV-35_Norm_4Th_5ms_300-1000_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Hek-293t cell
20250120_AST0_NEO5_JVO_50ID_FAIMS_CV46_PMTp075_SC-carryover-test_01	Homo sapiens	Hek-293t cell	not available	not available	not available	1	20250120_AST0_NEO5_JVO_50ID_FAIMS_CV46_PMTp075_SC-carryover-test_01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral Zoom;AC=MS:1003390	NT=Trypsin;AC=MS:1001251	1	1	20250120_AST0_NEO5_JVO_50ID_FAIMS_CV46_PMTp075_SC-carryover-test_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Hek-293t cell
20250201_AST3_NEO5_SCL-IAH_50ID_sort250131_425-625_frozen-PBMC_SC_67	Homo sapiens	Hek-293t cell	not available	not available	not available	1	20250201_AST3_NEO5_SCL-IAH_50ID_sort250131_425-625_frozen-PBMC_SC_67	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral Zoom;AC=MS:1003390	NT=Trypsin;AC=MS:1001251	1	1	20250201_AST3_NEO5_SCL-IAH_50ID_sort250131_425-625_frozen-PBMC_SC_67.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Hek-293t cell
20250208_AST3_NEO5_SCL-IAH_50ID_FAIMS_10-20_HeLa_002500fg_04	Homo sapiens	Hek-293t cell	not available	not available	not available	1	20250208_AST3_NEO5_SCL-IAH_50ID_FAIMS_10-20_HeLa_002500fg_04	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral Zoom;AC=MS:1003390	NT=Trypsin;AC=MS:1001251	1	1	20250208_AST3_NEO5_SCL-IAH_50ID_FAIMS_10-20_HeLa_002500fg_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Hek-293t cell
20250701_AST0_NEO5_SCL-IAH_50ID_HeLa_Empty_FAIMS-20-40_30min_01	Homo sapiens	Hek-293t cell	not available	not available	not available	1	20250701_AST0_NEO5_SCL-IAH_50ID_HeLa_Empty_FAIMS-20-40_30min_01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral Zoom;AC=MS:1003390	NT=Trypsin;AC=MS:1001251	1	1	20250701_AST0_NEO5_SCL-IAH_50ID_HeLa_Empty_FAIMS-20-40_30min_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Hek-293t cell
20241219_AST0_NEO4_50ID_JVO_FAIMS_CV48_HeLa_250pg_01	Homo sapiens	Hek-293t cell	not available	not available	not available	1	20241219_AST0_NEO4_50ID_JVO_FAIMS_CV48_HeLa_250pg_01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral Zoom;AC=MS:1003390	NT=Trypsin;AC=MS:1001251	1	1	20241219_AST0_NEO4_50ID_JVO_FAIMS_CV48_HeLa_250pg_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Hek-293t cell
20241211_AST0_NEO4_JVO_50ID_HeLa_600-650_2Th_30ms_hiPMT_250pg_03	Homo sapiens	Hek-293t cell	not available	not available	not available	1	20241211_AST0_NEO4_JVO_50ID_HeLa_600-650_2Th_30ms_hiPMT_250pg_03	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral Zoom;AC=MS:1003390	NT=Trypsin;AC=MS:1001251	1	1	20241211_AST0_NEO4_JVO_50ID_HeLa_600-650_2Th_30ms_hiPMT_250pg_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Hek-293t cell
20250120_AST0_NEO5_JVO_50ID_FAIMS_CV46_PMTp075_HeLa_002500fg_01	Homo sapiens	Hek-293t cell	not available	not available	not available	1	20250120_AST0_NEO5_JVO_50ID_FAIMS_CV46_PMTp075_HeLa_002500fg_01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral Zoom;AC=MS:1003390	NT=Trypsin;AC=MS:1001251	1	1	20250120_AST0_NEO5_JVO_50ID_FAIMS_CV46_PMTp075_HeLa_002500fg_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Hek-293t cell
