source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
VL_20151001_ROD_09_3	VL_20151001_ROD_09_3	Zea mays	not available	not applicable	not available	Metaproteomics_of_a_fermented_maize_dough	not available	not available	not available	not available	not available	not available	1	VL_20151001_ROD_09_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	VL_20151001_ROD_09_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
VL_20151001_ROD_10.raw__F010220_.mzid_VL_20151001_ROD_10.raw__F010220_	VL_20151001_ROD_10.raw_F010220_.mzid_VL_20151001_ROD_10.raw_F010220	Zea mays	not available	not applicable	not available	Metaproteomics_of_a_fermented_maize_dough	not available	not available	not available	not available	not available	not available	1	VL_20151001_ROD_10.raw__F010220_.mzid_VL_20151001_ROD_10.raw__F010220_	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	VL_20151001_ROD_10.raw__F010220_.mzid_VL_20151001_ROD_10.raw__F010220_.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
VL_20151001_ROD_11	VL_20151001_ROD_11	Zea mays	not available	not applicable	not available	Metaproteomics_of_a_fermented_maize_dough	not available	not available	not available	not available	not available	not available	1	VL_20151001_ROD_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	VL_20151001_ROD_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
VL_20151001_ROD_12	VL_20151001_ROD_12	Zea mays	not available	not applicable	not available	Metaproteomics_of_a_fermented_maize_dough	not available	not available	not available	not available	not available	not available	1	VL_20151001_ROD_12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	VL_20151001_ROD_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
VL_20151001_ROD_12.raw__F010222_.mzid_VL_20151001_ROD_12.raw__F010222_	VL_20151001_ROD_12.raw_F010222_.mzid_VL_20151001_ROD_12.raw_F010222	Zea mays	not available	not applicable	not available	Metaproteomics_of_a_fermented_maize_dough	not available	not available	not available	not available	not available	not available	1	VL_20151001_ROD_12.raw__F010222_.mzid_VL_20151001_ROD_12.raw__F010222_	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	VL_20151001_ROD_12.raw__F010222_.mzid_VL_20151001_ROD_12.raw__F010222_.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
VL_20151001_ROD_14	VL_20151001_ROD_14	Zea mays	not available	not applicable	not available	Metaproteomics_of_a_fermented_maize_dough	not available	not available	not available	not available	not available	not available	1	VL_20151001_ROD_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	VL_20151001_ROD_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
VL_20151001_ROD_15	VL_20151001_ROD_15	Zea mays	not available	not applicable	not available	Metaproteomics_of_a_fermented_maize_dough	not available	not available	not available	not available	not available	not available	1	VL_20151001_ROD_15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	VL_20151001_ROD_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
VL_20151001_ROD_15.raw__F010229_.mzid_VL_20151001_ROD_15.raw__F010229_	VL_20151001_ROD_15.raw_F010229_.mzid_VL_20151001_ROD_15.raw_F010229	Zea mays	not available	not applicable	not available	Metaproteomics_of_a_fermented_maize_dough	not available	not available	not available	not available	not available	not available	1	VL_20151001_ROD_15.raw__F010229_.mzid_VL_20151001_ROD_15.raw__F010229_	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	VL_20151001_ROD_15.raw__F010229_.mzid_VL_20151001_ROD_15.raw__F010229_.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
VL_20151001_ROD_15_2.raw__F010231_.mzid_VL_20151001_ROD_15_2.raw__F010231_	VL_20151001_ROD_15_2.raw_F010231_.mzid_VL_20151001_ROD_15_2.raw_F010231	Zea mays	not available	not applicable	not available	Metaproteomics_of_a_fermented_maize_dough	not available	not available	not available	not available	not available	not available	1	VL_20151001_ROD_15_2.raw__F010231_.mzid_VL_20151001_ROD_15_2.raw__F010231_	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	VL_20151001_ROD_15_2.raw__F010231_.mzid_VL_20151001_ROD_15_2.raw__F010231_.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
VL_20151001_ROD_16_2_2.raw__F010236_.mzid_VL_20151001_ROD_16_2_2.raw__F010236_	VL_20151001_ROD_16_2_2.raw_F010236_.mzid_VL_20151001_ROD_16_2_2.raw_F010236	Zea mays	not available	not applicable	not available	Metaproteomics_of_a_fermented_maize_dough	not available	not available	not available	not available	not available	not available	1	VL_20151001_ROD_16_2_2.raw__F010236_.mzid_VL_20151001_ROD_16_2_2.raw__F010236_	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	VL_20151001_ROD_16_2_2.raw__F010236_.mzid_VL_20151001_ROD_16_2_2.raw__F010236_.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
VL_20151001_ROD_17_2	VL_20151001_ROD_17_2	Zea mays	not available	not applicable	not available	Metaproteomics_of_a_fermented_maize_dough	not available	not available	not available	not available	not available	not available	1	VL_20151001_ROD_17_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	VL_20151001_ROD_17_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
VL_20151005_ROD_01.raw__F010240_.mzid_VL_20151005_ROD_01.raw__F010240_	VL_20151005_ROD_01.raw_F010240_.mzid_VL_20151005_ROD_01.raw_F010240	Zea mays	not available	not applicable	not available	Metaproteomics_of_a_fermented_maize_dough	not available	not available	not available	not available	not available	not available	1	VL_20151005_ROD_01.raw__F010240_.mzid_VL_20151005_ROD_01.raw__F010240_	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	VL_20151005_ROD_01.raw__F010240_.mzid_VL_20151005_ROD_01.raw__F010240_.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
VL_20151005_ROD_03	VL_20151005_ROD_03	Zea mays	not available	not applicable	not available	Metaproteomics_of_a_fermented_maize_dough	not available	not available	not available	not available	not available	not available	1	VL_20151005_ROD_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	VL_20151005_ROD_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
VL_20151005_ROD_03.raw__F010243_.mzid_VL_20151005_ROD_03.raw__F010243_	VL_20151005_ROD_03.raw_F010243_.mzid_VL_20151005_ROD_03.raw_F010243	Zea mays	not available	not applicable	not available	Metaproteomics_of_a_fermented_maize_dough	not available	not available	not available	not available	not available	not available	1	VL_20151005_ROD_03.raw__F010243_.mzid_VL_20151005_ROD_03.raw__F010243_	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	VL_20151005_ROD_03.raw__F010243_.mzid_VL_20151005_ROD_03.raw__F010243_.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
VL_20151005_ROD_04	VL_20151005_ROD_04	Zea mays	not available	not applicable	not available	Metaproteomics_of_a_fermented_maize_dough	not available	not available	not available	not available	not available	not available	1	VL_20151005_ROD_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	VL_20151005_ROD_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
VL_20151005_ROD_05.raw__F010246_.mzid_VL_20151005_ROD_05.raw__F010246_	VL_20151005_ROD_05.raw_F010246_.mzid_VL_20151005_ROD_05.raw_F010246	Zea mays	not available	not applicable	not available	Metaproteomics_of_a_fermented_maize_dough	not available	not available	not available	not available	not available	not available	1	VL_20151005_ROD_05.raw__F010246_.mzid_VL_20151005_ROD_05.raw__F010246_	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	VL_20151005_ROD_05.raw__F010246_.mzid_VL_20151005_ROD_05.raw__F010246_.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
VL_20151005_ROD_06.raw__F010247_.mzid_VL_20151005_ROD_06.raw__F010247_	VL_20151005_ROD_06.raw_F010247_.mzid_VL_20151005_ROD_06.raw_F010247	Zea mays	not available	not applicable	not available	Metaproteomics_of_a_fermented_maize_dough	not available	not available	not available	not available	not available	not available	1	VL_20151005_ROD_06.raw__F010247_.mzid_VL_20151005_ROD_06.raw__F010247_	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	VL_20151005_ROD_06.raw__F010247_.mzid_VL_20151005_ROD_06.raw__F010247_.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
VL_20151005_ROD_07	VL_20151005_ROD_07	Zea mays	not available	not applicable	not available	Metaproteomics_of_a_fermented_maize_dough	not available	not available	not available	not available	not available	not available	1	VL_20151005_ROD_07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	VL_20151005_ROD_07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
VL_20151005_ROD_07.raw__F010248_.mzid_VL_20151005_ROD_07.raw__F010248_	VL_20151005_ROD_07.raw_F010248_.mzid_VL_20151005_ROD_07.raw_F010248	Zea mays	not available	not applicable	not available	Metaproteomics_of_a_fermented_maize_dough	not available	not available	not available	not available	not available	not available	1	VL_20151005_ROD_07.raw__F010248_.mzid_VL_20151005_ROD_07.raw__F010248_	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	VL_20151005_ROD_07.raw__F010248_.mzid_VL_20151005_ROD_07.raw__F010248_.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
VL_20151005_ROD_09	VL_20151005_ROD_09	Zea mays	not available	not applicable	not available	Metaproteomics_of_a_fermented_maize_dough	not available	not available	not available	not available	not available	not available	1	VL_20151005_ROD_09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	VL_20151005_ROD_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
