source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
Dot1_from_BY4741_chymo_3ul	Saccharomyces cerevisiae	not available	not available	1	Dot1_from_BY4741_chymo_3ul	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Chymotrypsin;AC=MS:1001306	1	1	Dot1_from_BY4741_chymo_3ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
Dot1_from_BY4741_tryp_3ul	Saccharomyces cerevisiae	not available	not available	1	Dot1_from_BY4741_tryp_3ul	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Chymotrypsin;AC=MS:1001306	1	1	Dot1_from_BY4741_tryp_3ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
Dot1_from_HOG1-SLT2_DKO_chymo_5ul	Saccharomyces cerevisiae	not available	not available	1	Dot1_from_HOG1-SLT2_DKO_chymo_5ul	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Chymotrypsin;AC=MS:1001306	1	1	Dot1_from_HOG1-SLT2_DKO_chymo_5ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
Dot1_from_HOG1-SLT2_DKO_chymo_S565_targeted	Saccharomyces cerevisiae	not available	not available	1	Dot1_from_HOG1-SLT2_DKO_chymo_S565_targeted	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Chymotrypsin;AC=MS:1001306	1	1	Dot1_from_HOG1-SLT2_DKO_chymo_S565_targeted.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
Dot1_from_HOG1-SLT2_DKO_tryp_5ul	Saccharomyces cerevisiae	not available	not available	1	Dot1_from_HOG1-SLT2_DKO_tryp_5ul	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Chymotrypsin;AC=MS:1001306	1	1	Dot1_from_HOG1-SLT2_DKO_tryp_5ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
Dot1_from_WT_chymo_S565_targeted	Saccharomyces cerevisiae	not available	not available	1	Dot1_from_WT_chymo_S565_targeted	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Chymotrypsin;AC=MS:1001306	1	1	Dot1_from_WT_chymo_S565_targeted.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
Hog1p_D144A_Fraction_Trypsin_5uL	Saccharomyces cerevisiae	not available	not available	1	Hog1p_D144A_Fraction_Trypsin_5uL	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Chymotrypsin;AC=MS:1001306	1	1	Hog1p_D144A_Fraction_Trypsin_5uL.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
Hog1p_D144A_NoATP_Control_Chymo_5uL	Saccharomyces cerevisiae	not available	not available	1	Hog1p_D144A_NoATP_Control_Chymo_5uL	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Chymotrypsin;AC=MS:1001306	1	1	Hog1p_D144A_NoATP_Control_Chymo_5uL.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
Hog1p_D144A_Rep1_Chymo_5uL	Saccharomyces cerevisiae	not available	not available	1	Hog1p_D144A_Rep1_Chymo_5uL	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Chymotrypsin;AC=MS:1001306	1	1	Hog1p_D144A_Rep1_Chymo_5uL.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
Hog1p_D144A_Rep2_Chymo_5uL	Saccharomyces cerevisiae	not available	not available	1	Hog1p_D144A_Rep2_Chymo_5uL	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Chymotrypsin;AC=MS:1001306	1	1	Hog1p_D144A_Rep2_Chymo_5uL.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
